code,title,credit,type
ARCH303,"Dung, death and decay: modern methods in Archaeology",6,3
BCM 300,Game Experience Design,6,3
BCM 302,Advanced Digital Media Project,6,3
BCM 303,Collaborative Production Workshop,6,3
BCM 304,Global Screen Project,6,3
BCM 310,Emerging Issues in Media & Communication,8,3
BCM 312,Emerging Issues in Media & Communication,6,3
BCM 313,The Future of Work,6,3
BCM 320,Digital Asia,6,3
BCM 322,Global Media Interventions,6,3
BCM 325,Future Cultures,6,3
BCM 331,"Australian Content, Global Context",6,3
BCM 332,Global Media Interventions,8,3
BCM 333,Hollywood and Beyond: Film festival and genre in global context,6,3
BIOL340,Cell and Molecular Biology,6,3
BIOL341,Immunity and Infection,6,3
BIOL342,Biomedical Research:Skills and Techniques,6,3
BIOL343,Techniques in Biotechnology and Medical Research,6,3
BIOL360,Applications in Conservation Biology,6,3
BIOL361,Conservation Biology,6,3
BIOL362,Ecophysiology,6,3
BIOL365,Marine and Terrestrial Ecology,6,3
BMEG301,Mechanics of Biomedical Systems,6,3
BMEG302,Biomedical Sensors and Actuators,6,3
BMEG303,Biomechanical Basis of Human Movement,6,3
BMEG304,Manufacturing Techniques for Biomedical Engineering,6,3
BMEG305,Mechanical Design of Biomedical Devices,6,3
BMEG306,Biomaterials and Tissue Engineering,6,3
BNAN301,Research Project in Bionanotechnology,12,3
CACS301,Professional Practice,6,3
CACS302,Creative Arts Internship,6,3
CACS331,Contemporary Theory and Research Practice,6,3
CACS332,Dean's Scholars Contemporary Theory and Research Practice,6,3
CACW301,Writing Across Borders,6,3
CACW303,Genre and Form,6,3
CACW390,Creative Writing Major Project,12,3
CAMS301,Music Studio 3,6,3
CAMS331,Music and Culture,6,3
CAMS390,Music Major Project,12,3
CAPA311,Technical Theatre: Production 3,6,3
CAPA390,Technical Theatre: Major Production,12,3
CAPF301,"Performance Skills 5: Acting, Movement, Singing, Voice",6,3
CAPF303,Generative Performance Skills 2,6,3
CAPF311,Performance Production 3,6,3
CAPF315,Scene-work 3,6,3
CAPF316,Scene-work 4,6,3
CAPF331,Theory and Practice of Theatre in the 20th and 21st Century,6,3
CAPF333,"Theatre, Politics and Spectatorship",6,3
CAPF390,Major Performance Production,12,3
CAVA301,Visual Arts Workshop,6,3
CAVA311,Visual Arts Studio Workshop G,6,3
CAVA324,Advanced Photography 3,6,3
CAVA331,Contemporary Artworlds,6,3
CAVA332,"Art, Nature and the Environment",6,3
CAVA390,Visual Arts and Photography Major Project,12,3
CHEM324,Chemical Analysis and Inference,6,3
CHEM325,"Bioinformatics:Genome, Genes and Biomolecules",6,3
CHEM333,Drug Discovery and Medicinal Chemistry,6,3
CHEM337,Environmental Chemistry,6,3
CHEM358,Pharmacology,6,3
CHEM360,Organic Synthesis III,6,3
CHEM370,Modern Inorganic and Bio-inorganic Chemistry,6,3
CHEM374,Molecular Spectroscopy and Structure Elucidation,6,3
CIVL311,Structural Design 1,6,3
CIVL314,Structural Design 2,6,3
CIVL322,Hydraulics and Hydrology,6,3
CIVL352,Structures 1,6,3
CIVL361,Geomechanics,6,3
CIVL394,Construction,6,3
COMM330,Economics and Finance Applied Research Project,6,3
COMM331,Integrative Business Capstone,6,3
COMM333,Integrative Research Capstone,6,3
COMM335,Business International Study Tour,6,3
COMM391,Professional Experience in Business,6,3
CSCI301,Contemporary Topics in Security,6,3
CSCI316,Big Data Mining Techniques and Implementation,6,3
CSCI317,Database Performance Tuning,6,3
CSCI318,Software Engineering Practices & Principles,6,3
CSCI319,Distributed Systems and Cloud Computing,6,3
CSCI322,Systems Administration,6,3
CSCI334,Software Design,6,3
CSCI336,Interactive Computer Graphics,6,3
CSCI356,Game Engine Essentials,6,3
CSCI361,Cryptography and Secure Applications,6,3
CSCI366,Mobile Multimedia,6,3
CSCI368,Network Security,6,3
CSCI369,Ethical Hacking,6,3
CSCI376,Multicore and GPU Programming,6,3
CSIT302,Cybersecurity,6,3
CSIT314,Software Development Methodologies,6,3
CSIT321,Project,12,3
CSIT395,Dean's Scholar Research Project,6,3
CST 333,Hollywood and Beyond: Genres Across Cultures,8,3
CST 371,Race and Place,6,3
DIGC330,Digital Asia,8,3
ECON303,Economic Development Issues,6,3
ECON304,The Historical Foundations of the Modern Australian Economy,6,3
ECON305,Economic Policy,6,3
ECON309,Environmental and Natural Resource Economics,6,3
ECON316,History of Economic Thought,6,3
ECON318,Economics of Health and Human Resources,6,3
ECON331,Financial Economics,6,3
ECON339,Applied Financial Modelling,6,3
ECTE301,Digital Signal Processing,6,3
ECTE323,Power Engineering 2,6,3
ECTE324,Power Engineering 1,6,3
ECTE331,Real-time Embedded Systems,6,3
ECTE333,Microcontroller Architecture and Applications,6,3
ECTE344,Control Theory,6,3
ECTE350,Engineering Design and Management 3,6,3
ECTE355,Scholars Project,6,3
ECTE363,Communication Systems,6,3
ECTE364,Data Communications,6,3
ECTE399,Professional Experience,0,3
EDAE302,Aboriginal Education,6,3
EDEC302,The Psychology of Exceptional Children,6,3
EDEI312,Designing Effective ICT-based Learning Environments,6,3
EDEL302,Children's Literature in the Early Years,6,3
EDEX303,International Teaching Project,6,3
EDFE302,Education Foundations: Cognition & Communication in the Classroom,6,3
EDKL301,Language and Literacy 3: The Later Primary Years,6,3
EDKM302,Mathematics Content and Pedagogy 2,6,3
EDKP301,"Personal Development, Health & Physical Education Content & Pedagogy",6,3
EDLD302,Teaching Culturally and Linguistically Diverse Students,6,3
EDLE301,Learners With Exceptional Needs,6,3
EDPD301,Professional Development 3: The Teacher as Researcher,6,3
EDPH300,"Promoting Wellbeing 2: Sexual Health, Relationships and Sexualities",6,3
EDPH312,"Promoting Wellbeing 1: Safe Living, Road Safety and Drugs",6,3
EDPM301,Analysis of Games and Sport 2,6,3
EDPS301,Quality Teaching and Learning in Secondary Education II,6,3
EDPS302,Creating Positive Learning Environments,6,3
EDSC301,K-6 Science and Technology: Curriculum and Pedagogy,6,3
EDUP366,Independent Project in Education,6,3
EESC320,Project Management in the Earth and Environmental Sciences,6,3
EESC321,"Plate Tectonics, Macrotopography and Earth History",6,3
EESC322,Coastal Environments: Process and Management,6,3
EESC323,Fluvial Geomorphology and Sedimentology,6,3
EESC326,Resources and Environments,6,3
EESC328,"Dung, Death and Decay: Modern scientific methods in archaeology",6,3
EESC330,Advanced field skills in the Earth Sciences,6,3
EESC331,Changing Global Environments,6,3
ELL 330,World Englishes,6,3
ENGG355,Professional Option 3,6,3
ENGG371,Scholars Research Project 3,6,3
ENGG378,Sustainable Energy Technologies,6,3
ENGL361,The Modernists,6,3
ENGL378,Special Topic in English Literature,6,3
ENGL379,Desiring Bodies: Gender & Sexuality in Literature & Film,6,3
ENGL381,Animals and Ecology in Literature and Film,6,3
ENGL383,English and Creative Writing Capstone: Ways of Reading and Writing,6,3
ENGL385,Literature and Critical Thought,6,3
ENVE311,Pollution Control and Cleaner Production,6,3
ENVE320,Environmental Engineering Design for Sustainability,6,3
ENVE377,Membrane Science and Technology,6,3
ENVE383,Environmental Engineering,6,3
EXAR006,Exchange Subject,6,3
EXAR008,Exchange Subject,8,3
EXAR024,Exchange Subject,24,3
EXBU006,Exchange Subject,6,3
EXBU008,Exchange Subject,8,3
EXBU024,Exchange Subject,24,3
EXED006,Exchange Subject,6,3
EXED008,Exchange Subject,8,3
EXED024,Exchange Subject,24,3
EXEI006,Exchange Subject,6,3
EXEI008,Exchange Subject,8,3
EXEI024,Exchange Subject,24,3
EXLA006,Exchange Subject,6,3
EXLA008,Exchange Subject,8,3
EXLA024,Exchange Subject,24,3
EXSC006,Exchange Subject,6,3
EXSC008,Exchange Subject,8,3
EXSC024,Exchange Subject,24,3
EXSC330,Exercise Prescription,18,3
EXSC370,Clinical Biomechanics in Exercise Science & Rehabilitation,6,3
EYCA301,Arts-based Pedagogy and Practice,6,3
EYCC302,"Contexts of Development:Interconnections Betw Child,Family&Community",6,3
EYDC301,Birth to 3 Years: Physical Care and Development,6,3
EYER301,Educators as Researchers,6,3
EYFE301,Early Intervention and the Community Context,6,3
EYFE302,Historical and Philosophical Perspectives In Early Years Education,6,3
EYLL302,Birth to 3 Years: Developing  Language Interactions,6,3
EYMP302,Management and Administration in Early Childhood Education and Care,6,3
EYST302,Science & Technology for the Early Years,6,3
FIN 320,Risk and Insurance,6,3
FIN 322,Advanced Corporate Finance,6,3
FIN 323,Portfolio Analysis,6,3
FIN 324,Financial Statement Analysis,6,3
FIN 328,Retirement and Estate Planning,6,3
FIN 329,Advanced Financial Planning,6,3
FREN341,Advanced French 1,6,3
FREN342,Advanced French 2,6,3
GEOG335,Directed Studies in Geography and Sustainable Communities A,6,3
GEOG336,Qualitative Research Design for Social Scientists,6,3
GEOG337,Policy for Environmental and Heritage Management,6,3
GEOG338,Planning Urban Futures,6,3
GEOG339,Geographies of Change: International Fieldwork Intensive,6,3
GEOG351,Directed Studies in Geography and Sustainable Communities B,6,3
GEOG352,Social Science Research Internship,6,3
GEOG353,Qualitative GIS,6,3
GEOG354,Environmental Crime and Justice,6,3
HAS 320,Health and Safety Systems and Theories,6,3
HAS 341,Introduction to Work Injury Management,6,3
HAS 342,Protecting Worker Health,6,3
HAS 346,Social Advocacy,6,3
HAS 347,Social Sciences Project,6,3
HAS 348,Social Innovation and People Centred Design,6,3
HAS 350,Social Determinants of Indigenous Health,6,3
HAS 351,Health Promotion Competencies,6,3
HAS 353,Youth Crime and Justice,6,3
HAS 354,Innovative Justice,6,3
HAS 355,Current Issues in Criminal Justice,6,3
HAS 356,Comparative Social Policy,6,3
HAS 360,Advanced Epidemiology,6,3
HAS 365,Food and Society III: Contemporary Issues and Controversies,6,3
HAS 380,International Social Sciences Project,6,3
HAS 381,Advanced Social Sciences Project,12,3
HAS 390,Community Engagement and Development for Social Change,6,3
HIST305,Europe in World History,6,3
HIST358,War and Society,6,3
HIST359,Empires Colliding: Britain and USA,6,3
HIST362,Controversies in Modern Asia,6,3
HIST371,Twentieth-Century Dictatorships,6,3
HIST385,Special Topics in History,6,3
HIST386,Ancient Texts,6,3
HIST389,Making History,6,3
INDS302,Indigenous Thinkers: Global Perspectives,6,3
INDS305,Research and Indigenous Communities,6,3
INE 301,Fundamentals of Innovation and Entrepreneurship,6,3
INTS301,Senior Seminar in International Studies,6,3
INTS302,International Studies Internship,6,3
INTS303,Australia in the World,6,3
INTS311,"Human Security, Global Capitalism and the Environment",6,3
INTS352,Special Topics in Politics and International Studies,6,3
ISIT302,Corporate Network Management,6,3
ISIT306,Strategic eBusiness Solutions,6,3
ISIT307,Backend Web Programming,6,3
ISIT312,Big Data Management,6,3
ISIT315,Semantic Web,6,3
ISIT328,Corporate Network Security,6,3
ISIT332,Business Process Management,6,3
ISIT343,Programming for Social Innovation,6,3
ITAL330,Advanced Studies in Italian,6,3
ITAL341,Advanced Italian 1,6,3
ITAL342,Advanced Italian 2,6,3
JAPA320,Advanced Readings in Japanese Literature,6,3
JAPA341,Advanced Japanese 1,6,3
JAPA342,Advanced Japanese 2,6,3
JRNL301,Data Journalism Research and Investigation,6,3
JRNL302,Narrative Portfolio,6,3
JRNL303,Journalism Newsroom,6,3
JRNL304,Journalism Internship,6,3
JRNL307,Feature Storytelling,6,3
JRNL313,Podcasting and Audio Journalism Production 2,6,3
JRNL314,Video Journalism Production 2,6,3
JRNL315,Journalism Project,6,3
LANG335,Literature and Society in Renaissance Europe,6,3
LANG364,Advanced Studies in Language/Culture 1,6,3
LANG365,Advanced Studies in Language/Culture 2,6,3
LANG370,The Language Advantage,6,3
LAW 302,Law of Business Organisations,6,3
LAW 303,Family Law,6,3
LAW 308,Administrative Law,6,3
LAW 315,Taxation Law,6,3
LAW 319,International Business Law,6,3
LAW 323,Consumer Protection and Product Liability Law,6,3
LAW 330,Law of Employment,6,3
LAW 331,Intellectual Property Law,6,3
LAW 334,Environmental Law,6,3
LAW 338,International Trade Law,6,3
LAW 343,International Law,6,3
LAW 354,Human Rights Law,6,3
LAW 364,Islamic Law,6,3
LAW 381,Law for Environmental Managers,6,3
LHA 300,Special Topics C,2,3
LHA 302,Dean's Scholars Research Project,6,3
LHA 304,Special Topics D,2,3
LLB 300,Remedies and Civil Procedure,8,3
LLB 301,Evidence,8,3
LLB 302,Law of Business Organisations,8,3
LLB 303,Family Law,8,3
LLB 319,International Business Law,8,3
LLB 323,Consumer Protection and Product Liability Law,8,3
LLB 329,Legal Practice in Rural and Regional Communities,8,3
LLB 330,Law of Employment,8,3
LLB 331,Intellectual Property Law,8,3
LLB 334,Environmental Law,8,3
LLB 339,Contemporary Issues in Criminal Justice,8,3
LLB 343,International Law,8,3
LLB 350,Special Study in Law A,8,3
LLB 354,Human Rights Law,8,3
LLB 355,Bankruptcy and Corporate Insolvency Law and Practice,8,3
LLB 361,Cultural Legal Studies,8,3
LLB 376,Special Studies in Law D,8,3
LLB 377,Special Studies in Law E,8,3
LLB 384,Politics of Justice,8,3
LLB 386,Mooting Competitions,8,3
LLB 397,Legal Internship,2,3
LLB3300,Remedies and Civil Procedure,6,3
LLB3301,Evidence,6,3
LLB3302,Law of Business Organisations,6,3
LLB3303,Family Law,6,3
LLB3319,International Business Law,6,3
LLB3323,Consumer Protection and Product Liability Law,6,3
LLB3330,Law of Employment,6,3
LLB3331,Intellectual Property Law,6,3
LLB3334,Environmental Law,6,3
LLB3339,Contemporary Issues in Criminal Justice,6,3
LLB3341,Taxation Law,6,3
LLB3343,International Law,6,3
LLB3350,Special Study in Law A,6,3
LLB3354,Human Rights Law,6,3
LLB3355,Bankruptcy and Corporate Insolvency Law and Practice,6,3
LLB3361,Cultural Legal Studies,6,3
LLB3364,Islamic Law,6,3
LLB3375,Special Studies in Law C,6,3
LLB3376,Special Studies in Law D,6,3
LLB3377,Special Studies in Law E,6,3
LLB3384,Politics of Justice,6,3
LLB3397,Legal Internship,3,3
LLB3399,"Law, Justice and Professional Practice",3,3
LLB3923,Law of the Sea,8,3
LLB3933,Law of the Sea,6,3
MAND331,Advanced Chinese (Mandarin),6,3
MAND332,Advanced Chinese (Mandarin) 2,6,3
MAND371,Chinese Literature,6,3
MAND372,Chinese in Workplaces,6,3
MARE360,Fisheries and Aquaculture,6,3
MARK301,Digital Marketing,6,3
MARK310,Marketing Effectiveness,6,3
MARK320,Social Marketing,6,3
MARK321,Creative Public Relations Campaigns,6,3
MARK322,Corporate Identity and Branding,6,3
MARK333,Integrated Marketing Communications Strategy,6,3
MARK343,International Marketing,6,3
MARK344,Marketing Strategy,6,3
MARK356,Creating & Marketing New Products,6,3
MARK395,Tourism Marketing,6,3
MATE301,Engineering Alloys,6,3
MATE302,Polymeric Materials,6,3
MATE303,"Ceramics, Glasses and Refractories",6,3
MATE304,Transport Phenomena in Materials Processing,6,3
MATE305,Primary Materials Processing,6,3
MATE306,"Fracture, Failure and Degradation",6,3
MATE381,Experimental Methods and Computing,6,3
MATH300,Complex Analysis,6,3
MATH305,Partial Differential Equations,6,3
MATH312,Advanced Applied Mathematical Modelling,6,3
MATH317,Financial Mathematics,6,3
MATH318,Optimisation and Applications,6,3
MATH319,Advanced Numerical Methods,6,3
MATH322,Algebra,6,3
MATH323,Topology,6,3
MATH326,Analysis on Banach Spaces,6,3
MATH327,Measure and Integration Theory with Probability,6,3
MATH329,Medical Mathematics,6,3
MATH345,Mathematics Project B,6,3
MATH371,Special Topics in Industrial and Applied Mathematics 3,6,3
MATH372,Special Topics in Mathematical Analysis 3,6,3
MATH399,Mathematics Capstone,6,3
MECH311,Mechanical Engineering Design 2,6,3
MECH321,Dynamics of Engineering Systems,6,3
MECH326,Dynamics of Mechanisms,6,3
MECH341,Thermodynamics of Engineering Systems,6,3
MECH343,Heat Transfer and Aerodynamics,6,3
MECH365,Control of Machines and Processes,6,3
MECH372,Solids Handling and Process Engineering,6,3
MECH382,Manufacturing Engineering Principles,6,3
MEDI304,Research Methods and Analysis,6,3
MEDI312,Fundamentals of Neuroscience,6,3
MEDI314,Regional Anatomy,6,3
MEDI322,Advanced Exercise Physiology and Metabolism,6,3
MEDI323,Cardiorespiratory Studies,6,3
MEDI330,Sensorimotor Control of Movement,6,3
MEDI341,Research in Indigenous Health,6,3
MEDI344,Indigenous Community Development: Health Promotion,6,3
MEDI350,Research Projects,12,3
MEDI355,Nutrition and Food Innovation,6,3
MEDI362,Research in Human Nutrition,6,3
MEDI363,Community and Public Health Nutrition,6,3
MEDI369,Nutrition in Practice,6,3
MEDI381,Molecular Basis of Human Disease,6,3
MEDI382,Nature and Nurture in Human Disease,6,3
MGNT311,Management of Change,6,3
MGNT314,Strategic Management,6,3
MGNT321,Workplace Health and Safety Management,6,3
MGNT322,Learning and Development in Organisations,6,3
MGNT341,International and Comparative Human Resource Management,6,3
MGNT351,Responsible Leadership,6,3
MGNT389,International Business Management,6,3
MINE312,Mine Ventilation,6,3
MINE323,Mining Geomechanics,6,3
MINE333,Resource Estimation,6,3
NMIH301,Nursing Care of People with Chronic Conditions,6,3
NMIH302,Mental Health Nursing 2,6,3
NMIH303,Therapeutic Use of Self,6,3
NMIH304,Evidence Appreciation and Application in Health Care Practice,6,3
NMIH305,Nursing Care of People with Complex Conditions,6,3
NMIH306,Challenges of Ageing,6,3
NMIH307,Leadership in Health Care Practice,6,3
NMIH308,Transition to Professional Practice,6,3
NMIH315,Practice Development and Person Centred Nursing,6,3
NMIH316,Innovation in Clinical Practice,6,3
NMIH317,Promoting Clinical Excellence,6,3
NMIH319,Contemporary Research in Practice,12,3
NMIH321,Clinical Practice 2,6,3
NMIH322,Nursing Care of People with Chronic and Complex Conditions,6,3
NMIH323,Primary and Community Health Care Nursing,6,3
NMIH325,Community Development Nursing: Theory and Practice,6,3
OPS 309,Supply Chain Strategies,6,3
OPS 328,Logistics Management,6,3
OPS 350,Continuous Quality Improvement,6,3
OPS 370,Project Management,6,3
PHIL318,"Stories in Our Lives: Mind, Self and Psychosis",6,3
PHIL319,"Political Philosophy: Justice, Equality and Rights",6,3
PHIL320,Philosophy of Medicine: Health and Happiness,6,3
PHIL326,Bioethics,6,3
PHIL327,Special Philosophical Questions,6,3
PHIL328,Applied Philosophy: Philosophy at Work,6,3
PHYS305,Quantum Mechanics,6,3
PHYS306,Project in Physics,6,3
PHYS325,Electromagnetism,6,3
PHYS356,Physics of Detectors and Imaging,6,3
PHYS365,"Detection of Radiation: Neutrons, Electrons and X Rays",6,3
PHYS366,Physics of Radiotherapy,6,3
PHYS375,Nuclear Physics,6,3
PHYS376,Nuclear Fuels Cycle,6,3
PHYS385,Statistical Mechanics,6,3
PHYS390,"Relativity, Astrophysics, and Cosmology",6,3
PHYS396,Electronic Materials,6,3
POL 304,Power and the State,6,3
POL 306,Complex Peace Operations,6,3
POL 309,Global Political Economy,6,3
POL 310,Twentieth Century Dictatorships,6,3
POL 311,Politics of the Middle East,6,3
POL 326,Global Inequality,6,3
POL 328,Special Topics in Politics and International Studies,6,3
POL 345,Politics Internship,6,3
POL 346,Australian National Internship Program,12,3
PPE 300,"Critical Issues in Politics, Philosophy and Economics",12,3
PPE 302,"Critical Issues in Politics, Philosophy and Economics-Deans Scholars",12,3
PSYC324,Assessment and Intervention,6,3
PSYC325,History and Philosophy of Psychology,6,3
PSYC326,Design and Analysis,6,3
PSYC327,Advanced Topics in Cognition,6,3
PSYC328,Visual Perception,6,3
PSYC329,Psychophysiology,6,3
PSYC330,Social Behaviour and Individual Differences,6,3
PSYC345,Advanced Topics in Cognition,8,3
PSYC347,Assessment and Intervention,8,3
PSYC348,History and Metatheory of Psychology,8,3
PSYC349,Visual Perception,8,3
PSYC350,Social Behaviour and Individual Differences,8,3
PSYC352,Psychophysiology,8,3
PSYC354,Design and Analysis,8,3
PSYC355,Forensic Psychology,8,3
PSYC356,Topics in Applied Psychology,8,3
PSYC357,Forensic Psychology,6,3
PSYC358,Applied Psychology,6,3
PSYC359,Psychopharmacology,6,3
PSYC360,Research Internship in Psychology,6,3
PSYC361,Child Development,6,3
SCIE302,Directed Studies in Science,6,3
SCII302,Science Interdisciplinary Project,6,3
SCIP300,Advanced Chemistry and Molecular Bioscience Project,6,3
SCIP310,"Advanced Earth, Atmospheric and Life Sciences Project",6,3
SOC 328,Sociology Capstone,6,3
SOC 329,Globalisation and Social Transformation,6,3
SOC 344,"Emotions, Bodies & Society",6,3
SOC 347,"Sociology of Health, Illness and Medicine",6,3
SOC 352,"Power, Resistance and Society",6,3
SOC 356,Cultures of Dispossession,6,3
SOWK305,Social Work Ethics,6,3
SOWK310,Supervised Professional Practice 1,18,3
SOWK335,Fields of Practice: Mental Health,6,3
SOWK336,Approaches and Skills: Working with Individuals and Families II,6,3
SOWK337,Practice with Aboriginal and Torres Strait Islander Peoples,6,3
SOWK338,"Fields of Practice: Children, Families, and their Well-being",6,3
SOWK340,"Fields of Practice: Health, Aging and Disability",6,3
SOWK343,Supervised Professional Practice I,12,3
SPAN341,Advanced Spanish 1,6,3
SPAN342,Advanced Spanish 2,6,3
STAT301,Statistical Methods for Data Science,6,3
STAT304,Stochastic Methods in Statistical Analysis,6,3
STAT332,Generalised Linear Models,6,3
STAT335,Sample Surveys and Experimental Design,6,3
STAT345,Statistics Project B,6,3
STAT353,Applied Data Analysis and Model Building,6,3
STAT373,Special Topics in Probability and Statistics 3,6,3
STAT374,Special Topics in Applied Statistics 3,6,3
STC 341,"Independent Research in SOC, STS and CST Studies",6,3
STS 302,"Climate Change Policy, Possible Futures",6,3
VCD 301,Professional Design Practice,6,3
VCD 302,Motion Design,6,3
VCD 390,Advanced Design Project,6,3
AIIM410,Advanced materials: synthesis and fabrication,6,4
AIIM411,"Advanced Materials: Devices, Performance and Applications",6,4
AIIM414,Literature Report on contemporary topic in Innovative Materials,12,4
BIOL405,Preliminary Research  Project,12,4
BIOL410,Conservation Biology  Project,48,4
BIOL416,Conservation Biology  Project (Part-Time),24,4
BMEG401,Artificial Organs and Implants,6,4
BMEG402,Ethics and Practices in Biomedical Engineering,6,4
CHEM470,Selected Topics in Medicinal Chemistry,12,4
CHEM480,Medicinal Chemistry Project,36,4
CIVL444,Civil Engineering Design,6,4
CIVL454,Structures 2,6,4
CIVL458,Fundamentals of Construction Management,6,4
CIVL462,Principles of Foundation Engineering,6,4
CIVL463,Applied Geotechnical Engineering,6,4
CIVL489,Sustainable Roads & Railway Engineering,6,4
CIVL491,Applied Finite Element Analysis for Civil Engineers,6,4
CSCI410,"Software Requirements, Specifications and Formal Methods",6,4
CSCI412,Special Topics in CS & SE B,6,4
CSCI424,Reasoning and Learning,6,4
CSCI426,Software Testing and Analysis,6,4
CSCI427,Service-Oriented Software Engineering,6,4
CSCI433,Machine Learning Algorithms and Applications,6,4
CSCI435,Computer Vision Algorithms and Systems,6,4
CSCI444,Perception and Planning,6,4
CSCI446,Big Data Analytics,6,4
CSCI464,Computational Intelligence,6,4
CSCI468,Advanced Network Security,6,4
CSCI471,Advanced Computer Security,6,4
DIET454,Practical Studies in Nutrition and Dietetics,24,4
DIET460,Dietetics Research Practice,48,4
DIET461,Dietetics Research Project,18,4
DIET466,Food Service Dietetics,6,4
DIET467,Dietetics Care 1,12,4
DIET468,Dietetics Care 2,12,4
ECON403,Special Topics in Economics A,6,4
ECON404,Special Topics in Economics B,6,4
ECTE401,Multimedia Signal Processing,6,4
ECTE423,Power System Analysis,6,4
ECTE426,Power Distribution Systems,6,4
ECTE429,Smart Power Grids,6,4
ECTE432,Computer Architecture,6,4
ECTE433,Embedded Systems,6,4
ECTE441,Intelligent Control,6,4
ECTE442,Computer Controlled Systems,6,4
ECTE451,Engineering Project 1,6,4
ECTE458,Engineering Project 2,12,4
ECTE465,Wireless Communication Systems,6,4
ECTE469,Queuing Theory and Optimization,6,4
ECTE471,Robotics and Flexible Automation,6,4
ECTE474,Internet of Things,6,4
ECTE477,Programming Autonomous Systems,6,4
ECTE482,Network Engineering,6,4
EDAW401,Aboriginal Ways of Knowing and Learning,6,4
EDEC402,Programming for Individuals with High Support Needs,6,4
EDEI411,ICT in Education - Project,6,4
EDEL402,Critical Viewing and Production in the Primary years,6,4
EDEM401,Mathematics Education Elective 2,6,4
EDEM402,Quality Teaching in Mathematics,6,4
EDEP402,PDHPE: Coaching and Sport Administration - Elective C,6,4
EDFE401,Educational Foundations: Sociology and Cultural Studies of Education,6,4
EDIC401,Effective use of ICT for Teaching & Learning,6,4
EDIP412,Independent Project: Learning Across the Curriculum,6,4
EDLE401,Learners with Extra Support Needs,6,4
EDOP400,International Professional Experience and Cultural Immersion,6,4
EDPD401,Professional Development 3,6,4
EDPD402,Professional Development 4,12,4
EDPE403,Intervention Skills for Teachers,6,4
EDPH401,Application of Health Education in School and Community Settings,6,4
EDPP403,The Physical and Health Education Internship,12,4
EDPR401,Honours Thesis,18,4
EDPS401,Quality Teaching and Learning in Secondary Education III,6,4
EDPS402,"Leadership,Management & Professional Learning in Secondary Education",12,4
EDRT401,Honours Thesis Primary,24,4
EDSM401,Mathematics Pedagogy 2,6,4
EDSS401,Science Pedagogy 2,6,4
EDUP430,Project in Physical and Health Education,12,4
EESC405,Preliminary Research  Project,12,4
ENGG433,Financial Management for Engineers,6,4
ENGG434,Introduction to Materials Welding and Joining,6,4
ENGG439,Engineering Logistics and Operations Management,6,4
ENGG440,Strategic Management of Engineering,6,4
ENGG447,Advanced Building Design for Energy Efficiency and Sustainability,6,4
ENGG452,Thesis A,12,4
ENGG453,Thesis B,18,4
ENGG454,Professional Experience,0,4
ENGG455,Professional Option 4,6,4
ENGG456,Engineering Project A,6,4
ENGG457,Engineering Project B,6,4
ENGG461,Managing Engineering Projects,6,4
ENGG472,Humanitarian Engineering,6,4
ENVE410,Site Remediation Engineering,6,4
ENVE420,Water Resources Engineering,6,4
ENVE421,Environmental Engineering Design 2,6,4
EXSC420,Clinical Exercise Physiology,24,4
EXSC423,Clinical Practicum,18,4
EXSC424,Advanced Workplace Injury Management for Exercise Physiologists,6,4
EYEK402,Engaging Koori Kids and their Families,6,4
EYLL402,Children's Literature in the Early Years,6,4
EYMP402,Advocacy and Leadership in Early Childhood,6,4
EYPD401,Early Years Project,12,4
EYRT401,Early Childhood Honours Thesis,24,4
EYTE401,Contemporary Theories and Practice in Early Childhood,6,4
EYTS401,Transition to School,6,4
FEIS400,Lean Engineering Start Up,12,4
GEOG401,Human Geography Honours Full-time,48,4
GEOG404,Human Geography Honours Part 1 (Part-time Students),24,4
GEOG405,Human Geography Honours Part 2 (Part-time Students),24,4
HAS 400,Honours,48,4
HAS 402,Honours Part 1 (Part-time Students),24,4
HAS 403,Honours Part 2 (Part-time Students),24,4
INFO401,Mathematics and Finance Honours Project,12,4
INFO411,Data Mining and Knowledge Discovery,6,4
INFO412,Mathematics for Cryptography,6,4
ISIT401,Information Systems Strategic Planning,6,4
ISIT404,Enterprise Architecture Design and Systems Integration,6,4
ISIT406,Information Design and Content Management,6,4
ISIT408,IT Governance,6,4
ISIT410,IT-enabled Supply Chain Management,6,4
ISIT417,Business Intelligence and Knowledge Management,6,4
ISIT429,Concepts and Issues in Healthcare Computing,6,4
ISIT430,Introduction to Health Informatics,6,4
ISIT437,Information Technology Security and Risk Management,6,4
ISIT438,eBusiness Technologies,6,4
ISIT446,Project and Change Management,6,4
ISIT450,Information Systems & Technology Research Report,18,4
LHA 401,"The Writer: Critic, Analyst, Voice",12,4
LHA 402,"The Researcher: People, Places, Methods",12,4
LHA 403,The Project and the Plan,12,4
LHA 406,Research in the Humanities,12,4
MATE401,Selection of Materials in Engineering Design,6,4
MATE402,Secondary Materials Processing,6,4
MATE411,Advanced Materials and Processing,6,4
MATE412,Electronic Materials,6,4
MATE413,Structural Characterisation Techniques,6,4
MATE422,Iron and Steelmaking,6,4
MATE433,Surface Engineering,6,4
MATH407,Research Methods,6,4
MATH451,Advanced Topics in Mathematics A,12,4
MATH452,Advanced Topics in Mathematics B,12,4
