code,title
AZA3717,AZA3717 Medical sociology
AZA3720,AZA3720 Sociological perspectives on youth culture and social change
AZA3737,AZA3737 South Africa and African social justice
AZA3744,AZA3744 School of Social Science workplace internship
AZA3764,AZA3764 Consulting
AZA3769,AZA3769 Family functioning and child abuse: The child and youth care worker's role
AZA3770,AZA3770 Intermediary services in courts: Protecting the rights of the child and youth victim
AZA3771,"AZA3771 Management of community projects: Working preventatively with children, youth and families"
AZA3772,AZA3772 Field placements in child and youth care settings
AZA3806,AZA3806 Reporting economic and business issues
AZA3808,AZA3808 Investigative journalism in the South African and African context
AZA3810,AZA3810 Reporting sport and sport cultures
AZA3869,AZA3869 Political philosophy and justice
AZA3871,AZA3871 Environmentalism: A philosophical perspective
AZA3919,AZA3919 Professional placement in journalism: South Africa
AZA4010,AZA4010 Selected topics in philosophy
AZA4020,AZA4020 Selected topics in journalism
AZA4110,AZA4110 Sociology selected topics
AZA4310,AZA4310 Child and youth care policy and leadership: Advocating for the rights of children and youth
AZA4420,AZA4420 Adult psychopathology
AZA4430,AZA4430 Counselling
AZA4440,AZA4440 Psychology research project
AZA4445,AZA4445 Social issues in psychology
AZA4450,AZA4450 Researching for social sciences and humanities
AZA4480,AZA4480 Psychological testing and assessment
AZA4721,AZA4721 Communication and media practice applied
AZA4743,"AZA4743 Theoretical perspectives of conflict, crime, victimisation and criminal justice"
AZA4778,AZA4778 Social science honours dissertation A
AZA4779,AZA4779 Social science honours dissertation B
AZA4810,AZA4810 The globalisation of civil and human rights
AZA4889,AZA4889 Advanced concepts in geography and environmental science
BCH2011,BCH2011 Structure and function of cellular biomolecules
BCH2022,BCH2022 Metabolic basis of human diseases
BCH3021,BCH3021 Cellular organisation: Organelle structure and function in health and disease
BCH3031,BCH3031 Functional genomics and molecular medicine
BCH3042,BCH3042 Cell signal transduction: Role in cancer and human disease
BCH3052,BCH3052 Protein biology: From sequence to structure and disease
BCH3990,BCH3990 Action in biochemistry research project
BEH4100,BEH4100 Honours literature review
BEH4200,BEH4200 Honours research proposal
BEH4300,BEH4300 Honours research report
BES3120,BES3120 Perspectives on global business issues
BES4000,BES4000 Research methodology 1
BES4010,BES4010 Research methodology 2
BES4020,BES4020 Directed studies 1
BES4030,BES4030 Directed studies 2
BES4100,BES4100 Research project and report
BEW3100,BEW3100 Work placement program
BEW3110,BEW3110 Work experience program
BEW3555,BEW3555 Integrative business practices
BEW4000,BEW4000 Research methodology 1
BEW4010,BEW4010 Research methodology 2
BEW4020,BEW4020 Directed studies 1
BEW4030,BEW4030 Directed studies 2
BEW4100,BEW4100 Research project and report
BEX2000,BEX2000 Digital technology and business
BEX2010,BEX2010 Intermediate macroeconomics
BEX2410,BEX2410 Introductory econometrics
BEX2440,BEX2440 Mathematics for economics and business
BEX2500,BEX2500 Integrative thinking and decision making
BEX2520,BEX2520 Probability and statistical inference for economics and business
BEX3000,BEX3000 Current issues in business
BEX3006,BEX3006 Industry placement
BEX3012,BEX3012 Industry placement
BEX3024,BEX3024 Industry placement
BEX3106,BEX3106 Industry placement
BEX3112,BEX3112 Industry placement
BEX3150,BEX3150 Sustainability practice and organisations
BEX3206,BEX3206 Industry placement
BEX3212,BEX3212 Industry placement
BEX3300,BEX3300 Business and design
BEX3350,BEX3350 Industry project
BEX3351,BEX3351 Industry project
BEX3400,BEX3400 Principles of econometrics
BEX3410,BEX3410 Applied econometrics
BEX3411,BEX3411 Entrepreneurship
BEX3450,BEX3450 Industry project
BEX3451,BEX3451 Industry project
BEX3460,BEX3460 Financial econometrics
BEX3500,BEX3500 Current issues in commerce
BEX3510,BEX3510 Modelling in finance and insurance
BEX3550,BEX3550 Industry project
BEX3555,BEX3555 Integrative business practices
BEX3600,BEX3600 Current issues in business administration
BEX3622,BEX3622 Issues in global business
BEX3710,BEX3710 Labour economics
BEX3722,BEX3722 Engaging with international business - Australia
BEX3723,BEX3723 Engaging with international business - North America
BEX3724,BEX3724 Engaging with international business - Asia
BEX3725,BEX3725 Engaging with international business - Europe
BEX3728,BEX3728 Engaging with international business
BEX3729,BEX3729 Engaging with international business - Exchange
BEX4120,BEX4120 Actuarial practice II
BEX4130,BEX4130 Asset liability management
BEX4420,BEX4420 Microeconometrics
BEX4460,BEX4460 Financial econometrics 2
BEX4650,BEX4650 Microeconomics
BEX4670,BEX4670 Economic development
BEX4690,BEX4690 International trade
BEX4810,BEX4810 Public economics
BEX5001,BEX5001 Industry placement
BEX5002,BEX5002 Commercialisation project A
BEX5003,BEX5003 Commercialisation project B
BEX5006,BEX5006 Industry project
BEX5012,BEX5012 Industry placement
BEX5110,BEX5110 Special reading unit 2
BEX5112,BEX5112 Industry project
BEX5200,BEX5200 Climate change and carbon management strategies
BEX5300,BEX5300 Applied financial econometrics
BEX5410,BEX5410 Bayesian time series econometrics
BEX5411,BEX5411 Creativity and entrepreneurship
BEX5463,BEX5463 Advanced buyer behaviour
BEX5479,BEX5479 Project evaluation
BEX5601,BEX5601 Business environment
BEX5604,BEX5604 Professional development
BEX5650,BEX5650 Microeconomic theory
BEX5660,BEX5660 Macroeconomic theory
BEX5707,BEX5707 Business insights from data analysis
BEX5722,BEX5722 Engaging with international business - Australia
BEX5723,BEX5723 Engaging with international business - North America
BEX5724,BEX5724 Engaging with international business
BEX5725,BEX5725 Engaging with international business - Europe
BEX5729,BEX5729 Engaging with international business - Exchange
BEX5800,BEX5800 Global business environment
BEX5810,BEX5810 Sustainable business and innovation
BEX5832,BEX5832 European business and society
BEX5850,BEX5850 Mathematical economic theory
BEX5870,BEX5870 Advanced health economics A
BEX5871,BEX5871 Advanced health economics B
BEX5900,BEX5900 Microeconomics
BEX5950,BEX5950 Business statistics
BEX5973,BEX5973 Economic evaluation in health care
BEX5975,BEX5975 Principles of health economics for developing countries
BEX6001,BEX6001 Foundations of accounting research
BEX6002,BEX6002 Current issues in accounting research
BEX6011,BEX6011 Empirical asset pricing
BEX6012,BEX6012 Corporate financial management
BEX6013,BEX6013 Issues in financial institutions
BEX6014,BEX6014 Contemporary issues in finance
BEX6100,BEX6100 Advanced quantitative research methods
BEX6200,BEX6200 Advanced qualitative research methods
BEX6300,BEX6300 Philosophy of research
BEX6400,BEX6400 Empirical methods for economic analysis
BEX6500,BEX6500 Statistical inference
BEX6510,BEX6510 Foundations of econometrics
BEX6600,BEX6600 Research topics in advanced microeconomics
BEX6650,BEX6650 Research topics in advanced microeconomics
BEX6660,BEX6660 Research topics in advanced macroeconomics
BEX6700,BEX6700 Research paper
BEX6800,BEX6800 Advanced mathematical economic theory
BEX6990,BEX6990 Research strategies and methods in business law
BFB1001,BFB1001 Foundations of finance
BFB2140,BFB2140 Corporate finance 1
BFB3121,BFB3121 Investments and portfolio management
BFC2140,BFC2140 Corporate finance 1
BFC2340,BFC2340 Debt markets and fixed income securities
BFC2751,BFC2751 Derivatives 1
BFC3140,BFC3140 Corporate finance 2
BFC3170,BFC3170 Management of financial intermediaries
BFC3240,BFC3240 International finance
BFC3241,BFC3241 Equities and investment analysis
BFC3340,BFC3340 Derivatives 2
BFC3440,BFC3440 Pension and financial planning
BFC3540,BFC3540 Modelling in finance
BFC5130,BFC5130 Case studies in banking and finance
BFC5280,BFC5280 Institutional asset and liability management
BFC5380,BFC5380 Credit risk modelling
BFC5914,BFC5914 Bank lending
BFC5915,"BFC5915 Options, futures and risk management"
BFC5916,BFC5916 International banking
BFC5925,BFC5925 Financial management theory
BFC5926,BFC5926 Financial institutions and markets
BFC5935,BFC5935 Portfolio management and theory
BFC5936,BFC5936 Financial modelling
BFF1001,BFF1001 Foundations of finance
BFF2140,BFF2140 Corporate finance 1
BFF2341,BFF2341 International financial management
BFF2401,BFF2401 Commercial banking and finance
BFF2701,BFF2701 Equity markets
BFF3121,BFF3121 Investments and portfolio management
BFF3301,BFF3301 Treasury and financial markets
BFF3331,BFF3331 International banking and finance
BFF3351,BFF3351 Investment banking
BFF3651,BFF3651 Treasury management
BFF3751,BFF3751 Derivatives 1
BFF3841,BFF3841 Credit analysis and lending management
BFF5021,BFF5021 Case studies in risk management
BFF5220,BFF5220 Applied investments
BFF5230,BFF5230 Global financial markets
BFF5250,BFF5250 Corporate treasury management
BFF5255,BFF5255 Modelling in finance
BFF5270,BFF5270 Funds management
BFF5300,BFF5300 Case studies in finance
BFF5333,BFF5333 Project finance
BFF5370,BFF5370 Financial markets and technology
BFF5580,BFF5580 Mergers and acquisitions
BFF5902,BFF5902 Introduction to risk management
BFF5910,BFF5910 Special topics in finance
BFF5915,"BFF5915 Options, futures and risk management"
BFF5954,BFF5954 Business finance
BFF5977,BFF5977 Risk financing and treasury management
BFM5014,BFM5014 Current issues in international finance
BFM5915,"BFM5915 Options, futures and risk management"
BFM5959,BFM5959 Accounting and finance for international managers
BFM5973,BFM5973 International finance
BFS2780,BFS2780 Corporate finance A
BFS3790,BFS3790 Corporate finance B
BFS5959,BFS5959 Accounting and finance for international managers
BFW1001,BFW1001 Foundations of finance
BFW1310,BFW1310 Introduction to Islamic banking and finance
BFW2140,BFW2140 Corporate finance 1
BFW2341,BFW2341 International financial management
BFW2401,BFW2401 Commercial banking and finance
BFW2751,BFW2751 Derivatives 1
BFW3121,BFW3121 Investments and portfolio management
BFW3331,BFW3331 International banking and finance
BFW3540,BFW3540 Modelling in finance
BFW3651,BFW3651 Treasury management
BFW3652,BFW3652 Corporate treasury and credit management
BFW3841,BFW3841 Credit analysis and lending management
BFW3851,BFW3851 Behavioural finance
BFX3355,BFX3355 Property investment
BFX3871,BFX3871 International study program in banking and finance
BFX3999,BFX3999 Finance and society
BFX4000,BFX4000 Research methods
BFX4018,BFX4018 Honours research thesis
BFX4030,BFX4030 Advanced modelling in finance
BFX4060,BFX4060 Issues in corporate finance
BFX4080,BFX4080 Issues in banking
BFX4120,BFX4120 Issues in investments
BFX5000,BFX5000 Research methods
BFX5018,BFX5018 Research dissertation
BFX5260,BFX5260 Treasury and financial markets
BFX5860,BFX5860 International study program in banking and finance
BIO1011,BIO1011 Blueprints for life
BIO1022,BIO1022 Life on Earth
BIO1042,BIO1042 Life in the environment
BIO2011,BIO2011 Ecology and biodiversity
BIO2022,BIO2022 Evolutionary ecology
BIO2040,BIO2040 Conservation biology
BIO2181,BIO2181 Evolution of plant diversity
BIO2231,BIO2231 Animal diversity
BIO2242,BIO2242 Animal structure and function
BIO2810,BIO2810 Tropical ecology
BIO3011,BIO3011 Research methods in biology
BIO3021,BIO3021 Marine biology
BIO3052,BIO3052 Animal behaviour
BIO3070,BIO3070 Trends in ecology
BIO3082,BIO3082 Global change biology
BIO3091,BIO3091 Biology of Australian vegetation
BIO3111,BIO3111 Applied ecology
BIO3132,BIO3132 Biology of Australian vertebrates
BIO3800,BIO3800 Tropical environmental management
BIO3810,BIO3810 Tropical aquatic biology
BIO3820,BIO3820 Tropical terrestrial biology
BIO3990,BIO3990 Biology in action research project
BIO4100,BIO4100 Biology research project
BIO4180,BIO4180 Tropical environmental biology research project
BIO4200,BIO4200 Advanced coursework in biology
BIO4280,BIO4280 Honours coursework in tropical environmental biology
BMA1011,BMA1011 Foundations of anatomy and physiology for health practice 1
BMA1012,BMA1012 Foundations of anatomy and physiology for health practice 2
BMA1901,BMA1901 Human structure and function 1
BMA1902,BMA1902 Human structure and function 2
BMA5011,BMA5011 Introduction to human bioscience for engineering
BME2032,BME2032 Biomedical industry based learning
BME3032,BME3032 Introduction to the health system
BME3082,BME3082 Fetal and neonatal development
BMH4100,BMH4100 Biomedicine research project
BMH4110,BMH4110 Biomedicine research project part-time A
BMH4120,BMH4120 Biomedicine research project part-time B
BMH4200,BMH4200 Advanced studies in biomedicine
BMH4210,BMH4210 Advanced studies in biomedicine part-time A
BMH4220,BMH4220 Advanced studies in biomedicine part-time B
BMS1011,BMS1011 Biomedical chemistry
BMS1021,"BMS1021 Cells, tissues and organisms"
BMS1031,BMS1031 Medical biophysics
BMS1042,BMS1042 Public health and preventive medicine
BMS1052,BMS1052 Human neurobiology
BMS1062,BMS1062 Molecular biology
BMS2011,BMS2011 Structure of the human body: An evolutionary and functional perspective
BMS2021,BMS2021 Human molecular cell biology
BMS2031,BMS2031 Body systems
BMS2042,BMS2042 Human genetics
BMS2052,BMS2052 Microbes in health and disease
BMS2062,BMS2062 Introduction to bioinformatics
BMS3031,BMS3031 Molecular mechanisms of disease
BMS3052,BMS3052 Biomedical basis and epidemiology of human disease
BMS3930,BMS3930 Action in biomedical science major research project
BMS3940,BMS3940 Major research project in biomedical science
BMS3990,BMS3990 Action in biomedical science minor research project
BMS4100,BMS4100 Biomedical science research project
BMS4200,BMS4200 Advanced studies in biomedical science
BMS4301,BMS4301 Advanced studies in biomedical science
BMS4302,BMS4302 Biomedical science research project
BMS5001,BMS5001 Research training: Critical thinking and communication skills
BMS5002,"BMS5002 Research techniques: Tissues, organs and systems"
BMS5003,BMS5003 Infectious diseases and population health
BMS5004,BMS5004 Advanced neuroscience
BMS5005,BMS5005 Regenerative medicine and stem cells
BMS5006,BMS5006 Cardiovascular biology and disease
BMS5007,BMS5007 Biotechnology: Commercialising biomedical science
BMS5008,BMS5008 Research project and thesis
BMS5009,BMS5009 Industry training and internship
BMS5012,BMS5012 Cancer biology and therapeutics
BMS5013,"BMS5013 Research training: Ethics and integrity, biostatistics and critical thinking"
BMS5014,BMS5014 Research techniques: Molecular and cellular techniques
BND3101,BND3101 Evidence based management
BND3102,BND3102 Introduction to dietetic practice
BND3202,BND3202 Food for dietetic practice
BND3302,BND3302 Dietetic practice 1
BND4082,BND4082 Improving the population's nutrition
BND4092,BND4092 Practice and research in public health nutrition
BND4102,BND4102 Practice and research in dietetics
BND4402,BND4402 Dietetic practice 2
BPS1011,BPS1011 Human Physiology I: Cells to systems
BPS1012,BPS1012 Human Physiology II: Body systems
BPS1021,BPS1021 Medicinal Chemistry I: Structure
BPS1022,BPS1022 Medicinal chemistry II: Reactivity and biomolecules
BPS1031,BPS1031 Physical chemistry I: Equilibria & change
BPS1032,"BPS1032 Physical chemistry II: Solutions, surfaces and solids"
BPS1041,BPS1041 Scientific Inquiry
BPS1042,BPS1042 Pharmaceutical Science in context
BPS2011,BPS2011 Pharmacology I: Biochemical signalling
BPS2012,BPS2012 Pharmacology II: drug action
BPS2021,BPS2021 Synthetic chemistry I: structure and reactivity
BPS2022,BPS2022 Drug discovery and design
BPS2031,BPS2031 Analytical methods I: principles and applications
BPS2032,BPS2032 Analytical Methods II: investigation design
BPS2041,BPS2041 Drug delivery: absorption pathways
BPS2042,BPS2042 Drug development
BRM5011,BRM5011 Foundations for medical biotechnology and its applications
BRM5012,"BRM5012 Techniques in medical biotechnology: genomics, proteomics and bioinformatics"
BRM5013,"BRM5013 Techniques in medical biotechnology: Imaging, iPS cells, cell and gene therapies"
BRM5014,BRM5014 Therapeutic approaches and biotechnology
BRM5021,BRM5021 Biotechnology research project
BRM5022,BRM5022 Biotechnology work-integrated learning
BTB1010,BTB1010 Commercial law
BTB2220,BTB2220 Corporations law
BTB3221,BTB3221 Taxation law and practice
BTB3281,BTB3281 Marketing law
BTB3350,BTB3350 Business taxation
BTC1110,BTC1110 Commercial law
BTC2000,BTC2000 Australian company law
BTC3150,BTC3150 Taxation law
BTC3200,BTC3200 Finance law
BTC3300,BTC3300 Marketing law
BTC3350,BTC3350 Business taxation
BTC5904,BTC5904 Law and commercial decisions
BTF1010,BTF1010 Business law
BTF2000,BTF2000 Australian corporations law
BTF2223,BTF2223 Corporate crime
BTF2601,BTF2601 Banking law
BTF3181,BTF3181 Marketing law
BTF3931,BTF3931 Taxation law
BTF5000,BTF5000 Corporate governance
BTF5001,BTF5001 Business regulation and compliance
BTF5050,BTF5050 Comparative business law in Asia
BTF5060,BTF5060 Work and the law
BTF5130,BTF5130 International law and policy
BTF5150,BTF5150 Intellectual property and marketing law
BTF5160,BTF5160 The globalisation of law and development in Asia
BTF5170,BTF5170 Chinese business law
BTF5180,BTF5180 Financial services regulation
BTF5235,BTF5235 Workplace and investment taxation
BTF5340,BTF5340 Regional trade governance
BTF5345,BTF5345 Human rights and global business
BTF5501,BTF5501 Corporations law
BTF5801,BTF5801 Masters research paper
BTF5841,BTF5841 Human resources management law
BTF5900,BTF5900 Major research project
BTF5903,BTF5903 Law and business decisions
BTF5905,BTF5905 Laws of international trade and commerce
BTF5910,BTF5910 Corporate sustainability regulation
BTF5919,BTF5919 International trade law
BTF5965,BTF5965 Taxation law
BTH1802,BTH1802 Fundamentals of biotechnology
BTH2732,BTH2732 Recombinant DNA technology
BTH2741,BTH2741 Biochemistry
BTH2752,BTH2752 Cellular metabolism
BTH2820,BTH2820 Crop science
BTH2830,BTH2830 Fundamentals of microbiology
BTH3722,BTH3722 Medical microbiology
BTH3732,BTH3732 Environmental microbiology
BTH3741,BTH3741 Medical cell biology
BTH3752,BTH3752 Molecular biology and biotechnology
BTH3820,BTH3820 Plant biotechnology
BTH3960,BTH3960 Interdisciplinary advanced practical in pharmacology and chemistry
BTH4100,BTH4100 Biotechnology research project
BTH4200,BTH4200 The practice of biotechnology
BTH4280,BTH4280 Honours coursework in biotechnology
BTM3290,BTM3290 Independent study
BTM5903,BTM5903 Law and business decisions
BTM5909,BTM5909 Ethics and global corporate governance
BTM5919,BTM5919 International trade law
BTS1201,BTS1201 South Africa business law A
BTS2201,BTS2201 South African business law B
BTS2301,BTS2301 South African taxation A
BTS3201,BTS3201 International trade law
BTS3301,BTS3301 South African business law C
BTS3302,BTS3302 South African taxation B
BTS3303,BTS3303 South African taxation law C
BTS5919,BTS5919 International trade law
BTW1042,BTW1042 Malaysian business law
BTW2213,BTW2213 Malaysian company law
BTW2241,BTW2241 Comparative workplace relations law
BTW2320,BTW2320 Current issues in corporate governance
BTW3153,BTW3153 Malaysian income tax law
BTW3201,BTW3201 International trade law
BTW3221,BTW3221 Taxation law and practice
BTW3233,BTW3233 Conventional and Islamic finance law
BTW3281,BTW3281 Marketing law
BTX3100,BTX3100 Sustainability regulation for business
BTX3110,BTX3110 International trade law
BTX3130,BTX3130 Stock exchange and derivatives law
BTX3350,BTX3350 Business taxation
BTX3650,BTX3650 Sports law
BTX3699,BTX3699 Insolvency
BTX3900,BTX3900 Research project in business law or taxation
BTX3991,BTX3991 Employment law
BTX4130,BTX4130 Honours research thesis
BTX5220,BTX5220 International issues in employment law
BTZ5919,BTZ5919 International trade law
CCS5100,CCS5100 Research project in medical science
CCS5200,CCS5200 Advanced studies in medical science
CDS1001,CDS1001 Communication design studio 1
CDS1002,CDS1002 Communication design studio 2
CDS1511,CDS1511 Photographic art direction
CDS1531,CDS1531 Illustration for narrative
CDS2001,CDS2001 Communication design studio 3
CDS2002,CDS2002 Communication design elective studio
CDS2511,CDS2511 Branding for designers
CDS2512,CDS2512 Packaging design
CDS2521,CDS2521 Creative coding
CDS2522,CDS2522 Creative expression through physical computing
CDS2523,CDS2523 Creative visualisation
CDS2524,CDS2524 Unconventional publishing
CDS2531,CDS2531 Illustration for animation
CDS3001,CDS3001 Communication design studio 4
CDS3002,CDS3002 Communication design studio 5
CDS4001,CDS4001 Major project (communication design) part 1
CDS4002,CDS4002 Major project (communication design) part 2
CEM6881,CEM6881 Scanning electron microscopy
CEM6882,CEM6882 Transmission electron microscopy
CHE1010,"CHE1010 Grand challenges in chemical engineering: Delivering sustainable food, water and energy"
CHE2161,CHE2161 Mechanics of fluids
CHE2162,CHE2162 Material and energy balances
CHE2163,CHE2163 Heat and mass transfer
CHE2164,CHE2164 Thermodynamics 1
CHE2166,CHE2166 Introduction to process simulation
CHE2167,CHE2167 Process material selection
CHE2871,CHE2871 Biochemistry for engineers
CHE2873,CHE2873 Introduction to chemical processes
CHE3161,CHE3161 Chemistry and chemical thermodynamics
CHE3162,CHE3162 Process control
CHE3163,CHE3163 Sustainable processing 1
CHE3164,CHE3164 Reaction engineering
CHE3165,CHE3165 Separation processes
CHE3166,CHE3166 Process design
CHE3167,CHE3167 Transport phenomena and numerical methods
CHE3171,CHE3171 Bioprocess technology
CHE3172,CHE3172 Nanotechnology and materials 1
CHE4161,CHE4161 Engineer in society
CHE4162,CHE4162 Particle technology
CHE4164,CHE4164 Integrated industrial project
CHE4170,CHE4170 Design project
CHE4171,CHE4171 Biochemical engineering
CHE4172,CHE4172 Nanotechnology and materials 2
CHE4173,CHE4173 Sustainable processing 2
CHE4180,CHE4180 Chemical engineering project
CHE5001,CHE5001 Data analysis
CHE5002,CHE5002 Industrial entrepreneurship
CHE5881,CHE5881 Advanced reaction engineering
CHE5882,CHE5882 Biomass and biorefineries
CHE5883,CHE5883 Nanostructured membranes for separation and energy production
CHE5884,CHE5884 Process modelling and optimisation
CHE5885,CHE5885 Principles and practices for sustainable development
CHE5886,CHE5886 Advanced biopolymers
CHE5888,CHE5888 Sustainability and innovation
CHE5889,CHE5889 Food engineering and processing
CHE6410,CHE6410 Research practice in chemical engineering
CHE6881,CHE6881 Advanced reaction engineering
CHE6882,CHE6882 Biomass and biorefineries
CHE6883,CHE6883 Nanostructured membranes for separation and energy production
CHE6884,CHE6884 Process modelling and optimisation
CHE6885,CHE6885 Principles and practices for sustainable development
CHM1011,CHM1011 Chemistry 1
CHM1022,CHM1022 Chemistry 2
CHM1051,CHM1051 Chemistry 1 advanced
CHM1052,CHM1052 Chemistry 2 advanced
CHM1752,CHM1752 Chemistry for engineering
CHM2911,CHM2911 Inorganic and organic chemistry
CHM2922,CHM2922 Spectroscopy and analytical chemistry
CHM2942,CHM2942 Biological chemistry
CHM2951,CHM2951 Environmental chemistry - water
CHM2962,CHM2962 Food chemistry
CHM2990,CHM2990 Introductory chemical research project
CHM3180,CHM3180 Materials chemistry
CHM3911,CHM3911 Advanced physical chemistry
CHM3922,CHM3922 Advanced organic chemistry
CHM3930,CHM3930 Medicinal chemistry
CHM3941,CHM3941 Advanced inorganic chemistry
CHM3952,CHM3952 Advanced analytical chemistry
CHM3960,CHM3960 Environmental chemistry
CHM3972,CHM3972 Sustainable chemistry
CHM3980,CHM3980 Chemistry study abroad
CHM3990,CHM3990 Chemistry project
CHM4100,CHM4100 Chemistry research project
CHM4110,CHM4110 Chemistry research project part-time A
CHM4120,CHM4120 Chemistry research project part-time B
CHM4180,CHM4180 Medicinal chemistry research project
CHM4201,CHM4201 Chemistry honours coursework
CHM4211,CHM4211 Chemistry honours coursework part-time A
CHM4221,CHM4221 Chemistry honours coursework part-time B
CHM4280,CHM4280 Honours coursework in medicinal chemistry
CIV2206,CIV2206 Structural mechanics
CIV2207,CIV2207 Computing and water systems modelling
CIV2225,CIV2225 Design of steel and timber structures
CIV2242,CIV2242 Geomechanics 1
CIV2263,CIV2263 Water systems
CIV2282,CIV2282 Transport and traffic engineering
CIV2283,CIV2283 Civil engineering construction
CIV3204,CIV3204 Engineering investigation
CIV3221,CIV3221 Building structures and technology
CIV3247,CIV3247 Geomechanics 2
CIV3248,CIV3248 Groundwater and environmental geomechanics
CIV3284,CIV3284 Design of concrete and masonry structures
CIV3285,CIV3285 Engineering hydrology
CIV4210,CIV4210 Project A
CIV4211,CIV4211 Project B
CIV4212,CIV4212 Civil and environmental engineering practice
CIV4234,CIV4234 Advanced structural analysis
CIV4235,CIV4235 Advanced structural design
CIV4248,CIV4248 Ground hazards engineering
CIV4249,CIV4249 Foundation engineering
CIV4261,CIV4261 Integrated urban water management
CIV4268,CIV4268 Water resources management
CIV4280,CIV4280 Bridge design and assessment
CIV4283,CIV4283 Transport planning
CIV4284,CIV4284 Traffic systems
CIV4286,CIV4286 Project management for civil engineers
CIV4287,CIV4287 Road engineering
CIV4288,CIV4288 Water treatment
CIV5301,CIV5301 Advanced traffic engineering
CIV5302,CIV5302 Traffic engineering and management
CIV5303,CIV5303 Applied transport data analysis
CIV5304,CIV5304 Intelligent transport systems
CIV5305,CIV5305 Travel demand modelling
CIV5308,CIV5308 Transport and traffic systems project
CIV5309,CIV5309 Transport and traffic data
CIV5310,CIV5310 Infrastructure project and policy evaluation
CIV5312,CIV5312 Asset management 1
CIV5313,CIV5313 Asset management
CIV5314,CIV5314 Planning urban mobility futures
CIV5315,CIV5315 Applied transport economics
CIV5316,CIV5316 Fundamentals of urban public transport
CIV5318,CIV5318 Intelligent transportation systems: engineering and management
CIV5319,CIV5319 Quantitative methods for transportation systems analysis
CIV5320,CIV5320 Case studies in transportation systems
CIV5321,CIV5321 Sustainable transportation systems planning
CIV5322,CIV5322 Urban public transportation systems
CIV5406,CIV5406 Modelling transportation systems
CIV5801,CIV5801 Green building
CIV5881,CIV5881 Ground water hydraulics
CIV5882,CIV5882 Flood hydraulics and hydrology
CIV5883,CIV5883 Surface water hydrology
CIV5884,CIV5884 Water sensitive stormwater design
CIV5885,CIV5885 Infrastructure dynamics
CIV5886,CIV5886 Infrastructure geomechanics
CIV5887,CIV5887 Infrastructure rehabilitation and monitoring
CIV5888,CIV5888 Advanced computational methods
CIV5889,CIV5889 Infrastructure project
CIV5899,CIV5899 Infrastructure information management
CIV5901,CIV5901 Geotechnical analysis and design
CIV5902,CIV5902 Geotechnical engineering and construction
CIV6301,CIV6301 Advanced traffic engineering
CIV6302,CIV6302 Traffic engineering and management
CIV6305,CIV6305 Travel demand modelling
CIV6314,CIV6314 Planning urban mobility futures
CIV6410,CIV6410 Research practice in civil engineering
CIV6881,CIV6881 Ground water hydraulics
CIV6882,CIV6882 Flood hydraulics and hydrology
CIV6883,CIV6883 Surface water hydrology
CIV6884,CIV6884 Water sensitive stormwater design
CIV6885,CIV6885 Infrastructure dynamics
CIV6886,CIV6886 Infrastructure geomechanics
CIV6887,CIV6887 Infrastructure rehabilitation and monitoring
CIV6888,CIV6888 Advanced computational methods
CMH5001,CMH5001 Mental health practice essentials
CMH5002,CMH5002 The context for mental health practice
CMH5003,CMH5003 Concepts in mental health illness
CMH5004,CMH5004 Recovery oriented mental health practice
CMH5005,CMH5005 Mental health of the elderly
CMH5006,CMH5006 Transcultural mental health
CMH5011,CMH5011 Contemporary research and practice in family violence
CMH5012,CMH5012 Psychopharmacology and physical treatments in mental health care
COL1001,COL1001 Collaborative design studio 1
CPS5001,CPS5001 Psychoanalytic and developmental theories 1
CPS5002,CPS5002 Normal developmental observation
CPS5003,CPS5003 Psychoanalytic and developmental theories 2
CPS5004,CPS5004 Psychodynamic assessment of children and adolescents
CPS5005,CPS5005 Principles of child psychotherapy
CPS5006,CPS5006 Principles of adolescent psychotherapy
CPS5007,CPS5007 Principles of short term therapy
CPS5008,CPS5008 Principles of working with parents
CPS5009,CPS5009 Contemporary issues and controversies in child psychotherapy
DEV2011,DEV2011 Early human development from cells to tissues
DEV2022,DEV2022 Human anatomy and development: Tissues and body systems
DEV3011,DEV3011 Fundamentals of developmental processes
DEV3022,DEV3022 Developmental and anatomical basis of human health and disease
DEV3032,DEV3032 Stem cells and the foundations of life
DEV3990,DEV3990 Action in anatomy and developmental biology research project
DGN1001,DGN1001 Design studio 1
DGN1104,DGN1104 Interdisciplinary design studio 2
DGN2000,DGN2000 Interdisciplinary Design
DGN2003,DGN2003 Interdisciplinary design studio 3
DGN2004,DGN2004 Interdisciplinary design studio 4
DGN3103,DGN3103 Expansion studies in design
DGN3105,DGN3105 Interdisciplinary design studio 5
DGN3106,DGN3106 Interdisciplinary design studio 6
DGN3107,DGN3107 Digital humanities in action
DGN3108,DGN3108 Design for social impact
DGN4001,DGN4001 Major project (design) part 1
DGN4002,DGN4002 Major project (design) part 2
DGN5103,DGN5103 Design practice as research
DGN5203,DGN5203 Design for culture and heritage
DGN5204,DGN5204 Design for social impact
DIS1103,DIS1103 Digital processes for art and design 1
DIS1704,DIS1704 Web design
DIS1911,DIS1911 3D design and visualisation
DIS2105,DIS2105 Digital imaging
DIS2601,DIS2601 Digital audio/video
DIS2904,DIS2904 3D modelling
DIS2906,DIS2906 Design for multimedia
