Code,Title,Previously,Availability,Credit Points
BUS307,Commercial Banking,,"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS308,Credit and Lending Decisions,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BUS309,International Trade and Development,,"MURDOCHMURDOCH: S1-internal, S1-externalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BUS311,Investment Analysis,,Not available,4
BUS317,Strategic Management,,Not available,4
BUS318,Microeconomics B,,"MURDOCHMURDOCH: S2-internal, S2-externalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS322,International Finance,,Not available,4
BUS323,International Management,,DUBAI-ISCDUBAI-ISC: TJD-internal,4
BUS325,Derivative Securities,,Not available,4
BUS327,Macroeconomics B,,"MURDOCHMURDOCH: S2-internal, S2-externalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS329,Investment Analysis,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS330,International Finance,,"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS332,Employment Relations,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
BUS333,Derivative Securities,,"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BUS334,Business Analytics,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS336,Integrated Marketing Communications,,Not available,4
BUS338,Global Strategic Management,,"MURDOCHMURDOCH: S2-internal, S2-external",3
BUS340,Advanced Human Resource Perspectives,,"DUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS341,Business Negotiations: An International Perspective,2015: 'Business Negotiations in International Perspective',"MURDOCHMURDOCH: S2-internal, S2-externalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BUS343,International Marketing,,DUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal,3
BUS344,International Management,,Not available,3
BUS345,Professional International Business Project,,"MURDOCHMURDOCH: S1-internal, S1-external",9
BUS348,Knowledge Management,,DUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal,3
BUS349,Strategic Management,,DUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal,3
BUS350,Strategic Marketing,,"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS351,Employment Relations in Asia,,"KAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
BUS353,Making it Real: Operations and Project Management for Scale,,"MURDOCHMURDOCH: S1-internal, S1-external",3
BUS356,Contemporary Financial Accounting,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BUS358,Professional Internship in Business,2013: 'Internship Placement',Not available,9
BUS3581,Professional Internship in Business,,"MURDOCHMURDOCH: S1-placement, S2-placement",3
BUS3582,Professional Internship in Business,,"MURDOCHMURDOCH: S1-placement, S2-placement",6
BUS359,Digital and Social Media Marketing,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BUS364,Resourcing the Entrepreneurial Venture,,Not available,3
BUS365,Influencing on the inside,,"MURDOCHMURDOCH: S1-internal, S1-external",3
BUS367,The Compelling Entrepreneur: Stand and Deliver,,"MURDOCHMURDOCH: S2-internal, S2-external",6
BUS368,Cultures of Innovation,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
BUS369,Standing in the Nexus: Bridging People and Networks,,"MURDOCHMURDOCH: S1-internal, S1-external",3
BUS370,Cross Cultural Marketing,,"MURDOCHMURDOCH: S2-internal, S2-external",3
BUS371,Talent Management,,"MURDOCHMURDOCH: S1-internal, S1-external",3
BUS378,Knowledge and Organisational Learning,,Not available,4
BUS382,Strategic Marketing,,Not available,4
BUS390,International Financial Markets and Institutions,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
BUS399,Signature Experience,,"MURDOCHMURDOCH: S2-internal, S2-external",3
CHE103,Introduction to Forensic Science,2013: PEC103,MURDOCHMURDOCH: S1-internal,3
CHE140,Fundamentals of Chemistry,2013: PEC1402013: 'Introduction to Chemistry',"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
CHE144,Foundations of Chemistry,2013: PEC1442013: 'Chemical Principles',"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
CHE145,Introduction to Chemical Concepts,,"MURDOCHMURDOCH: S2-internal, S2-external",3
CHE202,Physical Chemistry I,,"MURDOCHMURDOCH: S1-internal, S1-external",3
CHE205,Organic and Biological Chemistry I,,"MURDOCHMURDOCH: S2-internal, S2-external",3
CHE207,Chemical Analysis,,"MURDOCHMURDOCH: S1-internal, S1-external",3
CHE304,Materials Chemistry,,"MURDOCHMURDOCH: S2-internal, S2-external",3
CHE308,Organic and Biological Chemistry II,,"MURDOCHMURDOCH: S1-internal, S1-external",3
CHE309,Advanced Projects in Chemistry and Mineral Science,,"MURDOCHMURDOCH: S1-internal, S2-internal, SUM-internal",3
CHE347,Physical Chemistry II,,"MURDOCHMURDOCH: S2-internal, S2-external",3
CHE500,Honours Thesis in Chemistry,2014: CHE4009,"MURDOCHMURDOCH: H-internal, Y-internal",18
CHE540,Chemistry for Teaching Secondary (7-10),,MURDOCHMURDOCH: S1-external,3
CHE576,Literature Review,2014: CHE476,"MURDOCHMURDOCH: S1-internal, S2-internal",3
CHI100,"Food, Nutrition and Health",,"MURDOCHMURDOCH: S1-external, S2-external",3
CHI108,Human Anatomy I,2015: 'Introduction to Human Anatomy'; 2013: 'Functional Human Anatomy',MURDOCHMURDOCH: S2-internal,3
CHI109,Introduction to Chiropractic,2014: 'Chiropractic Skills and Principles I',MURDOCHMURDOCH: S1-internal,3
CHI168,Introduction to Musculoskeletal Human Anatomy,,MURDOCHMURDOCH: S1-internal,3
CHI205,"Immunology, Genetics and Microbiology",,MURDOCHMURDOCH: S1-internal,3
CHI234,Human Anatomy III,2015: 'Human Anatomy II',MURDOCHMURDOCH: S2-internal,3
CHI247,Clinical Biomechanics,,MURDOCHMURDOCH: S1-internal,3
CHI255,Human Anatomy II,2015: 'Human Anatomy I',MURDOCHMURDOCH: S1-internal,3
CHI293,Physical Examination,,MURDOCHMURDOCH: S2-internal,3
CHI335,Diagnosis I,,MURDOCHMURDOCH: S1-internal,3
CHI336,Diagnosis II,,MURDOCHMURDOCH: S2-internal,3
CHI337,Diagnosis III,,MURDOCHMURDOCH: S2-internal,3
CHI338,Technique I,,MURDOCHMURDOCH: S2-internal,3
CHI339,Technique II,,MURDOCHMURDOCH: S2-internal,3
CHI354,Chiropractic Skills,,MURDOCHMURDOCH: S1-internal,3
CHI391,Processes in Human Disease,,MURDOCHMURDOCH: S1-internal,3
CHI409,Chiropractic Skills and Principles III,,Not available,2
CHI420,Clinical Radiology,,Not available,2
CHI421,Radiography: Principles and Positioning,,Not available,4
CHI423,Physiological Therapeutics,,Not available,2
CHI440,Clinical Radiology,,MURDOCHMURDOCH: S1-internal,3
CHI441,Radiography: Principles and Positioning,,MURDOCHMURDOCH: S2-internal,3
CHI442,Primary Practice II: Physical Rehabilitation I,,Not available,2
CHI443,Primary Practice III: Differential Diagnosis I (Musculoskeletal),,Not available,2
CHI444,Primary Practice IV: Differential Diagnosis II,,Not available,2
CHI445,Primary Practice V: Physical Rehabilitation II,,Not available,2
CHI446,Primary Practice VI: Pharmacology,,Not available,2
CHI447,Primary Practice VI: Pharmacology,,Not available,3
CHI448,Rehabilitation and Physical Therapy I,,MURDOCHMURDOCH: S2-internal,3
CHI449,Rehabilitation and Physical Therapy II,,MURDOCHMURDOCH: S1-internal,3
CHI456,Differential Diagnosis,,MURDOCHMURDOCH: S1-internal,3
CHI457,Clinical Biomechanics,,MURDOCHMURDOCH: S1-internal,3
CHI458,Public Health and Nutrition III,,MURDOCHMURDOCH: S2-internal,3
CHI459,Pharmacology and Nutrition,2015: 'Applied Nutrition and Pharmacology',MURDOCHMURDOCH: S2-internal,3
CHI466,Mental Health Issues in Chiropractic Care and Applied Nutrition,,MURDOCHMURDOCH: S1-internal,3
CHI467,"Ethics, Jurisprudence and Professional Practice Management",,MURDOCHMURDOCH: S2-internal,3
CHI485,Preclinical Practicum 1,,MURDOCHMURDOCH: S1-internal,3
CHI486,Preclinical Practicum 2,,MURDOCHMURDOCH: S2-internal,3
CHI488,Mental Health Issues In Chiropractic Care,,Not available,2
CHI498,Special Topic - Mental and Public Health,,MURDOCHMURDOCH: Y-internal,3
CHI499,Clinical Practicum,2015: CHI400,MURDOCHMURDOCH: YU5-placement,12
CHI520,Professional Practice Management,,Not available,3
CHI560,Honours Thesis in Chiropractic,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",21
CHI674,Sports Biomechanics,,Not available,4
CHI675,Dissertation (Research Project),,Not available,12
CHI678,Advanced Study Topics,,Not available,4
CHI679,Sports Psychology,,Not available,4
CHI680,Neuromusculoskeletal Rehabilitation in Overview,,Not available,4
CHI681,Principles and Practice of Neuromusculoskeletal Rehabilitation,,Not available,4
CHI682,Neuromusculoskeletal Rehabilitation of the Lower Body,,Not available,4
CHI683,Neuromusculoskeletal Rehabilitation of the Upper Body,,Not available,4
CHI684,Neuromusculoskeletal Rehabilitation of the Lower Body II,,Not available,4
CHI685,Neuromusculoskeletal Rehabilitation of the Upper Body II,,Not available,4
CHI689,Sports Nutrition,,Not available,4
CMS100,Introduction to Communication,,Not available,3
CMS101,Introduction to Media Studies,,Not available,3
CMS102,Contemporary Culture,2013: MCC103,Not available,3
CMS201,"Screen: Small, Medium and Large",,"KAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
CMS202,"Old Media, New Media",,"KAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
CMS203,"Audiences, Users and Participants",,KAPLAN-SGPKAPLAN-SGP: TMA-internal,3
CMS304,Communicating Global Issues,,KAPLAN-SGPKAPLAN-SGP: TMA-internal,3
CMS305,Media Governance and the Public Sphere,,KAPLAN-SGPKAPLAN-SGP: TMA-internal,3
CMS306,Critical Topics in Communication and Media Studies,,"KAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
CMS501,Honours Topic in Communication and Media Studies A,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",3
CMS502,Honours Topic in Communication and Media Studies B,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",3
CMS512,Honours Thesis in Communication and Media Studies,,"MURDOCHMURDOCH: S1-internal, S2-internal",12
COD125,Introduction to Community Development,,"MURDOCHMURDOCH: S1-internal, S1-external",3
COD201,Stories of Doing Community Work,"2016: 'Community Work across Sites, Settings and Peoples'","MURDOCHMURDOCH: S2-internal, S2-external",3
COD214,Social Policy and Community Action,2016: 'Community and Social Policy',"MURDOCHMURDOCH: S1-internal, S1-external",3
COD301,Indigenous Community Development,,"MURDOCHMURDOCH: S2-internal, S2-external",3
COD302,Creative Ways to Work with Community,2014: COD302,"MURDOCHMURDOCH: S2-internal, S2-external",3
COD303,Preparing for Professional Community Practice,,"MURDOCHMURDOCH: S2-internal, S2-external",3
COD502,Community Development in Indigenous Communities,,"MURDOCHMURDOCH: S2-internal, S2-external",3
COD504,"Community, Policy and Change",,"MURDOCHMURDOCH: S1-internal, S1-external",3
COD505,"Community, Industry and Local Government",,"MURDOCHMURDOCH: S2-internal, S2-external",3
COD545,Community Development Theory and Practice,,"MURDOCHMURDOCH: S1-internal, S1-external",3
COD569,Honours Thesis in Community Development,2014: COD4069,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",12
COD601,Community Development Methods,,"MURDOCHMURDOCH: S2-internal, S2-external",3
COD608,Community Development Internship,,"MURDOCHMURDOCH: H-internal, H-external, Y-internal, Y-external",6
COD650,Community Development Dissertation,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",12
COM100,Thinking Communication,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TMD-internal, TSD-internal",3
COM101,Social Media,,"MURDOCHMURDOCH: S2-internalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
COM1011,Social Media,,"DUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
COM103,Foundations of Communication,,"MURDOCHMURDOCH: S2-internal, S2-external",3
COM104,Digital Newsgathering and Reporting,,MURDOCHMURDOCH: S2-internalDUBAI-ISCDUBAI-ISC: TMD-internal,3
COM1041,Digital Newsgathering and Reporting,,DUBAI-ISCDUBAI-ISC: TMD-internal,3
COM105,Critical Web Literacy,,"MURDOCHMURDOCH: S1-internalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
COM1051,Critical Web Literacy,,"DUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
COM107,Strategic Communication,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TMD-internal",3
COM1071,Strategic Communication,,DUBAI-ISCDUBAI-ISC: TMD-internal,3
COM109,Introduction to Digital Media Skills,,"MURDOCHMURDOCH: S1-internal, S2-internalDUBAI-ISCDUBAI-ISC: TMD-internal",3
COM1091,Introduction to Digital Media Skills,,DUBAI-ISCDUBAI-ISC: TMD-internal,3
COM200,Communication Research,,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
COM201,"Social, Games and Mobile Media",,MURDOCHMURDOCH: S1-internal,3
COM202,Content Creation,,MURDOCHMURDOCH: S1-internalDUBAI-ISCDUBAI-ISC: TMD-internal,3
COM203,Consulting and Freelancing,,"MURDOCHMURDOCH: S1-internal, S2-internalDUBAI-ISCDUBAI-ISC: TMD-internal",3
COM204,Global Media and Culture,,"MURDOCHMURDOCH: S2-internal, S2-external",3
COM205,Media Governance and Globalisation,,MURDOCHMURDOCH: S2-internal,3
COM206,Broadcast Presentation,,MURDOCHMURDOCH: S2-internal,3
COM214,Communication Strategy and Planning,,MURDOCHMURDOCH: S2-internalDUBAI-ISCDUBAI-ISC: TMD-internal,3
COM215,Public Relations in Society,,"MURDOCHMURDOCH: S1-internalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
COM217,Online and Mobile Journalism,,"MURDOCHMURDOCH: S2-internalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
COM240,Journalism and Society,,"MURDOCHMURDOCH: S2-internalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
COM245,Media Law and Ethics,,MURDOCHMURDOCH: S1-internalDUBAI-ISCDUBAI-ISC: TMD-internal,3
COM300,Communication Project,,MURDOCHMURDOCH: S2-internalDUBAI-ISCDUBAI-ISC: TSD-internal,3
COM301,Video Journalism,,"MURDOCHMURDOCH: S1-internalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
COM302,Web Analytics,,MURDOCHMURDOCH: S1-internalDUBAI-ISCDUBAI-ISC: TMD-internal,3
COM303,Media Audiences,,"MURDOCHMURDOCH: S2-internal, S2-external",3
COM304,Communicating Global Issues,,"MURDOCHMURDOCH: S1-internal, S1-external",3
COM305,TV News Reporting,,MURDOCHMURDOCH: S1-internal,3
COM306,Specialist Communication,,Not available,3
COM307,Campaign Management,,MURDOCHMURDOCH: S2-internalDUBAI-ISCDUBAI-ISC: TMD-internal,3
COM308,Professional Internship,,"MURDOCHMURDOCH: S1-placement, S2-placement, SUM-placement, W-placement",3
COM313,Campus Radio,,MURDOCHMURDOCH: S1-internal,3
COM322,Digital Newsroom,,MURDOCHMURDOCH: S1-internalDUBAI-ISCDUBAI-ISC: TMD-internal,3
COM345,Issues and Crisis Management,,"MURDOCHMURDOCH: S1-internalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
COM512,Honours Thesis in Communication B,,"MURDOCHMURDOCH: S1-internal, S2-internal",12
CRE100,Foundation in Creative Media,,"MURDOCHMURDOCH: S1-internal, S2-internal",3
CRE301,Client Consultancy,,"MURDOCHMURDOCH: H-internal, H-external, S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",3
CRE311,Creative Media Projects 1,,MURDOCHMURDOCH: S1-internal,3
CRE312,Creative Media Projects 2,,MURDOCHMURDOCH: S2-internal,3
CRE325,Creative Media Professional Placement,,"MURDOCHMURDOCH: H-internal, TS21-internal, Y-internal, YU5-internal",3
CRE569,Honours Thesis in Creative Media,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",12
CRM100,Introduction to Criminology,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
CRM120,Criminological Research Methods,2016: LEG1202016: 'Legal Research',"MURDOCHMURDOCH: S1-internal, S1-external",3
CRM201,Policing and Crime Prevention,,"MURDOCHMURDOCH: S1-internal, S1-externalKAPLAN-SGPKAPLAN-SGP: TSA-internal",3
CRM202,Corrections,,"MURDOCHMURDOCH: S1-internal, S1-external",3
CRM203,Criminal Behaviour,,"MURDOCHMURDOCH: S2-internal, S2-externalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
CRM219,International and Transnational Crimes,2015: 'Transnational Crime'; 2014: 'International and Australian Criminal Law',"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
CRM230,White Collar Crime,,"MURDOCHMURDOCH: S2-internal, S2-external",3
CRM301,Crime Science,,MURDOCHMURDOCH: SS5-internal,3
CRM302,Children and Crime,,"MURDOCHMURDOCH: S2-internal, S2-external",3
CRM306,Advanced Criminology,,"MURDOCHMURDOCH: S2-internal, S2-external",3
CRM307,"Culture, Diversity and Crime",,"MURDOCHMURDOCH: S1-internal, S1-external",3
CRM310,CRM Internships (WIL),,"MURDOCHMURDOCH: H-placement, TS21-placement, Y-placement, YU5-placement",3
CRM330,Case Studies in Corporate Crime,,"MURDOCHMURDOCH: S2-internal, S2-external",3
CRM388,Treatment of Criminal Behaviour,2016: 'Rehabilitation and Penology'; 2014: 'Sentencing and Penology',MURDOCHMURDOCH: UA4-internal (quota of 30 places),3
CRM389,Psychology and Law,,"MURDOCHMURDOCH: S1-internal, S1-externalKAPLAN-SGPKAPLAN-SGP: TSA-internal",3
CRM545,Research Preparation for Criminology Honours,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
CRM549,Honours Thesis in Criminology,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, SUM-internal, SUM-external, Y-internal, Y-external",15
CSL566,Case Conceptualisation and Assessment in Counselling,2013: PSY5662013: 'Counselling: Case Conceptualisation and Assessment',MURDOCHMURDOCH: S1-internalMANDURAHMANDURAH: S2-internal,3
CSL574,Creative Arts Therapies and Trauma,,MANDURAHMANDURAH: S2-internal,3
CSL575,"Expressive Arts Therapies: Music, Drama and Writing",,MANDURAHMANDURAH: S2-internal,3
CSL576,Introduction to Creative Arts Therapies in Counselling,2015: CSL676; 2013: PSY6762013: 'Counselling: Introduction to Creative Arts Therapies',MURDOCHMURDOCH: S2-internalMANDURAHMANDURAH: S1-internal (quota of 20 places),3
CSL577,Art Therapy with Children and Adolescents,,MANDURAHMANDURAH: S1-internal,3
CSL578,Counselling Children and Adolescents,2013: PSY5782013: 'Counselling: Working with Children and Adolescents',MURDOCHMURDOCH: S2-internal,3
CSL581,Experiential Learning in Group Counselling,2013: PSY5812013: 'Counselling: Experiential Learning in Group Counselling',MURDOCHMURDOCH: S1-internalMANDURAHMANDURAH: S1-internal (quota of 16 places),3
CSL582,Principles of Counselling 1,2013: PSY5822013: 'Counselling: Principles of Counselling 1',MURDOCHMURDOCH: S1-internalMANDURAHMANDURAH: S2-internal,6
CSL583,Counselling Adults,2013: PSY5832013: 'Counselling: Working with Adults',MURDOCHMURDOCH: S2-internal,3
CSL620,Counselling Research Project,2013: PSY6202013: 'Counselling: Research Project',"MURDOCHMURDOCH: H-internal, S1-internal, S2-internal, SUM-internal, Y-internal",9
CSL621,Counselling Placement and Supervision Group 2,2013: PSY6212013: 'Counselling: Placement and Supervision Group 2',"MURDOCHMURDOCH: DE7-placement (quota of 12 places), UA7-placement (quota of 12 places)",6
CSL673,Advanced Principles and Practice of Creative Arts Therapies,,MANDURAHMANDURAH: S2-internal,3
CSL674,Trauma Counselling,2013: PSY6742013: 'Counselling: Trauma Counselling',MURDOCHMURDOCH: S1-internal,3
CSL677,Counselling Research Project,2013: PSY6772013: 'Counselling: Case Study',MURDOCHMURDOCH: Y-internal,6
CSL679,Counselling Placement and Supervision Group 1,2013: PSY5792013: 'Counselling: Placement and Supervision Group 1',"MURDOCHMURDOCH: AW5-placement (quota of 12 places), DE7-placement (quota of 12 places)",6
CSL684,Principles of Counselling 2,2013: PSY6842013: 'Counselling: Principles of Counselling 2',MURDOCHMURDOCH: S2-internal,3
CSL685,Creative Arts Therapies Clinical Placement and Supervision Grp 1,,"MANDURAHMANDURAH: AW5-placement (quota of 12 places), DE7-placement (quota of 12 places)",6
CSL686,Creative Arts Therapies Clinical Placement and Supervision Grp 2,,"MANDURAHMANDURAH: DE7-placement (quota of 12 places), UA7-placement (quota of 12 places)",6
EDN110,Mathematics for Teaching,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN111,Language for Learning and Teaching,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN113,Living and Learning with Technology,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN114,Thinking Mathematically,2013: EDN214,"MURDOCHMURDOCH: S2E-internal, S2E-external",3
EDN115,Thinking Scientifically,,"MURDOCHMURDOCH: S2E-internal, S2E-external",3
EDN116,Physical Education,,MURDOCHMURDOCH: S2E-internal,3
EDN117,Introduction to Health Education,,MURDOCHMURDOCH: S1E-internal,3
EDN168,Nurturing Creativity in the Early Years,,"MURDOCHMURDOCH: S2E-internal, S2E-external",3
EDN199,SimLab Entry Screening,,"MURDOCHMURDOCH: S1E-internal, S2E-internal",0
EDN206,ICT in the Classroom,,MURDOCHMURDOCH: S2E-external,3
EDN2101,Professional Experience: BEd Secondary Teaching,2014: 'Professional Experience: BEd Secondary',MURDOCHMURDOCH: S2E-external,3
EDN2104,Professional Experience: English in Practice,,MURDOCHMURDOCH: S2E-external,3
EDN211,Special Topics in Education,,Not available,3
EDN221,Learning and Teaching,"2013: 'Learning, Teaching and Assessment 1'","MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN231,Introduction to Catholic Education,,MURDOCHMURDOCH: SB2-internal,3
EDN232,Creed and Sacraments in Catholic Schools,,MURDOCHMURDOCH: SB2-internal,3
EDN233,Prayer and Morality in Catholic Schools,,Not available,3
EDN235,Teaching English and Literacy in Early Childhood and Primary,2016: 'Teaching English and Literacy in Primary Schools',"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN236,Teaching The Arts in Early Childhood and Primary,2016: 'Teaching The Arts in Primary Schools',"MURDOCHMURDOCH: S2E-internal, S2E-external, UA4-internal (quota of 20 places)",3
EDN237,Babies and Toddlers: Growing and Learning,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN239,Professional Experience in a Long Day-care Centre,,"MURDOCHMURDOCH: SS3-internal, SS3-external, UA6-internal, UA6-external",3
EDN248,Teaching Health and Physical Education in Early Childhood and Primary,2016: 'Teaching Health and Physical Education in Primary Schools',"MURDOCHMURDOCH: S2E-internal, S2E-external",3
EDN298,LANTITE - Literacy,,"MURDOCHMURDOCH: AU7-external, AW1-external, SP2-external, SS2-external",0
EDN299,LANTITE - Numeracy,,"MURDOCHMURDOCH: AU7-external, AW1-external, SP2-external, SS2-external",0
EDN300,Learning and Teaching in Educational Communities,,"MURDOCHMURDOCH: ST1-placement, ST2-placement, ST3-placement, ST4-placement",3
EDN305,Professional Experience: BEd Secondary,,MURDOCHMURDOCH: S1E-external,3
EDN308,Children's Literature in the Classroom,,Not available,3
EDN310,Professional Experience: Integrated Curriculum in Practice,,Not available,3
EDN3102,Professional Experience: Mathematics in Practice,,"MURDOCHMURDOCH: S2E-internal, S2E-external",3
EDN311,Special Topics in Education,,Not available,3
EDN321,Tribes TLC ™ Training and Cooperative Learning Skills,,MURDOCHMURDOCH: WSP3-internal (quota of 40 places),3
EDN328,Teaching English and Literacy to Students with Learning Difficulties and Disabilities,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN329,Teaching Mathematics and Numeracy to Students with Learning Difficulties,,"MURDOCHMURDOCH: S2E-internal, S2E-external",3
EDN330,Teaching Students with High Incidence Disabilities,,"MURDOCHMURDOCH: SB2-internal, SB2-external",3
EDN332,"Children, Families and Communities",,"MURDOCHMURDOCH: S2E-internal, S2E-external",3
EDN340,Professional Experience Secondary Teaching,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN341,Global Health Promotion,,MURDOCHMURDOCH: S2E-internal,3
EDN351,Teaching Mathematics in Early Childhood and Primary,2016: 'Teaching Mathematics in Primary Schools',"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN353,"Country, Cultures, Peoples: Aboriginal and Torres Strait Islander Perspectives Across the Curriculum",2014: 'Aboriginal Perspectives Across the Curriculum',"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN354,Integrated Early Childhood Curriculum,,"MURDOCHMURDOCH: S2E-internal, S2E-external",3
EDN355,Principles and Practices in Early Childhood Education,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN356,Sport Education,,MURDOCHMURDOCH: S1E-internal,3
EDN357,Sports Practicum,,MURDOCHMURDOCH: S2E-internal,3
EDN358,Creating and Managing Effective Learning Environments,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN359,Integrating robotics into the primary classroom,,Not available,3
EDN372,Teaching English,2015: 'English and the Curriculum A (Secondary 7 - 10)',"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN373,Teaching Mathematics,2015: 'Mathematics and the Curriculum A (Secondary 7 - 10)',MURDOCHMURDOCH: S1E-external,3
EDN374,Teaching Physical Education,2015: 'Physical Education and the Curriculum A (Secondary 7 - 10)',MURDOCHMURDOCH: S1E-internal,3
EDN375,Teaching Second/Foreign Languages,2015: 'Second/Foreign Languages and the Curriculum A (Secondary 7 - 10)',"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN376,Teaching Science,2015: 'Science and the Curriculum A (Secondary 7 - 10)',"MURDOCHMURDOCH: S1E-internal, S1E-external",3
