code,title,uni,state
PHYS2100,"Dynamics, Chaos & Special Relativity",University of Queensland,QLD
SCIE2100,Introduction to Bioinformatics,University of Queensland,QLD
MATH3070,Natural Resource Mathematics,University of Queensland,QLD
MATH3204,Numerical Linear Algebra and Optimisation,University of Queensland,QLD
MATH4090,Computation in Financial Mathematics,University of Queensland,QLD
MATH4091,Financial Calculus,University of Queensland,QLD
MATH4104,Advanced Hamiltonian Dynamics & Chaos,University of Queensland,QLD
MATH4105,General Relativity,University of Queensland,QLD
MATH4106,Advanced Mathematical Methods & Models A,University of Queensland,QLD
MATH4107,Advanced Mathematical Methods & Models B,University of Queensland,QLD
MATH4201,Applications of Scientific Computing,University of Queensland,QLD
MATH4202,Advanced Topics in Operations Research,University of Queensland,QLD
MATH4301,Advanced Algebra,University of Queensland,QLD
MATH4302,Combinatorial Designs,University of Queensland,QLD
MATH4303,Advanced Combinatorics,University of Queensland,QLD
MATH4304,Number Theory,University of Queensland,QLD
MATH4402,Ordinary Differential Equations III/IVH,University of Queensland,QLD
MATH4403,Partial Differential Equations III/IVH,University of Queensland,QLD
MATH4404,Functional Analysis III/IVH,University of Queensland,QLD
MATH4405,Measure Theory,University of Queensland,QLD
MATH4406,Control Theory III/IVH,University of Queensland,QLD
MATH6006,Special Topics A,University of Queensland,QLD
MATH6007,Special Topics B,University of Queensland,QLD
STAT4403,Advanced Probability & Stochastic Processes I,University of Queensland,QLD
STAT4404,Advanced Probability & Stochastic Processes II,University of Queensland,QLD
PHYS1001,Mechanics & Thermal Physics I,University of Queensland,QLD
PHYS1002,Electromagnetism and Modern Physics,University of Queensland,QLD
PHYS2020,Thermodynamics & Condensed Matter Physics,University of Queensland,QLD
PHYS2041,Introduction to Quantum Mechanics,University of Queensland,QLD
PHYS2055,Introduction to Fields in Physics,University of Queensland,QLD
PHYS2101,Advanced Dynamics and Special Relativity,University of Queensland,QLD
PHYS3020,Statistical Mechanics,University of Queensland,QLD
PHYS3040,Quantum Physics,University of Queensland,QLD
PHYS3051,Fields in Physics,University of Queensland,QLD
PHYS3901,Advanced Physics Research,University of Queensland,QLD
PHYS6500,Advanced Research Literature Review,University of Queensland,QLD
"[	
	PHYS6487",Physics Honours Research Project,University of Queensland,QLD
"[	
	PHYS6488",Physics Honours Research Project,University of Queensland,QLD
PHYS4030,Condensed Matter Physics: Electronic properties of crystals,University of Queensland,QLD
PHYS4040,Advanced Quantum Theory,University of Queensland,QLD
PHYS4055,Laser Physics & Quantum Optics,University of Queensland,QLD
PHYS4070,Advanced Computational Physics,University of Queensland,QLD
PHYS4080,Frontiers in Astrophysics,University of Queensland,QLD
PHYS3080,Extragalactic Astrophysics & Cosmology,University of Queensland,QLD
PHYS3825,Advanced Experimental Skills,University of Queensland,QLD
SCIE3250,Introduction to Research in Mathematics/Physics,University of Queensland,QLD
SCIE3251,Introduction to Research in Mathematics/Physics,University of Queensland,QLD
ABTS1000,"Indigenous Australian Issues: Past, Present, Future",University of Queensland,QLD
ABTS1010,Torres Strait Islander Studies,University of Queensland,QLD
ABTS2010,Indigenous Women and Men: Gendered Business,University of Queensland,QLD
ABTS2020,"Contemporary Indigenous knowledge, thought and philosophy",University of Queensland,QLD
ABTS2060,"Contemporary Indigenous Social Organisation: Identity, family, community, nation",University of Queensland,QLD
ABTS1020,"Ten Canoes: Exploring Indigenous Art, Film, Music and Literature Through Iconic Works",University of Queensland,QLD
ABTS2080,Independent Project in Aboriginal & Torres Strait Islander Studies I,University of Queensland,QLD
ABTS2090,Independent Project in Aboriginal & Torres Strait Islander Studies 2,University of Queensland,QLD
ABTS3030,International Indigenous Perspectives: Approaches from the Global South,University of Queensland,QLD
ANTH2010,Anthropology of Aboriginal Australia,University of Queensland,QLD
ANTH2260,Applied Anthropology and Indigenous Territories,University of Queensland,QLD
EDUC2090,Indigenous Knowledge & Education,University of Queensland,QLD
MUSC2810,Indigenous Australian Music: Indigenous music-making in Australia,University of Queensland,QLD
POLS2101,Indigenous Politics & Policy,University of Queensland,QLD
ABTS3010,Work Placement in Indigenous Australian Studies,University of Queensland,QLD
ABTS3020,Working with Indigenous People,University of Queensland,QLD
"[	
	ANCH2050",Ancient World Study Tour: Sites and Museums,University of Queensland,QLD
"[	
	ANCH2070",Study Tour: Sites and Museums of Roman Italy,University of Queensland,QLD
"[	
	ANCH2900",R.D. Milns Antiquities Museum International Internship and Field,University of Queensland,QLD
ANTH1008,"Introduction to Anthropology: People, Cultures and Societies",University of Queensland,QLD
ANTH1030,Anthropology of Current World Issues: An Introduction,University of Queensland,QLD
ANTH2020,"Anthropology: History, Theory, Practice",University of Queensland,QLD
ANTH2018,Material and Visual Culture,University of Queensland,QLD
ANTH2060,Environmental Anthropology,University of Queensland,QLD
ANTH2250,Medical Anthropology: Local and Global Perspectives,University of Queensland,QLD
ANTH2270,"Migration, Culture and Identity",University of Queensland,QLD
SOSC2190,"Human Bodies, Culture & Society",University of Queensland,QLD
ANTH3019,Development Practice & Social Impact,University of Queensland,QLD
ANTH3050,"Ritual, Religion and Performance",University of Queensland,QLD
ANTH3208,Anthropology Museum Lab,University of Queensland,QLD
ANTH3090,Ethnographic Fieldwork,University of Queensland,QLD
ANTH3140,Advanced Research Topics in Anthropology,University of Queensland,QLD
ARCA1000,Discovering Archaeology,University of Queensland,QLD
ARCS3118,"Managing Cultural Heritage: Ethics, History and Practice",University of Queensland,QLD
ARCS1001,Doing Archaeology,University of Queensland,QLD
ARCS2000,Science in Archaeology,University of Queensland,QLD
ARCA2020,Australasian Archaeology,University of Queensland,QLD
ARCA2150,"Ancient Civilisations: Archaeology of Mesopotamia, Turkey and The Levant before Alexander the Great",University of Queensland,QLD
ARCS2003,Forensics: The Archaeology of Death & Crime Scenes,University of Queensland,QLD
ARCS2010,Ancient Technologies: Experimental and Analytical Approaches to Understanding Past Technologies,University of Queensland,QLD
ARCS2025,Archaeology of the Pacific Islands,University of Queensland,QLD
ARCS2050,Historical Archaeology,University of Queensland,QLD
ARCS2011,Lithic Analysis: Current and Future Directions for Research and Heritage Management,University of Queensland,QLD
ARCS2070,Bioarchaeology: Human remains and ancient disease,University of Queensland,QLD
ARCS2080,"Plants and Archaeology: Food, fuel, foraging and farming in the human past",University of Queensland,QLD
ARCS2090,Animals and Archaeology: Analytical approaches to understanding past human-animal relationships,University of Queensland,QLD
ARCA3000,Predicting the Past,University of Queensland,QLD
ARCS3168,Human Evolution,University of Queensland,QLD
ARCS2060,Archaeology Field School,University of Queensland,QLD
ARCS3001,Advanced Research in Archaeology,University of Queensland,QLD
ARCS3010,Field Archaeology,University of Queensland,QLD
CHIN1100,Spoken Chinese IA,University of Queensland,QLD
CHIN1200,Written Chinese IA,University of Queensland,QLD
CHIN2100,Spoken Chinese IB,University of Queensland,QLD
CHIN2200,Written Chinese IB,University of Queensland,QLD
CHIN2110,Spoken Chinese IIA,University of Queensland,QLD
CHIN3001,Written Chinese IIA,University of Queensland,QLD
CHIN3010,Spoken Chinese IIB,University of Queensland,QLD
CHIN3020,Written Chinese IIB,University of Queensland,QLD
CHIN3100,Spoken Chinese IIIA,University of Queensland,QLD
CHIN3200,Written Chinese IIIA,University of Queensland,QLD
CHIN3110,Spoken Chinese IIIB,University of Queensland,QLD
CHIN3210,Written Chinese IIIB,University of Queensland,QLD
CHIN3300,Chinese>English Translation for Non - Native Speakers,University of Queensland,QLD
COMU1002,Crossing Bridges: Communicating between Cultures,University of Queensland,QLD
CHIN2555,English and Chinese Interpreting 1,University of Queensland,QLD
CHIN3555,English and Chinese Interpreting 2,University of Queensland,QLD
CHIN3810,Chinese Cinema and Culture,University of Queensland,QLD
LTCS3002,Translating & Interpreting Studies,University of Queensland,QLD
SLAT2001,Second Language Learning,University of Queensland,QLD
SLAT2002,Language in the Digital World,University of Queensland,QLD
CHIN3900,Techniques in Teaching Chinese as a Second Language,University of Queensland,QLD
CHIN2600,Chinese for Native Speakers: Essentials of Chinese Language,University of Queensland,QLD
EDUC1029,Introduction to Education,University of Queensland,QLD
WRIT1001,Writing for International Students,University of Queensland,QLD
CHIN2700,Chinese > English Translation: An Introductory Course,University of Queensland,QLD
CHIN2750,Fundamentals in English > Chinese Translation and Interpreting,University of Queensland,QLD
CHIN3760,Techniques in English > Chinese Translation,University of Queensland,QLD
CHIN3770,Advanced Chinese>English Translation,University of Queensland,QLD
LING1000,The Secret Life of Language: Words and Sentences,University of Queensland,QLD
LING2000,Semantics,University of Queensland,QLD
LING2035,Language & Society,University of Queensland,QLD
GREK2240,Greek Language & Literature 2,University of Queensland,QLD
GREK3001,Advanced Greek 1,University of Queensland,QLD
GREK3002,Advanced Greek 2,University of Queensland,QLD
LATN2240,Latin Language & Literature 2,University of Queensland,QLD
LATN3001,Advanced Latin 1,University of Queensland,QLD
LATN3002,Advanced Latin 2,University of Queensland,QLD
CRIM1000,Introduction to Criminology,University of Queensland,QLD
CRIM1019,Introduction to Criminal Justice,University of Queensland,QLD
CRIM2300,Comparative Criminology,University of Queensland,QLD
SOCY2019,Introduction to social research,University of Queensland,QLD
SOCY2339,Introducing Quantitative Research,University of Queensland,QLD
SOCY3329,Qualitative Social Research,University of Queensland,QLD
CRIM3100,Correctional Practice,University of Queensland,QLD
CRIM3120,Crime Prevention Practice,University of Queensland,QLD
SOCY3039,Applied Quantitative Research,University of Queensland,QLD
CRIM3039,Advanced Criminological Theory,University of Queensland,QLD
CRIM2000,Youth and Deviance,University of Queensland,QLD
CRIM2030,Criminal Minds,University of Queensland,QLD
CRIM2080,Global Security,University of Queensland,QLD
CRIM2099,"Crime, Race and Gender",University of Queensland,QLD
CRIM2100,Punishment and Society,University of Queensland,QLD
CRIM2120,Australian Crime Policy,University of Queensland,QLD
CRIM2200,Policing and Society,University of Queensland,QLD
ECON1010,Introductory Microeconomics,University of Queensland,QLD
ECON1020,Introductory Macroeconomics,University of Queensland,QLD
ECON2410,Economics of Business Strategy,University of Queensland,QLD
"[	
	ECON2420",The Macroeconomy & Business Conditions,University of Queensland,QLD
"[	
	ECON2020",Macroeconomic Theory,University of Queensland,QLD
ECON2060,Behavioural and Evolutionary Economics,University of Queensland,QLD
ECON2070,Introduction to Strategic Thinking,University of Queensland,QLD
ECON2200,Management of Financial Institutions,University of Queensland,QLD
ECON2500,"China: Emergence, Implications & Challenges",University of Queensland,QLD
ECON2540,Economics of Innovation and Entrepreneurship,University of Queensland,QLD
ECON2560,Economics of Globalisation and Development,University of Queensland,QLD
ECON2800,Labour Economics,University of Queensland,QLD
POLS2401,Politics & the Economy,University of Queensland,QLD
ECON3600,Australian Economic History,University of Queensland,QLD
ECON3210,Financial Markets & Institutions,University of Queensland,QLD
ECON3220,Benefit-Cost Analysis for Business,University of Queensland,QLD
ECON3540,Evolution of Economic Systems,University of Queensland,QLD
ECON3700,Environmental Economics,University of Queensland,QLD
ECON3820,Understanding China,University of Queensland,QLD
ECON1050,Tools of Economic Analysis,University of Queensland,QLD
ECON2010,Microeconomic Theory,University of Queensland,QLD
ECON2030,Microeconomic Policy,University of Queensland,QLD
ECON2040,Macroeconomic Policy,University of Queensland,QLD
ECON2050,Mathematical Economics,University of Queensland,QLD
ECON2300,Introductory Econometrics,University of Queensland,QLD
ECON3350,Applied Econometrics for Macroeconomics and Finance,University of Queensland,QLD
ECON3360,Causal Inference for Microeconometrics,University of Queensland,QLD
ECON3430,Managerial Economics,University of Queensland,QLD
ECON3440,Competition Policy and Regulation,University of Queensland,QLD
MSTU1001,Introduction to Film & Television Studies,University of Queensland,QLD
AUST2000,Australian Popular Culture,University of Queensland,QLD
MSTU2005,Film Movements & Genres,University of Queensland,QLD
MSTU2006,Australian Cinema,University of Queensland,QLD
WRIT2050,Creative Writing: Genre Fiction,University of Queensland,QLD
LING2110,English Through Time and Space,University of Queensland,QLD
COMU2040,Language Awareness & Cross-Cultural Competence for the Global Workplace,University of Queensland,QLD
HUMN2500,Collaborations: Relating and Working Together,University of Queensland,QLD
COMU3010,Language and Globalisation: Advanced Intercultural Communication,University of Queensland,QLD
SLAT3001,Cognitive and Social Aspects of Bilingualism,University of Queensland,QLD
COMU1140,Multimedia,University of Queensland,QLD
COMU1120,Media and Society,University of Queensland,QLD
MSTU2160,Film and Television History,University of Queensland,QLD
MSTU2008,Television: Forms and Genres,University of Queensland,QLD
MSTU2011,Contemporary German Cinema,University of Queensland,QLD
MSTU3005,Critical Concepts in Film & Television,University of Queensland,QLD
MSTU3012,Independent Media Studies,University of Queensland,QLD
MSTU3150,Recent Approaches to Film and Television,University of Queensland,QLD
FREN1010,Introductory French 1,University of Queensland,QLD
FREN1020,Introductory French 2,University of Queensland,QLD
FREN2010,Intermediate French 1,University of Queensland,QLD
FREN2020,Intermediate French 2,University of Queensland,QLD
LTCS2024,Francophone Cultures,University of Queensland,QLD
MSTU2012,European Film Today,University of Queensland,QLD
FREN3113,French Language and Culture 2,University of Queensland,QLD
FREN3114,French Language and Culture 3,University of Queensland,QLD
FREN3115,French Language and Culture 4,University of Queensland,QLD
FREN3116,French Language and Culture 5,University of Queensland,QLD
FREN3210,Textes et Modernite,University of Queensland,QLD
FREN3310,French>English Translation,University of Queensland,QLD
FREN3330,French for Business,University of Queensland,QLD
FREN3350,Litterature contemporaine: Contemporary Literature in French,University of Queensland,QLD
FREN3375,Teaching and Learning French,University of Queensland,QLD
FREN3910,French Study Project,University of Queensland,QLD
FREN3111,French Language and Culture 1: Streams A and B,University of Queensland,QLD
FREN3360,Le Cinema en francais,University of Queensland,QLD
FREN3380,Identites francaises et francophones,University of Queensland,QLD
FREN3112,French Language and Culture 1: Post-secondary,University of Queensland,QLD
GEND1010,Gender Matters,University of Queensland,QLD
GEND2001,Genders & Cultures: Comparative Perspectives on Race and Ethnicity,University of Queensland,QLD
GEND3001,Gender Futures: Research in Action,University of Queensland,QLD
POLS2603,Gender and Global Politics,University of Queensland,QLD
SOCY1060,"Gender, Sexuality and Society: An Introduction",University of Queensland,QLD
GEOG1000,Human Settlements,University of Queensland,QLD
GEOS2105,Geography of Australia,University of Queensland,QLD
ENVM2200,Resource Management & Environmental Planning,University of Queensland,QLD
GEOG2000,Economic Geography: Location and Land Use,University of Queensland,QLD
GEOG2001,Human Mobility and Migration,University of Queensland,QLD
GEOG2104,Urban Geography,University of Queensland,QLD
ENVM3200,Coastal Processes & Management,University of Queensland,QLD
ENVM3203,Tools for Environmental Assessment and Analysis,University of Queensland,QLD
ENVM3400,International Experience Field Studies,University of Queensland,QLD
GEOG3000,Regional Economic Development Planning,University of Queensland,QLD
GEOG3003,The Global Metropolis,University of Queensland,QLD
ENVM3115,Climate Change and Environmental Management,University of Queensland,QLD
GEOS3004,International Field Studies: Natural & Built Environments of a Selected Region,University of Queensland,QLD
REDE3200,Real Estate Development Planning,University of Queensland,QLD
GEOS3103,Progress in Geography,University of Queensland,QLD
GRMN1010,Introductory German Language 1,University of Queensland,QLD
GRMN1020,Introductory German Language 2,University of Queensland,QLD
GRMN2010,Continuing German Language 1,University of Queensland,QLD
GRMN2020,Continuing German Language 2,University of Queensland,QLD
GRMN2030,Advanced Conversational German,University of Queensland,QLD
GRMN2130,Translation from German - Theory & Practice,University of Queensland,QLD
GRMN2330,Inside Germany - Contemporary German Cultures,University of Queensland,QLD
LTCS2018,Books the Nazis Burned: German Literature & Society 1914-1945,University of Queensland,QLD
GRMN3110,Advanced German Language 3,University of Queensland,QLD
GRMN3120,Advanced German Language 4,University of Queensland,QLD
GRMN3010,Advanced German Language 1,University of Queensland,QLD
GRMN3020,Advanced German Language 2,University of Queensland,QLD
GRMN3330,Advanced Special Topics in German Studies,University of Queensland,QLD
INDN1000,Introductory Indonesian A,University of Queensland,QLD
INDN1001,Introductory Indonesian B,University of Queensland,QLD
INDN2000,Intermediate Indonesian A,University of Queensland,QLD
INDN2001,Intermediate Indonesian B,University of Queensland,QLD
INDN3002,Indonesian Contemporary Culture,University of Queensland,QLD
INDN3000,Advanced Indonesian,University of Queensland,QLD
INDN3006,Indonesian Studies Project,University of Queensland,QLD
LTCS2401,Indonesia and its Neighbours: Evolving in the Asian Century,University of Queensland,QLD
POLS1201,Introduction to International Relations,University of Queensland,QLD
POLS1301,Introduction to Political Ideas,University of Queensland,QLD
POLS1701,Introduction to International Inequality & Development,University of Queensland,QLD
POLS2409,International Relations of the Twentieth Century,University of Queensland,QLD
POLS2209,Global Security,University of Queensland,QLD
POLS2211,International Organisations & Political Cooperation,University of Queensland,QLD
POLS2402,Globalisation & International Political Economy,University of Queensland,QLD
POLS2201,Australian Foreign Policy,University of Queensland,QLD
POLS2204,International Relations of East Asia,University of Queensland,QLD
POLS2207,Terrorism & Insurgency in World Politics,University of Queensland,QLD
POLS2217,European Political Issues,University of Queensland,QLD
POLS2222,Humanitarianism in World Politics,University of Queensland,QLD
POLS2404,The Political Dynamics of Development and Resistance,University of Queensland,QLD
POLS2703,Principles of Research: Social and Comparative Perspectives,University of Queensland,QLD
POLS3802,Independent Study,University of Queensland,QLD
POLS3208,Conceptions of World Politics,University of Queensland,QLD
POLS3115,Environmental Politics & Policy,University of Queensland,QLD
POLS3203,Power and Order in Transnational Politics,University of Queensland,QLD
POLS3206,Policy Challenges of Asia-Pacific Security,University of Queensland,QLD
POLS3502,Ethics in International Politics,University of Queensland,QLD
POLS3512,"Global Media, War and Peace",University of Queensland,QLD
POLS3801,Internship,University of Queensland,QLD
POLS3807,Policy Practice,University of Queensland,QLD
JAPN1013,Japanese 1A standard,University of Queensland,QLD
JAPN1023,Japanese 1B standard,University of Queensland,QLD
JAPN2013,Japanese 2A standard,University of Queensland,QLD
JAPN2023,Japanese 2B standard,University of Queensland,QLD
JAPN2101,Continuing Japanese 1A,University of Queensland,QLD
JAPN3002,Continuing Japanese 1B,University of Queensland,QLD
JAPN3003,Continuing Japanese 2A,University of Queensland,QLD
JAPN3004,Continuing Japanese 2B,University of Queensland,QLD
JAPN1011,Japanese 1A - concentrated,University of Queensland,QLD
JAPN1012,Japanese 1B - concentrated,University of Queensland,QLD
JAPN2021,Japanese 2A - Concentrated,University of Queensland,QLD
JAPN2022,Japanese 2B - concentrated,University of Queensland,QLD
JAPN3101,Continuing Japanese 3,University of Queensland,QLD
JAPN3102,Continuing Japanese 4,University of Queensland,QLD
JAPN3110,Voices from Japan,University of Queensland,QLD
JAPN3130,Anime Japanese,University of Queensland,QLD
JAPN3140,Japanese Rapid Reading and Creative Writing,University of Queensland,QLD
JAPN3500,Language and Society in Japan,University of Queensland,QLD
JAPN3240,Modern Literary Texts,University of Queensland,QLD
JAPN3205,Teaching Japanese Language,University of Queensland,QLD
JAPN3299,Japanese/English Interpreting and Translation,University of Queensland,QLD
JAPN3210,Japanese Language in Context,University of Queensland,QLD
LTCS2006,Japanese Popular Culture,University of Queensland,QLD
LTCS3007,Japanese Studies Individual Project,University of Queensland,QLD
LTCS2030,Modern Japanese Literature & Society,University of Queensland,QLD
"[	
	JAPN3002",Continuing Japanese 1B,University of Queensland,QLD
"[	
	JAPN3003",Continuing Japanese 2A,University of Queensland,QLD
JOUR1112,Journalistic Narratives,University of Queensland,QLD
JOUR2221,International Journalism & Mass Communication,University of Queensland,QLD
COMU2160,Communication Law and Ethics,University of Queensland,QLD
COMU1050,Understanding the News,University of Queensland,QLD
COMU2030,Communication Research Methods,University of Queensland,QLD
COMU2170,Intercultural Communication,University of Queensland,QLD
JOUR2100,Social Justice Storytelling,University of Queensland,QLD
COMU3110,Media Platforms,University of Queensland,QLD
COMU3120,Digital Analytics,University of Queensland,QLD
JOUR3401,Journalism Project,University of Queensland,QLD
KORN1010,Spoken Korean IA,University of Queensland,QLD
KORN1011,Written Korean IA,University of Queensland,QLD
KORN2101,Spoken Korean IIA,University of Queensland,QLD
KORN2020,Spoken Korean IB,University of Queensland,QLD
KORN2022,Written Korean IB,University of Queensland,QLD
KORN2003,Written Korean II A,University of Queensland,QLD
LTCS2023,Korean Popular Culture: Korean wave,University of Queensland,QLD
KORN3010,Spoken Korean IIB,University of Queensland,QLD
KORN3011,Written Korean IIB,University of Queensland,QLD
KORN3101,Intercultural and Business Communication in Korean and English A,University of Queensland,QLD
KORN3201,Intercultural and Business Communication in Korean and English B,University of Queensland,QLD
KORN2005,Foundation in Korean Language and Culture,University of Queensland,QLD
KORN3112,Korean-English Translation and Interpreting A,University of Queensland,QLD
KORN3212,Korean-English Translation and Interpreting B,University of Queensland,QLD
MSTU3001,Contemporary Korean Film and TV Drama Review,University of Queensland,QLD
KORN3220,Korean for Korean Speakers and Advanced Non-Korean Speakers,University of Queensland,QLD
KORN3300,Korean Study Project,University of Queensland,QLD
LTCS2026,Cultures of Latin America,University of Queensland,QLD
LTCS2022,Imagining Latin America in the 20th Century,University of Queensland,QLD
LTCS2027,Magical Realism and Beyond: Contemporary Latin America,University of Queensland,QLD
LTCS3000,Latin American Perspectives,University of Queensland,QLD
LING1005,The Sound Patterns of Language,University of Queensland,QLD
LING2010,Phonology,University of Queensland,QLD
LING2045,Generative Syntax,University of Queensland,QLD
LING2040,Morphology,University of Queensland,QLD
LING2055,Pragmatics,University of Queensland,QLD
LING3050,Advanced Linguistics Research,University of Queensland,QLD
LING3010,Grammar and Discourse,University of Queensland,QLD
LING3015,Language Contact,University of Queensland,QLD
LING3025,Study on an Australian Aboriginal Language,University of Queensland,QLD
LING3030,Mind and Language: Cognitive Strategies for Meaning Analysis,University of Queensland,QLD
LING3100,Special Research Topics in Linguistics,University of Queensland,QLD
MATH1071,Advanced Calculus & Linear Algebra I,University of Queensland,QLD
MATH1072,Advanced Multivariate Calculus & Ordinary Differential Equations,University of Queensland,QLD
MATH2401,Mathematical Analysis and Advanced Topics,University of Queensland,QLD
COMU2150,Media and Identity,University of Queensland,QLD
COMU2140,Digital Media Industries,University of Queensland,QLD
COMU2311,Communication for Social Change,University of Queensland,QLD
COMU3005,Media Cultures,University of Queensland,QLD
COMU3222,Political Communication,University of Queensland,QLD
MUSC2800,World Music,University of Queensland,QLD
MUSC3160,Choral Conducting,University of Queensland,QLD
MUSC3170,Instrumental Conducting,University of Queensland,QLD
MUSC3840,Multi-Instrumental Pedagogy A,University of Queensland,QLD
MUSC3850,Multi-Instrumental Pedagogy B,University of Queensland,QLD
EDUC3001,"Learning, Mind and Music Education",University of Queensland,QLD
EDUC3002,Becoming A Professional Music Educator,University of Queensland,QLD
MUSC3890,Creative Music Making,University of Queensland,QLD
MUSC1300,Introduction to Music Psychology,University of Queensland,QLD
MUSC3340,"Music, Cognition & Development",University of Queensland,QLD
PSYC1020,"Introduction to Psychology: Minds, Brains and Behaviour",University of Queensland,QLD
POLS1501,Introduction to Peace & Conflict Analysis,University of Queensland,QLD
POLS2515,Theories of Peace and Conflict Studies,University of Queensland,QLD
POLS2503,Conflict & Nonviolent Change,University of Queensland,QLD
POLS3511,The Politics of Peacebuilding,University of Queensland,QLD
POLS1101,Introduction to Australian Politics,University of Queensland,QLD
POLS1601,"Power, Politics & Society",University of Queensland,QLD
POLS2302,Political Thought: Machiavelli to Modernity,University of Queensland,QLD
POLS2805,Advanced Topics in Political Science,University of Queensland,QLD
POLS3118,Advances in Political Psychology,University of Queensland,QLD
POLS3803,Landmarks of Political Science,University of Queensland,QLD
POLS3102,Governance & Australian Public Policy,University of Queensland,QLD
MUSC1010,Introduction to Music Technology,University of Queensland,QLD
MUSC1700,Introduction to Popular Music Studies: The Rock Era,University of Queensland,QLD
MUSC2000,Music Subcultures and the Media,University of Queensland,QLD
MUSC2010,Music Technology for Live Performance,University of Queensland,QLD
MUSC2700,Beyond Rock: Music in the Digital Age,University of Queensland,QLD
MUSC3730,Songwriting,University of Queensland,QLD
MUSC3910,Music Special Project A,University of Queensland,QLD
MUSC3920,Music Special Project B,University of Queensland,QLD
MUSC3010,Creative Music Production,University of Queensland,QLD
MUSC3020,Sound Recording Practice,University of Queensland,QLD
HUMN1500,"Perspectives: Practices, Cultures and Creative Communication",University of Queensland,QLD
HUMN3600,"Creating the Future: Work, Worth and Well-Being",University of Queensland,QLD
HUMN3700,"Creativity: Myths, Methods & Impact",University of Queensland,QLD
WRIT1200,Writing Creatively,University of Queensland,QLD
COMU1152,Public Relations Writing,University of Queensland,QLD
WRIT2000,Writing & Editing for the Professions,University of Queensland,QLD
COMU2120,Media Design,University of Queensland,QLD
WRIT3700,"Publishing, Editing, and Authorship",University of Queensland,QLD
COMU3100,Digital Project,University of Queensland,QLD
WRIT3050,Creative Writing: Non-Fiction,University of Queensland,QLD
PSYC1040,Psychological Research Methodology I,University of Queensland,QLD
PSYC1030,"Introduction to Psychology: Developmental, Social & Clinical Psychology",University of Queensland,QLD
PSYC2010,Psychological Research Methodology II,University of Queensland,QLD
PSYC2020,Neuroscience for Psychologists,University of Queensland,QLD
PSYC2030,Developmental Psychology,University of Queensland,QLD
PSYC2040,Social & Organisational Psychology,University of Queensland,QLD
PSYC2050,Learning & Cognition,University of Queensland,QLD
PSYC3020,Measurement in Psychology,University of Queensland,QLD
PSYC3000,Applied Sport and Exercise Psychology,University of Queensland,QLD
PSYC3032,Topics in Social Psychology,University of Queensland,QLD
PSYC3042,Psychological Research: Interpretation & Evaluation,University of Queensland,QLD
PSYC3052,Judgment & Decision-Making,University of Queensland,QLD
PSYC3062,Introduction to Human Factors,University of Queensland,QLD
PSYC3082,Psychotherapies and Counselling,University of Queensland,QLD
PSYC3102,Psychopathology,University of Queensland,QLD
PSYC3122,Attitudes & Social Cognition,University of Queensland,QLD
PSYC3132,Health Psychology,University of Queensland,QLD
PSYC3142,Intergroup Relations & Group Processes,University of Queensland,QLD
PSYC3162,Development in Infancy,University of Queensland,QLD
PSYC3192,Sensory Neuroscience,University of Queensland,QLD
PSYC3202,Industrial & Organisational Psychology,University of Queensland,QLD
PSYC3262,Evolutionary Approaches to Human Behaviour,University of Queensland,QLD
PSYC3272,The Neuroscience of Social Behaviour,University of Queensland,QLD
PSYC3282,Developmental Perspectives on the Origins of Human Culture,University of Queensland,QLD
PSYC3302,Cognitive Neuroscience,University of Queensland,QLD
PSYC3312,Parenting and Family Psychology,University of Queensland,QLD
PSYC3292,Psychology of Emotion,University of Queensland,QLD
PSYC3010,Psychological Research Methodology III,University of Queensland,QLD
POLS1102,Introduction to Politics & Public Policy,University of Queensland,QLD
POLY1000,Australian Social Policy,University of Queensland,QLD
RSSN1110,Introductory Russian I,University of Queensland,QLD
RSSN1120,Introductory Russian II,University of Queensland,QLD
RSSN2110,Russian Language III,University of Queensland,QLD
RSSN2120,Russian Language IV,University of Queensland,QLD
LTCS2310,Russia Now and Then,University of Queensland,QLD
RSSN3130,Russian V,University of Queensland,QLD
RSSN3140,Russian VI,University of Queensland,QLD
SOCY1050,Introduction to Sociology,University of Queensland,QLD
SOCY1030,"Introduction to Health, Illness and Society",University of Queensland,QLD
SOCY2020,Sociology of the Environment,University of Queensland,QLD
SOCY2040,"Families, Households and the Life Course",University of Queensland,QLD
SOCY2170,Emotions in Social Life,University of Queensland,QLD
SOCY2220,Globalisation & Development in Post-Colonial Societies,University of Queensland,QLD
SOCY2340,Sociology of the City,University of Queensland,QLD
SOCY3020,"Medicine, Markets and Health: Sociological Perspectives on Health and Illness",University of Queensland,QLD
SOCY3200,Current Issues & Debates in Sociology,University of Queensland,QLD
SOCY3345,Conceptual Challenges in Sociology: Classical and Contemporary Debates,University of Queensland,QLD
SPAN1010,Introductory Spanish A,University of Queensland,QLD
SPAN1020,Introductory Spanish B,University of Queensland,QLD
SPAN2010,Continuing Spanish A,University of Queensland,QLD
SPAN2020,Continuing Spanish B,University of Queensland,QLD
SPAN2310,Reading & Writing in Spanish,University of Queensland,QLD
SPAN3340,Cine de Autor en Espanol,University of Queensland,QLD
SPAN3390,America Latina: el deseo y la realidad,University of Queensland,QLD
SPAN3460,Literatura en Espanol,University of Queensland,QLD
