Code,Title,Term,Career,Units,Delivery
CRIM8002,Cyber-security and Cybercrime,,Postgraduate,6,In Person
CRIM2010,Cybercrime: an introduction,Second Semester,Undergraduate,6,In Person
CRIM6010,Cybercrime: an introduction,Second Semester,Postgraduate,6,In Person
CECS8003,Cybernetics and Cyber-Physcial Systems,,Postgraduate,6,In Person
ANCH3506,"Dark Age to Democracy: early Greek history, 1000-480 BC",,Undergraduate,6,In Person
ANCH6506,"Dark Age to democracy: early Greek history, 1000-480 BC",,Postgraduate,6,In Person
BIAN4011,Data Analysis and Methods in Biological Anthropology,First Semester,Undergraduate,6,In Person
ENGN6539,Data Communication Networks,,Postgraduate,6,In Person
ENGN3539,Data Communication Networks,,Undergraduate,6,In Person
COMP8410,Data Mining,First Semester/Winter Session,Postgraduate,6,In Person
COMP3425,Data Mining,First Semester,Undergraduate,6,In Person
MATH6210,Data Mining,,Postgraduate,6,In Person
EMSC4123,Data Science,Second Semester,Undergraduate,6,In Person
EMSC8023,Data Science,Second Semester,Postgraduate,6,In Person
COMP8430,Data Wrangling,Summer Session/Second Semester,Postgraduate,6,In Person
COMP3430,Data Wrangling,Second Semester,Undergraduate,6,In Person
SOCR3001,Data for Decision Making,Second Semester,Undergraduate,6,In Person
VCPG8001,Dealing with Wicked Problems,,Postgraduate,6,In Person
HUMN8029,Debates and Issues in the Humanities,First Semester,Postgraduate,6,In Person
HIST6236,Debating Anzac,,Postgraduate,6,In Person
HIST2236,Debating Anzac,,Undergraduate,6,In Person
JPNS6102,Debating Japan: Contemporary Intellectual Debate,First Semester,Postgraduate,6,In Person
JPNS3102,Debating Japan: Contemporary Intellectual Debates,First Semester,Undergraduate,6,Online or In Person
POGO8065,Decision Making Under Uncertainty,Winter Session,Postgraduate,6,In Person
INDG3006,"Decolonising methodologies, theories and scholarly perspectives",,Undergraduate,6,In Person
STST8057,Defence Leadership in ASEAN A,,Postgraduate,6,In Person
STST8058,Defence Leadership in ASEAN B,Second Semester,Postgraduate,6,In Person
COMP3701,Defensive Cyber Security Operations,Second Semester,Undergraduate,6,In Person
POGO8123,Delivering Public Value,,Postgraduate,6,In Person
MGMT7061,Delivering Team Results,First Semester,Postgraduate,6,In Person
POLS2126,Democracy and Dictatorship,First Semester,Undergraduate,6,In Person
HIST2240,Democracy and Dissent: Europe Since 1945,Second Semester,Undergraduate,6,In Person
HIST6240,Democracy and Dissent: Europe Since 1945,Second Semester,Postgraduate,6,In Person
POLS8019,Democracy and its Discontents,First Semester,Postgraduate,6,In Person
POLS4019,Democracy and its Discontents,First Semester,Undergraduate,6,In Person
ASIA2070,Democracy in Southeast Asia,Second Semester,Undergraduate,6,In Person
ASIA6070,Democracy in Southeast Asia,Second Semester,Postgraduate,6,In Person
INTR8059,Democracy in World Politics,,Postgraduate,6,In Person
GEND2101,"Democracy, Difference and Desire",,Undergraduate,6,In Person
PHIL2101,"Democracy, Difference and Desire",,Undergraduate,6,In Person
ARTV3032,Demonstrating research methods for a studio practice in the visual arts,Second Semester,Undergraduate,6,In Person
FINM2002,Derivatives,First Semester/Second Semester,Undergraduate,6,In Person
FINM8009,"Derivatives: Markets, Valuation and Risk Management",Second Semester,Postgraduate,6,In Person
DESN2007,Design Fiction: Speculative and Critical Design,First Semester,Undergraduate,6,In Person
DESN8001,Design Inquiry: Application of Research,First Semester/Second Semester,Postgraduate,6,In Person
DESN3010,"Design Practice: Engagement, Internship and Entrepreneurship",First Semester/Second Semester,Undergraduate,6,In Person
DESN6010,"Design Practice: Engagement, Internship and Entrepreneurship",First Semester/Second Semester,Postgraduate,6,In Person
DESN4010,Design Practice: Impact and Engagement,First Semester,Undergraduate,12,In Person
MGMT2009,Design Thinking: Entrepreneurial Innovation,First Semester,Undergraduate,6,In Person
DESN2008,Design Thinking: Human-Centred Design Methodologies,Second Semester,Undergraduate,6,In Person
DESN4011,Design and Research: Theory and Methods,First Semester,Undergraduate,6,In Person
STAT3012,Design of Experiments and Surveys,First Semester,Undergraduate,6,In Person
STAT4029,Design of Experiments and Surveys,First Semester,Undergraduate,6,In Person
STAT4029,Design of Experiments and Surveys,First Semester,Undergraduate,6,In Person
STAT7029,Design of Experiments and Surveys,First Semester,Postgraduate,6,In Person
STAT3012,Design of Experiments and Surveys,First Semester,Undergraduate,6,In Person
STAT7029,Design of Experiments and Surveys,First Semester,Postgraduate,6,In Person
POGO8063,Designing Public Policies and Programs,Winter Session,Postgraduate,6,In Person
ARCH8102,Designing Research in Archaeology,Second Semester,Postgraduate,6,In Person
REGN8016,"Deterrence, Sentencing and the Death Penalty",,Postgraduate,6,In Person
ARTV3028,Developing a Contemporary Craft Practice,First Semester,Undergraduate,6,In Person
POGO8070,Developing and Implementing Industry Policy,,Postgraduate,6,In Person
POGO8095,Development Policy and Practice,,Postgraduate,6,In Person
ECON4409,Development Poverty & Famine,Second Semester,Undergraduate,6,In Person
ECON2900,Development Poverty and Famine,First Semester,Undergraduate,6,In Person
POGO8072,Development Theories and Themes,First Semester,Postgraduate,6,In Person
POLS2011,Development and Change,First Semester,Undergraduate,6,In Person
IDEC8031,Development and Environmental Planning in Developing Economies,First Semester,Postgraduate,6,In Person
ANTH8009,Development in Practice,First Semester,Postgraduate,6,In Person
PSYC2002,Developmental Psychology,First Semester,Undergraduate,6,In Person
LING2023,Dictionaries and Dictionary-Making,,Undergraduate,6,In Person
LING6023,Dictionaries and Dictionary-Making,,Postgraduate,6,In Person
MATH6205,Differential Geometry,First Semester,Postgraduate,6,In Person
ASTR8007,Diffuse Matter in the Universe,,Postgraduate,6,In Person
ASTR4017,Diffuse Matter in the Universe,,Undergraduate,6,In Person
ASIA3032,Digital Asia: Technology and Society,First Semester,Undergraduate,6,In Person
ENGN3226,Digital Communications,First Semester,Undergraduate,6,In Person
ENGN6626,Digital Communications,First Semester,Postgraduate,6,In Person
ANUC1113,Digital Culture: Being Human in the Information Age,First Semester,Undergraduate,6,In Person
HUMN1001,Digital Culture: Being Human in the Information Age,First Semester,Undergraduate,6,In Person
DESN2001,Digital Form and Fabrication,Second Semester,Undergraduate,6,In Person
DESN6001,Digital Form and Fabrication,Second Semester,Postgraduate,6,In Person
HUMN8030,Digital Humanities and Public Culture Research Project,First Semester/Second Semester,Postgraduate,6,In Person
HUMN8031,Digital Humanities and Public Culture Research Project (Advanced),First Semester/Second Semester,Postgraduate,12,In Person
HUMN6003,Digital Humanities: Methods and Practices,First Semester,Postgraduate,6,In Person
HUMN3001,Digital Humanities: Methods and Practices,First Semester,Undergraduate,6,In Person
HUMN2001,Digital Humanities: Theories and Projects,Second Semester,Undergraduate,6,In Person
HUMN6001,Digital Humanities: Theories and Projects,Second Semester,Postgraduate,6,In Person
MKTG7028,Digital Marketing Communications,Second Semester,Postgraduate,6,In Person
LEGM8076,Digital Media and Communication Law and Practice,,Postgraduate,6,In Person
LEGM8076,Digital Media and Communication Law and Practice,,Postgraduate,6,In Person
ENGN4537,Digital Signal Processing,First Semester,Undergraduate,6,In Person
ENGN6537,Digital Signal Processing,First Semester,Postgraduate,6,In Person
INFS8205,"Digital Strategy, Executive and Operations",First Semester,Postgraduate,6,In Person
ENGN3213,Digital Systems and Microprocessors,First Semester,Undergraduate,6,In Person
ENGN6213,Digital Systems and Microprocessors,First Semester,Postgraduate,6,In Person
INFS7040,Digital Transformation,First Semester/Second Semester,Postgraduate,6,In Person
DIPL8015,Diplomacy Internship,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Postgraduate,6,In Person
DIPL8018,Diplomacy Research Project,,Postgraduate,12,In Person
DIPL8006,"Diplomacy, Politics and the United Nations",,Postgraduate,6,In Person
DIPL8009,Diplomacy: from cuneiform clay to digital tablets,Second Semester,Postgraduate,6,Online
CHMD8001,"Directed Readings in Culture, Health and Medicine",First Semester/Second Semester,Postgraduate,6,In Person
ARAB3007,Directed Study Project (Arabic),Second Semester,Undergraduate,6,In Person
ARAB6509,Directed Study Project (Arabic),Second Semester,Postgraduate,6,In Person
EMDV8124,Disaster Risk Reduction and Management,Second Semester,Postgraduate,6,In Person
ASIA8048,Disasters and Epidemics in Asia and the Pacific,Second Semester,Postgraduate,6,In Person
ENGN1211,Discovering Engineering,First Semester,Undergraduate,6,In Person
EXTN1005A,Discovering Engineering A,Autumn Session,Undergraduate,0,In Person
EXTN1005B,Discovering Engineering B,Autumn Session,Undergraduate,6,In Person
ANUC1005,Discrete Mathematical Models,First Semester/Second Semester,Undergraduate,6,In Person
MATH6005,Discrete Mathematical Models,First Semester,Postgraduate,6,In Person
MATH1005,Discrete Mathematical Models,First Semester,Undergraduate,6,In Person
NSPO8013,"Disease, Security and Biological Weapons",Winter Session,Postgraduate,6,In Person
LAWS8116,Dispute Management,,Postgraduate,6,In Person
CRIM3005,Diversity and Crime: Equality in the Criminal Justice System,First Semester,Undergraduate,6,In Person
BIOL1009,Diversity of Life,Second Semester,Undergraduate,6,In Person
FINM8018,Doctoral Studies in Asset Pricing,Second Semester,Postgraduate,6,In Person
FINM8020,Doctoral Studies in Asset Pricing 2,First Semester,Postgraduate,6,In Person
FINM8019,Doctoral Studies in Corporate Finance,Second Semester,Postgraduate,6,In Person
FINM8021,Doctoral Studies in Corporate Finance Empirical,First Semester,Postgraduate,6,In Person
COMP4650,Document Analysis,Second Semester,Undergraduate,6,In Person
COMP6490,Document Analysis,Autumn Session/Second Semester,Postgraduate,6,In Person
CRIM2001,Doing Criminology: Research and Practice in Crime and Criminal Justice,Second Semester,Undergraduate,6,In Person
CRIM6007,Doing Criminology: Research and Practice in Crime and Criminal Justice,Second Semester,Postgraduate,6,In Person
ANTH2067,Doing Ethnography: Practicum on Applied Anthropology,Second Semester,Undergraduate,6,In Person
ANTH8059,Doing Ethnography: Research practicum on applied anthropology,Second Semester,Postgraduate,6,In Person
ANTH6138,Doing Medical Anthropology,,Postgraduate,6,In Person
ANTH2138,Doing Medical Anthropology,,Undergraduate,6,In Person
EMDV8081,Domestic Climate Change Policy and Economics,Summer Session,Postgraduate,6,In Person
ARTV1703,Drawing into Print : Etching and Relief,First Semester,Undergraduate,6,In Person
ARTV6703,Drawing into Print: Etching and Relief,First Semester,Postgraduate,6,In Person
ARTV1704,Drawing into Print: Screen Printing and Stencils,Second Semester,Undergraduate,6,In Person
ARTV6704,Drawing into Print: Screen Printing and Stencils,Second Semester,Postgraduate,6,In Person
DESN6004,Dynamic Design and Generative Systems,,Postgraduate,6,In Person
DESN2004,Dynamic Design and Generative Systems,,Undergraduate,6,In Person
EMSC3034,"Dynamic Earth: Plates, Plumes and Mantle Convection",Second Semester,Undergraduate,6,In Person
EMSC6034,"Dynamic Earth: Plates, Plumes and Mantle Convection",Second Semester,Postgraduate,6,In Person
ENGN2229,Dynamics and Simulation,,Undergraduate,6,In Person
BUSI2023,Dynamics of Asian Business,Second Semester,Undergraduate,6,In Person
BUSI2022,Dynamics of Business in the Americas,,Undergraduate,6,In Person
BUSI2024,Dynamics of Business in the Middle East,First Semester,Undergraduate,6,In Person
BUSI2034,Dynamics of European Business,First Semester,Undergraduate,6,In Person
MEAS8112,Dynamics of Israeli-Palestinian Conflict,First Semester,Postgraduate,6,In Person
MEAS4112,Dynamics of Israeli-Palestinian Conflict,First Semester,Undergraduate,6,In Person
MKTG2032,E-Marketing,,Undergraduate,6,In Person
EMSC6008,EARTH: The Chemistry and Physics of our Planet,Second Semester,Postgraduate,6,In Person
EMSC1008,EARTH: The Chemistry and Physics of our Planet,Second Semester,Undergraduate,6,In Person
EMSC8030,Earth Science Research Project,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester,Postgraduate,6,In Person
EMSC8032,Earth Science Research Proposal & Presentation,First Semester/Second Semester,Postgraduate,6,In Person
EMSC4005,Earth and Marine Sciences Honours Thesis,First Semester/Second Semester,Undergraduate,3,In Person
ENVS6514,Ecological Assessment and Management,Second Semester,Postgraduate,6,In Person
ENVS3014,Ecological Assessment and Management,Second Semester,Undergraduate,6,In Person
EMDV8012,Ecological Economics and Policy,First Semester,Postgraduate,6,In Person
BIOL6109,Ecological and Evolutionary Developmental Biology,First Semester,Postgraduate,6,In Person
BIOL3109,Ecological and Evolutionary Developmental Biology,First Semester,Undergraduate,6,In Person
BIOL2131,Ecology,First Semester,Undergraduate,6,In Person
BIOL6004,Ecology,First Semester,Postgraduate,6,In Person
EMET8005,Econometric Methods and Modelling,First Semester/Second Semester,Postgraduate,6,In Person
IDEC8017,Econometric Techniques,Second Semester,Postgraduate,6,In Person
EMET4007,Econometrics I: Econometric Methods,First Semester,Undergraduate,6,In Person
EMET2007,Econometrics I: Econometric Methods,First Semester,Undergraduate,6,In Person
EMET4007,Econometrics I: Econometric Methods,First Semester,Undergraduate,6,In Person
EMET6007,Econometrics I: Econometric Methods,First Semester,Postgraduate,6,In Person
EMET6007,Econometrics I: Econometric Methods,First Semester,Postgraduate,6,In Person
EMET6008,Econometrics II: Econometric Modelling,Second Semester,Postgraduate,6,In Person
EMET3004,Econometrics II: Econometric Modelling,Second Semester,Undergraduate,6,In Person
ECON8180,Economic Analysis of the Digital Economy,First Semester,Postgraduate,6,In Person
ECON2080,Economic Analysis of the Digital Economy,First Semester,Undergraduate,6,In Person
IDEC8022,Economic Development,Second Semester,Postgraduate,6,In Person
ECON8075,Economic Evaluation of Health Programs,,Postgraduate,6,In Person
