code,title,credit,location,area
BIOC3111,Molecular Biology of Proteins,6,Sydney,Biochemistry
BIOC3261,Human Biochemistry,6,Sydney,Biochemistry
BIOC3271,Molecular Cell Biology 2,6,Sydney,Biochemistry
BIOC3671,Molecular Cell Biology 2 (Advanced),6,Sydney,Biochemistry
BIOC8608,Biochemistry Research Thesis Full-Time,12,Sydney,Biochemistry
BIOC8618,Part-Time Research Thesis Biochemistry,6,Sydney,Biochemistry
BIOM1010,Engineering in Medicine and Biology,6,Sydney,Biomedical Engineering
BIOM2451,Biomechanics for Sports Scientists,6,Sydney,Biomedical Engineering
BIOM4951,Research Thesis A,4,Sydney,Biomedical Engineering
BIOM4952,Research Thesis B,4,Sydney,Biomedical Engineering
BIOM4953,Research Thesis C,4,Sydney,Biomedical Engineering
BIOM5951,Thesis Part B (Computer Science Engineering),6,Sydney,Biomedical Engineering
BIOM9020,Masters Project A,6,Sydney,Biomedical Engineering
BIOM9021,Masters Project B,6,Sydney,Biomedical Engineering
BIOM9027,Medical Imaging,6,Sydney,Biomedical Engineering
BIOM9311,Mass Transfer in Medicine,6,Sydney,Biomedical Engineering
BIOM9332,Biocompatibility,6,Sydney,Biomedical Engineering
BIOM9333,Cellular and Tissue Engineering,6,Sydney,Biomedical Engineering
BIOM9410,Regulatory Requirements of Biomedical Technology,6,Sydney,Biomedical Engineering
BIOM9420,Clinical Laboratory Science,6,Sydney,Biomedical Engineering
BIOM9450,Biomedical and Health Informatics,6,Sydney,Biomedical Engineering
BIOM9541,Mechanics of the Human Body,6,Sydney,Biomedical Engineering
BIOM9551,Biomechanics of Physical Rehabilitation,6,Sydney,Biomedical Engineering
BIOM9561,Mechanical Properties of Biomaterials,6,Sydney,Biomedical Engineering
BIOM9621,Biological Signal Analysis,6,Sydney,Biomedical Engineering
BIOM9640,Biomedical instrumentation,6,Sydney,Biomedical Engineering
BIOM9650,Biosensors and Transducers,6,Sydney,Biomedical Engineering
BIOM9660,Bionics and Neuromodulation,6,Sydney,Biomedical Engineering
BIOM9701,Dynamics of the Cardiovascular System,6,Sydney,Biomedical Engineering
BIOM9711,"Modelling Organs, Tissues and Devices",6,Sydney,Biomedical Engineering
BIOM9914,Masters Project,12,Sydney,Biomedical Engineering
BIOM9020,Masters Project A,6,Sydney,Biomedical Engineering
BIOM9021,Masters Project B,6,Sydney,Biomedical Engineering
BIOM9027,Medical Imaging,6,Sydney,Biomedical Engineering
BIOM9311,Mass Transfer in Medicine,6,Sydney,Biomedical Engineering
BIOM9332,Biocompatibility,6,Sydney,Biomedical Engineering
BIOM9333,Cellular and Tissue Engineering,6,Sydney,Biomedical Engineering
BIOM9410,Regulatory Requirements of Biomedical Technology,6,Sydney,Biomedical Engineering
BIOM9420,Clinical Laboratory Science,6,Sydney,Biomedical Engineering
BIOM9450,Biomedical and Health Informatics,6,Sydney,Biomedical Engineering
BIOM9541,Mechanics of the Human Body,6,Sydney,Biomedical Engineering
BIOM9551,Biomechanics of Physical Rehabilitation,6,Sydney,Biomedical Engineering
BIOM9561,Mechanical Properties of Biomaterials,6,Sydney,Biomedical Engineering
BIOM9621,Biological Signal Analysis,6,Sydney,Biomedical Engineering
BIOM9640,Biomedical instrumentation,6,Sydney,Biomedical Engineering
BIOM9650,Biosensors and Transducers,6,Sydney,Biomedical Engineering
BIOM9660,Bionics and Neuromodulation,6,Sydney,Biomedical Engineering
BIOM9701,Dynamics of the Cardiovascular System,6,Sydney,Biomedical Engineering
BIOM9711,"Modelling Organs, Tissues and Devices",6,Sydney,Biomedical Engineering
BIOM9914,Masters Project,12,Sydney,Biomedical Engineering
BIOM9001,Biomedical Engineering Research Thesis Full-Time,12,Sydney,Biomedical Engineering
BIOM9002,Research Thesis Biomedical Engineering Part-Time,6,Sydney,Biomedical Engineering
BIOS1101,Evolutionary and Functional Biology,6,Sydney,Biological Science
BIOS1301,"Ecology, Sustainability and Environmental Science",6,Sydney,Biological Science
BIOS2011,Evolutionary and Physiological Ecology,6,Sydney,Biological Science
BIOS2031,Biology of Invertebrates,6,Sydney,Biological Science
BIOS2051,Flowering Plants,6,Sydney,Biological Science
BIOS2061,Vertebrate Zoology,6,Sydney,Biological Science
BIOS2123,Ecosystem Conservation and Management,6,Sydney,Biological Science
BIOS2500,Evolution and the Modern World,6,Sydney,Biological Science
BIOS3011,Animal Behaviour,6,Sydney,Biological Science
BIOS3061,Plant Ecology,6,Sydney,Biological Science
BIOS3081,Ocean to Estuarine Ecosystems,6,Sydney,Biological Science
BIOS3091,Marine and Aquatic Ecology,6,Sydney,Biological Science
BIOS3161,Life in Arid Lands,6,Sydney,Biological Science
BIOS3171,Evolution,6,Sydney,Biological Science
BIOS3221,Assembling the Tree of Life,6,Sydney,Biological Science
BIOS3601,Advanced Field Biology,6,Sydney,Biological Science
BIOS3681,Ocean to Estuarine Ecosystems (Advanced),6,Sydney,Biological Science
BIOS6671,Biodiversity and Conservation of Natural Resources,6,Sydney,Biological Science
BIOS6723,River Basin Ecosystem Management,6,Sydney,Biological Science
BIOS6671,Biodiversity and Conservation of Natural Resources,6,Sydney,Biological Science
BIOS0001,Full-Time Biological Sciences Research,12,Sydney,Biological Science
BIOS0002,Part-Time Biological Sciences Research,6,Sydney,Biological Science
BIOT8023,Full-Time Research Thesis Biotechnology,12,Sydney,Biotechnology
BIOT8033,(P/T) Research Thesis Biotechnology,6,Sydney,Biotechnology
BLDG0007,International Construction Study Trip,6,Sydney,Building
BLDG1011,Low Rise Building Construction,6,Sydney,Building
BLDG1012,Construction Materials,6,Sydney,Building
BLDG1013,Introduction to Construction Management and Property,6,Sydney,Building
BLDG1014,Building Measurement,6,Sydney,Building
BLDG1021,Industrial & Infrastructure Construction,6,Sydney,Building
BLDG1022,Building Structures,6,Sydney,Building
BLDG1023,Construction Project Management Theory,6,Sydney,Building
BLDG1024,Construction & Property Economics,6,Sydney,Building
BLDG2011,Building Services,6,Sydney,Building
BLDG2012,Construction and Property Law,6,Sydney,Building
BLDG2013,Construction Estimating,6,Sydney,Building
BLDG2021,High Rise Building Construction,6,Sydney,Building
BLDG2022,Procurement and Contract Administration,6,Sydney,Building
BLDG2023,Construction Planning,6,Sydney,Building
BLDG3011,Organisational and People Management in Construction,6,Sydney,Building
BLDG3012,"Risk, Health & Safety Management",6,Sydney,Building
BLDG3013,Digital Construction,6,Sydney,Building
BLDG3021,Property Development,6,Sydney,Building
BLDG3022,Construction Project Management Practice Capstone,6,Sydney,Building
BLDG3023,Construction Business Strategy and Entrepreneurship,6,Sydney,Building
BLDG4018,Building Appraisal and Land Economics,6,Sydney,Building
BLDG4019,Property and Asset Management,6,Sydney,Building
BLDG4020,Total Building Performance and Management,6,Sydney,Building
BLDG4022,Construction Cost Management,6,Sydney,Building
BLDG4023,Construction Value Management,6,Sydney,Building
BLDG4024,Business Intelligence & Data Analytics,6,Sydney,Building
BLDG4501,Thesis Foundation,6,Sydney,Building
BLDG4504,Thesis,12,Sydney,Building
CDEV1112,Creating Your Career: Employability for the Future,6,Sydney,Career Development
CDEV3000,Practice of Work,6,Sydney,Career Development
CEIC1000,Sustainable Product Engineering and Design,6,Sydney,Chem Eng and Industrial Chemistry
CEIC2000,Material and Energy Systems,6,Sydney,Chem Eng and Industrial Chemistry
CEIC2001,Fluid and Particle Mechanics,6,Sydney,Chem Eng and Industrial Chemistry
CEIC2002,Heat and Mass Transfer,6,Sydney,Chem Eng and Industrial Chemistry
CEIC2004,Industrial Chemistry for Chemical Engineers,6,Sydney,Chem Eng and Industrial Chemistry
CEIC2005,Chemical Reaction Engineering,6,Sydney,Chem Eng and Industrial Chemistry
CEIC2007,Chemical Engineering Lab A,6,Sydney,Chem Eng and Industrial Chemistry
CEIC2009,Material and Energy Balances in the Chemical Process Industry,6,Sydney,Chem Eng and Industrial Chemistry
CEIC3000,Process Modelling and Analysis,6,Sydney,Chem Eng and Industrial Chemistry
CEIC3001,Advanced Thermodynamics and Separation,6,Sydney,Chem Eng and Industrial Chemistry
CEIC3004,Process Equipment Design,6,Sydney,Chem Eng and Industrial Chemistry
CEIC3005,Process Plant Design,6,Sydney,Chem Eng and Industrial Chemistry
CEIC3006,Process Dynamics and Control,6,Sydney,Chem Eng and Industrial Chemistry
CEIC3007,Chemical Engineering Lab B,6,Sydney,Chem Eng and Industrial Chemistry
CEIC4000,Environment and Sustainability,6,Sydney,Chem Eng and Industrial Chemistry
CEIC4001,Process Design Project,12,Sydney,Chem Eng and Industrial Chemistry
CEIC4003,Thesis B,6,Sydney,Chem Eng and Industrial Chemistry
CEIC4005,Thesis,12,Sydney,Chem Eng and Industrial Chemistry
CEIC4007,Product Design Project Thesis A,6,Sydney,Chem Eng and Industrial Chemistry
CEIC4008,Product Design Project Thesis B,6,Sydney,Chem Eng and Industrial Chemistry
CEIC4951,Research Thesis A,4,Sydney,Chem Eng and Industrial Chemistry
CEIC4952,Research Thesis B,4,Sydney,Chem Eng and Industrial Chemistry
CEIC4953,Research Thesis C,4,Sydney,Chem Eng and Industrial Chemistry
CEIC6005,Fuel and Energy,6,Sydney,Chem Eng and Industrial Chemistry
CEIC6711,Complex Fluids Microstructure and Rheology,6,Sydney,Chem Eng and Industrial Chemistry
CEIC6712,Pharmaceutical Design and Engineering,6,Sydney,Chem Eng and Industrial Chemistry
CEIC6789,Data-driven Decision Making in Chemical Engineering and Food Science,6,Sydney,Chem Eng and Industrial Chemistry
CEIC8102,Advanced Process Control,6,Sydney,Chem Eng and Industrial Chemistry
CEIC8204,Topics in Business Management in Chemical Engineering,6,Sydney,Chem Eng and Industrial Chemistry
CEIC8341,Membrane Processes,6,Sydney,Chem Eng and Industrial Chemistry
CEIC6711,Complex Fluids Microstructure and Rheology,6,Sydney,Chem Eng and Industrial Chemistry
CEIC6712,Pharmaceutical Design and Engineering,6,Sydney,Chem Eng and Industrial Chemistry
CEIC6789,Data-driven Decision Making in Chemical Engineering and Food Science,6,Sydney,Chem Eng and Industrial Chemistry
CEIC8102,Advanced Process Control,6,Sydney,Chem Eng and Industrial Chemistry
CEIC8104,Topics in Polymer Technology,6,Sydney,Chem Eng and Industrial Chemistry
CEIC8105,Advanced Polymer Science and Research,6,Sydney,Chem Eng and Industrial Chemistry
CEIC8204,Topics in Business Management in Chemical Engineering,6,Sydney,Chem Eng and Industrial Chemistry
CEIC8205,Fuel and Energy Engineering,6,Sydney,Chem Eng and Industrial Chemistry
CEIC8330,Process Engineering in the Petroleum Industry,6,Sydney,Chem Eng and Industrial Chemistry
CEIC8341,Membrane Processes,6,Sydney,Chem Eng and Industrial Chemistry
CEIC9003,Advanced Thesis B,12,Sydney,Chem Eng and Industrial Chemistry
CEIC9005,Advanced Thesis,18,Sydney,Chem Eng and Industrial Chemistry
CEIC9951,Advanced Research Thesis A,6,Sydney,Chem Eng and Industrial Chemistry
CEIC9952,Advanced Research Thesis B,6,Sydney,Chem Eng and Industrial Chemistry
CEIC9953,Advanced Research Thesis C,6,Sydney,Chem Eng and Industrial Chemistry
CEIC5001,Research Thesis Chemical Engineering and Industrial Chemistry Full-Time,12,Sydney,Chem Eng and Industrial Chemistry
CEIC5002,Research Thesis Chemical Engineering and Industrial Chemistry Part-Time,6,Sydney,Chem Eng and Industrial Chemistry
CHEM1001,Introductory Chemistry,6,Sydney,Chemistry
CHEM1011,"Chemistry 1A: Atoms, Molecules and Energy",6,Sydney,Chemistry
CHEM1021,"Chemistry 1B: Elements, Compounds and Life",6,Sydney,Chemistry
CHEM1031,"Higher Chemistry 1A: Atoms, Molecules and Energy",6,Sydney,Chemistry
CHEM1041,"Higher Chemistry 1B: Elements, Compounds and Life",6,Sydney,Chemistry
CHEM1051,"Higher Chemistry 1A (Medicinal): Atoms, Molecules and Energy",6,Sydney,Chemistry
CHEM1061,"Higher Chemistry 1B (Medicinal): Elements, Compounds and Life",6,Sydney,Chemistry
CHEM1151,Introductory Medicinal Chemistry,6,Sydney,Chemistry
CHEM1811,Engineering Chemistry 1A,6,Sydney,Chemistry
CHEM1821,Engineering Chemistry 1B,6,Sydney,Chemistry
CHEM1829,Biological Chemistry for Optometry Students,6,Sydney,Chemistry
CHEM1831,Chemistry for Exercise Physiology,6,Sydney,Chemistry
CHEM2011,"Physical Chemistry: Molecules, Energy and Change",6,Sydney,Chemistry
CHEM2021,Organic Chemistry: Mechanisms and Biomolecules,6,Sydney,Chemistry
CHEM2031,Inorganic Chemistry: The Elements,6,Sydney,Chemistry
CHEM2041,Analytical Chemistry: Essential Methods,6,Sydney,Chemistry
CHEM2921,Food Chemistry,6,Sydney,Chemistry
CHEM2999,Special Project in Chemistry,6,Sydney,Chemistry
CHEM3011,Quantum Nature of Molecules - from Earth to Space,6,Sydney,Chemistry
CHEM3021,Organic Chemistry: Modern Synthetic Strategies,6,Sydney,Chemistry
CHEM3031,Inorganic Chemistry: Transition Metals and Complexes,6,Sydney,Chemistry
CHEM3051,Medicinal Organic Chemistry,6,Sydney,Chemistry
CHEM3061,Chemistry of Materials,6,Sydney,Chemistry
CHEM3071,"The Chemistry of Catalysis, Systems and Biology",6,Sydney,Chemistry
CHEM3901,Environmental Toxicology,6,Sydney,Chemistry
CHEM3998,Advanced Special Project in Chemistry,6,Sydney,Chemistry
CHEM4501,Chemistry Project Proposal and Research Skills,6,Sydney,Chemistry
CHEM4502,Chemistry Honours Coursework,6,Sydney,Chemistry
CHEM4503,Medicinal Chemistry Honours Coursework,6,Sydney,Chemistry
CHEM4506,Chemistry Honours Project,6,Sydney,Chemistry
CHEM4512,Chemistry Honours Project,12,Sydney,Chemistry
CHEM4518,Chemistry Honours Project 18 UOC,18,Sydney,Chemistry
CHEM6041,Advanced Instrumental Analysis,6,Sydney,Chemistry
CHEM6041,Advanced Instrumental Analysis,6,Sydney,Chemistry
CHEM7001,Chemical Safety & Legislation,6,Sydney,Chemistry
CHEM7119,Research Skills,6,Sydney,Chemistry
CHEM7998,Special Project in Chemistry,6,Sydney,Chemistry
CHEM9003,Research Thesis Chemistry Full-Time,12,Sydney,Chemistry
CHEM9103,Research Thesis Chemistry Part-Time,6,Sydney,Chemistry
CHEN6701,Advanced Reaction Engineering,6,Sydney,Chemical Engineering
CHEN6703,Advanced Particle Systems Engineering,6,Sydney,Chemical Engineering
CHEN6706,Advanced Transport Phenomena,6,Sydney,Chemical Engineering
CHEN6701,Advanced Reaction Engineering,6,Sydney,Chemical Engineering
CHEN6703,Advanced Particle Systems Engineering,6,Sydney,Chemical Engineering
CHEN6706,Advanced Transport Phenomena,6,Sydney,Chemical Engineering
CLIM1001,Introduction to Climate Change,6,Sydney,Climate Science
CLIM2001,Fundamentals of Atmospheric Science,6,Sydney,Climate Science
CLIM2002,Risks and Impacts of a Changing Climate,6,Sydney,Climate Science
CLIM3001,Climate Systems Science,6,Sydney,Climate Science
CLIM0001,Full-Time Climate Science Research,12,Sydney,Climate Science
CLIM0002,Part-Time Climate Science Research,6,Sydney,Climate Science
CODE1110,Computational Design Theory 1,6,Sydney,Computational Design
CODE1161,Design Computing,6,Sydney,Computational Design
CODE1210,Computational Design Theory 2,6,Sydney,Computational Design
CODE1231,Ubiquitous Cities,6,Sydney,Computational Design
CODE1234,Urban Data,6,Sydney,Computational Design
CODE1240,Computational Design 2 (Intermediate),6,Sydney,Computational Design
CODE2120,Building Data,6,Sydney,Computational Design
CODE2121,Computational Design 3 (Advanced),6,Sydney,Computational Design
CODE2132,Computational Design Studio IV (Proficiency),6,Sydney,Computational Design
CODE2170,Building Information Modelling,6,Sydney,Computational Design
CODE2210,Philosophy of Technology,6,Sydney,Computational Design
CODE2230,Human Machine Interaction,6,Sydney,Computational Design
CODE2250,Advanced Digital Fabrication,6,Sydney,Computational Design
CODE2270,Design Information Management,6,Sydney,Computational Design
CODE3100,Digital Collaboration Studio,6,Sydney,Computational Design
CODE3201,Graduation Project: Theory,6,Sydney,Computational Design
CODE3202,Graduation Project: Practice,6,Sydney,Computational Design
CODE4100,Critical Review of the Literature,12,Sydney,Computational Design
CODE4200,Honours Thesis,18,Sydney,Computational Design
COMD5000,"NGOs, Civil Society and Development",6,Sydney,Comparative Development
COMD5001,International Development Policy,6,Sydney,Comparative Development
COMD5002,"Development, Human Rights and Global Health",6,Sydney,Comparative Development
COMD5004,Climate Change Adaptation & Development,6,Sydney,Comparative Development
COMM1000,Creating Social Change: From Innovation to Impact,6,Sydney,Commerce
COMM1040,Entrepreneurial Ecosystems,6,Sydney,Commerce
COMM1822,Introduction to Databases for Business Analytics,6,Sydney,Commerce
COMM2050,Data Use and Misuse,6,Sydney,Commerce
COMM2222,Industry Experience Program,6,Sydney,Commerce
COMM2233,Industry Consulting Project,6,Sydney,Commerce
COMM3020,Global Business Practicum,6,Sydney,Commerce
COMM3030,Social Entrepreneurship Practicum,6,Sydney,Commerce
COMM3101,Industry Experience Placement 1,6,Sydney,Commerce
COMM3202,Industry Experience Placement 2,6,Sydney,Commerce
COMM3303,Industry Experience Placement 3,6,Sydney,Commerce
COMM5005,Quantitative Methods for Business,6,Sydney,Commerce
COMM5008,Enterprise Skills,6,Sydney,Commerce
COMM5010,"Strategy, Marketing and Management",6,Sydney,Commerce
COMM5011,Data Analysis for Business,6,Sydney,Commerce
COMM5020,Global Business Practicum,6,Sydney,Commerce
COMM5030,Social Entrepreneurship Practicum,6,Sydney,Commerce
COMM5040,Entrepreneurial Ecosystems,6,Sydney,Commerce
COMM5201,Social Enterprise: Doing Business for Social Good,6,Sydney,Commerce
COMM5202,Social and Environmental Sustainability,6,Sydney,Commerce
COMM5203,Social and Environmental Outcomes Measurement,6,Sydney,Commerce
COMM5204,Investing for Local and Global Impact,6,Sydney,Commerce
COMM5205,Leading Change for Sustainability,6,Sydney,Commerce
COMM5615,Systems Thinking and Business Dynamics,6,Sydney,Commerce
COMM5701,Social Impact,6,Sydney,Commerce
COMM5703,Social Impact Investment,6,Sydney,Commerce
COMM5704,Demonstrating Social Impact,6,Sydney,Commerce
COMM5706,Design for Social Innovation,6,Sydney,Commerce
COMM5707,Social Impact Field Project,6,Sydney,Commerce
COMM5709,Corporate Responsibility and Accountability,6,Sydney,Commerce
COMM5710,Creating Shared Value,6,Sydney,Commerce
COMM5713,Collaboration for Social Impact,6,Sydney,Commerce
COMM5714,Social Impact Capstone,6,Sydney,Commerce
COMM5902,Leadership for Social Impact,6,Sydney,Commerce
COMM8100,Foundations of Business Research,6,Sydney,Commerce
COMM8101,Statistical Methods for Business Research,6,Sydney,Commerce
COMM8102,Econometric Analysis,6,Sydney,Commerce
COMM8103,Business Research Project Seminar,6,Sydney,Commerce
COMM8001,Introduction to Qualitative Research Design and Methods,6,Sydney,Commerce
COMM8003,Advanced Qualitative Research Design and Methods,6,Sydney,Commerce
COMP1000,"Introduction to World Wide Web, Spreadsheets and Databases",6,Sydney,Computer Science
COMP1511,Programming Fundamentals,6,Sydney,Computer Science
COMP1521,Computer Systems Fundamentals,6,Sydney,Computer Science
COMP1531,Software Engineering Fundamentals,6,Sydney,Computer Science
COMP1911,Computing 1A,6,Sydney,Computer Science
COMP2041,Software Construction: Techniques and Tools,6,Sydney,Computer Science
COMP2111,System Modelling and Design,6,Sydney,Computer Science
COMP2121,Microprocessors and Interfacing,6,Sydney,Computer Science
COMP2511,Object-Oriented Design and Programming,6,Sydney,Computer Science
COMP2521,Data Structures and Algorithms,6,Sydney,Computer Science
COMP3121,Algorithms and Programming Techniques,6,Sydney,Computer Science
COMP3131,Programming Languages and Compilers,6,Sydney,Computer Science
COMP3141,Software System Design and Implementation,6,Sydney,Computer Science
COMP3151,Foundations of Concurrency,6,Sydney,Computer Science
COMP3153,Algorithmic Verification,6,Sydney,Computer Science
COMP3161,Concepts of Programming Languages,6,Sydney,Computer Science
COMP3211,Computer Architecture,6,Sydney,Computer Science
COMP3222,Digital Circuits and Systems,6,Sydney,Computer Science
COMP3231,Operating Systems,6,Sydney,Computer Science
COMP3311,Database Systems,6,Sydney,Computer Science
COMP3331,Computer Networks and Applications,6,Sydney,Computer Science
COMP3411,Artificial Intelligence,6,Sydney,Computer Science
COMP3431,Robotic Software Architecture,6,Sydney,Computer Science
COMP3511,Human Computer Interaction,6,Sydney,Computer Science
COMP3601,Design Project A,6,Sydney,Computer Science
COMP3821,Extended Algorithms and Programming Techniques,6,Sydney,Computer Science
COMP3891,Extended Operating Systems,6,Sydney,Computer Science
COMP3900,Computer Science Project,6,Sydney,Computer Science
COMP3901,Special Project A,6,Sydney,Computer Science
COMP3902,Special Project B,12,Sydney,Computer Science
COMP4121,Advanced and Parallel Algorithms,6,Sydney,Computer Science
COMP4128,Programming Challenges,6,Sydney,Computer Science
COMP4141,Theory of Computation,6,Sydney,Computer Science
COMP4161,Advanced Topics in Software Verification,6,Sydney,Computer Science
COMP4336,Mobile Data Networking,6,Sydney,Computer Science
COMP4337,Securing Fixed and Wireless Networks,6,Sydney,Computer Science
COMP4418,Knowledge Representation and Reasoning,6,Sydney,Computer Science
COMP4511,User Interface Design and Construction,6,Sydney,Computer Science
COMP4601,Design Project B,6,Sydney,Computer Science
COMP4920,Management and Ethics,6,Sydney,Computer Science
COMP4951,Research Thesis A,4,Sydney,Computer Science
COMP4952,Research Thesis B,4,Sydney,Computer Science
COMP4953,Research Thesis C,4,Sydney,Computer Science
COMP4961,Computer Science Thesis A,6,Sydney,Computer Science
COMP4962,Computer Science Thesis B,6,Sydney,Computer Science
COMP4963,Computer Science Thesis C,6,Sydney,Computer Science
COMP6324,Internet of Things Service Design and Engineering,6,Sydney,Computer Science
COMP6441,Security Engineering and Cyber Security,6,Sydney,Computer Science
COMP6443,Web Application Security and Testing,6,Sydney,Computer Science
COMP6445,Digital Forensics,6,Sydney,Computer Science
COMP6447,System and Software Security Assessment,6,Sydney,Computer Science
COMP6448,Security Engineering Masterclass,6,Sydney,Computer Science
COMP6451,Cryptocurrency and Distributed Ledger Technologies,6,Sydney,Computer Science
COMP6452,Software Architecture for Blockchain Applications,6,Sydney,Computer Science
COMP6714,Information Retrieval and Web Search,6,Sydney,Computer Science
COMP6721,(In-)Formal Methods: The Lost Art,6,Sydney,Computer Science
COMP6733,Internet of Things Experimental Design Studio,6,Sydney,Computer Science
COMP6741,Parameterized and Exact Computation,6,Sydney,Computer Science
COMP6752,Modelling Concurrent Systems,6,Sydney,Computer Science
COMP6771,Advanced C++ Programming,6,Sydney,Computer Science
COMP6841,Extended Security Engineering and Cyber Security,6,Sydney,Computer Science
COMP6843,Extended Web Application Security and Testing,6,Sydney,Computer Science
COMP6845,Extended Digital Forensics and Incident Response,6,Sydney,Computer Science
COMP9242,Advanced Operating Systems,6,Sydney,Computer Science
COMP9243,Distributed Systems,6,Sydney,Computer Science
COMP9301,Cyber Security Project,6,Sydney,Computer Science
COMP9302,Cyber Security Project B,12,Sydney,Computer Science
COMP9315,Database Systems Implementation,6,Sydney,Computer Science
COMP9318,Data Warehousing and Data Mining,6,Sydney,Computer Science
COMP9319,Web Data Compression and Search,6,Sydney,Computer Science
COMP9321,Data Services Engineering,6,Sydney,Computer Science
COMP9322,Software Service Design and Engineering,6,Sydney,Computer Science
COMP9323,Software as a Service Project,6,Sydney,Computer Science
COMP9332,Network Routing and Switching,6,Sydney,Computer Science
COMP9417,Machine Learning and Data Mining,6,Sydney,Computer Science
COMP9418,Advanced Topics in Statistical Machine Learning,6,Sydney,Computer Science
COMP9444,Neural Networks and Deep Learning,6,Sydney,Computer Science
COMP9447,Security Engineering Workshop,6,Sydney,Computer Science
COMP9517,Computer Vision,6,Sydney,Computer Science
COMP9844,Extended Neural Networks and Deep Learning,6,Sydney,Computer Science
COMP4121,Advanced and Parallel Algorithms,6,Sydney,Computer Science
COMP4141,Theory of Computation,6,Sydney,Computer Science
COMP4161,Advanced Topics in Software Verification,6,Sydney,Computer Science
COMP4418,Knowledge Representation and Reasoning,6,Sydney,Computer Science
COMP4511,User Interface Design and Construction,6,Sydney,Computer Science
COMP6324,Internet of Things Service Design and Engineering,6,Sydney,Computer Science
COMP6441,Security Engineering and Cyber Security,6,Sydney,Computer Science
COMP6443,Web Application Security and Testing,6,Sydney,Computer Science
COMP6445,Digital Forensics,6,Sydney,Computer Science
COMP6447,System and Software Security Assessment,6,Sydney,Computer Science
COMP6448,Security Engineering Masterclass,6,Sydney,Computer Science
COMP6451,Cryptocurrency and Distributed Ledger Technologies,6,Sydney,Computer Science
COMP6452,Software Architecture for Blockchain Applications,6,Sydney,Computer Science
COMP6714,Information Retrieval and Web Search,6,Sydney,Computer Science
COMP6733,Internet of Things Experimental Design Studio,6,Sydney,Computer Science
COMP6741,Parameterized and Exact Computation,6,Sydney,Computer Science
COMP6752,Modelling Concurrent Systems,6,Sydney,Computer Science
COMP6771,Advanced C++ Programming,6,Sydney,Computer Science
COMP6841,Extended Security Engineering and Cyber Security,6,Sydney,Computer Science
COMP6843,Extended Web Application Security and Testing,6,Sydney,Computer Science
COMP6845,Extended Digital Forensics and Incident Response,6,Sydney,Computer Science
COMP9020,Foundations of Computer Science,6,Sydney,Computer Science
COMP9021,Principles of Programming,6,Sydney,Computer Science
COMP9024,Data Structures and Algorithms,6,Sydney,Computer Science
COMP9032,Microprocessors and Interfacing,6,Sydney,Computer Science
COMP9044,Software Construction: Techniques and Tools,6,Sydney,Computer Science
COMP9101,Design and Analysis of Algorithms,6,Sydney,Computer Science
COMP9102,Programming Languages and Compilers,6,Sydney,Computer Science
COMP9153,Algorithmic Verification,6,Sydney,Computer Science
COMP9154,Foundations of Concurrency,6,Sydney,Computer Science
COMP9201,Operating Systems,6,Sydney,Computer Science
COMP9211,Computer Architecture,6,Sydney,Computer Science
COMP9222,Digital Circuits and Systems,6,Sydney,Computer Science
COMP9242,Advanced Operating Systems,6,Sydney,Computer Science
COMP9243,Distributed Systems,6,Sydney,Computer Science
COMP9283,Extended Operating Systems,6,Sydney,Computer Science
COMP9301,Cyber Security Project,6,Sydney,Computer Science
COMP9302,Cyber Security Project B,12,Sydney,Computer Science
COMP9311,Database Systems,6,Sydney,Computer Science
COMP9315,Database Systems Implementation,6,Sydney,Computer Science
COMP9318,Data Warehousing and Data Mining,6,Sydney,Computer Science
COMP9319,Web Data Compression and Search,6,Sydney,Computer Science
COMP9321,Data Services Engineering,6,Sydney,Computer Science
COMP9322,Software Service Design and Engineering,6,Sydney,Computer Science
COMP9323,Software as a Service Project,6,Sydney,Computer Science
COMP9331,Computer Networks and Applications,6,Sydney,Computer Science
COMP9332,Network Routing and Switching,6,Sydney,Computer Science
COMP9336,Mobile Data Networking,6,Sydney,Computer Science
COMP9337,Securing Fixed and Wireless Networks,6,Sydney,Computer Science
COMP9414,Artificial Intelligence,6,Sydney,Computer Science
COMP9417,Machine Learning and Data Mining,6,Sydney,Computer Science
COMP9418,Advanced Topics in Statistical Machine Learning,6,Sydney,Computer Science
COMP9434,Robotic Software Architecture,6,Sydney,Computer Science
COMP9444,Neural Networks and Deep Learning,6,Sydney,Computer Science
COMP9447,Security Engineering Workshop,6,Sydney,Computer Science
COMP9511,Human Computer Interaction,6,Sydney,Computer Science
COMP9517,Computer Vision,6,Sydney,Computer Science
COMP9596,Research Project,12,Sydney,Computer Science
COMP9801,Extended Design and Analysis of Algorithms,6,Sydney,Computer Science
COMP9814,Extended Artificial Intelligence,6,Sydney,Computer Science
COMP9844,Extended Neural Networks and Deep Learning,6,Sydney,Computer Science
COMP9900,Information Technology Project,6,Sydney,Computer Science
COMP9945,Research Project,18,Sydney,Computer Science
COMP9991,Research Project A,6,Sydney,Computer Science
COMP9992,Research Project B,6,Sydney,Computer Science
COMP9993,Research Project C,12,Sydney,Computer Science
CONS0002,Management of Construction Organisations,6,Sydney,Construction Management
CONS0005,Construction Informatics,6,Sydney,Construction Management
CONS0009,Construction Planning and Control,6,Sydney,Construction Management
