code,title,credit,location,area
MATH2089,Numerical Methods and Statistics,6,Sydney,Mathematics
MATH2099,Mathematics 2B,6,Sydney,Mathematics
MATH2111,Higher Several Variable Calculus,6,Sydney,Mathematics
MATH2121,Theory and Applications of Differential Equations,6,Sydney,Mathematics
MATH2221,Higher Theory and Applications of Differential Equations,6,Sydney,Mathematics
MATH2241,Introduction to Atmosphere and Ocean Dynamics,6,Sydney,Mathematics
MATH2301,Mathematical Computing,6,Sydney,Mathematics
MATH2399,Advanced Mathematics Internship 2 (Co-Op),6,Sydney,Mathematics
MATH2400,Finite Mathematics,3,Sydney,Mathematics
MATH2501,Linear Algebra,6,Sydney,Mathematics
MATH2521,Complex Analysis,6,Sydney,Mathematics
MATH2601,Higher Linear Algebra,6,Sydney,Mathematics
MATH2621,Higher Complex Analysis,6,Sydney,Mathematics
MATH2701,Abstract Algebra and Fundamental Analysis,6,Sydney,Mathematics
MATH2801,Theory of Statistics,6,Sydney,Mathematics
MATH2831,Linear Models,6,Sydney,Mathematics
MATH2859,"Probability, Statistics and Information",3,Sydney,Mathematics
MATH2871,Data Management for Statistical Analysis,6,Sydney,Mathematics
MATH2901,Higher Theory of Statistics,6,Sydney,Mathematics
MATH2931,Higher Linear Models,6,Sydney,Mathematics
MATH3000,Mathematics/Statistics Project,3,Sydney,Mathematics
MATH3001,Mathematics/Statistics Project,6,Sydney,Mathematics
MATH3002,Mathematics/Statistics Project,12,Sydney,Mathematics
MATH3041,Mathematical Modelling for Real World Systems,6,Sydney,Mathematics
MATH3101,Computational Mathematics for Science and Engineering,6,Sydney,Mathematics
MATH3121,Mathematical Methods and Partial Differential Equations,6,Sydney,Mathematics
MATH3161,Optimization,6,Sydney,Mathematics
MATH3171,Linear and Discrete Optimization Modelling,6,Sydney,Mathematics
MATH3201,Dynamical Systems and Chaos,6,Sydney,Mathematics
MATH3261,"Fluids, Oceans and Climate",6,Sydney,Mathematics
MATH3311,Mathematical Computing for Finance,6,Sydney,Mathematics
MATH3361,"Stochastic Differential Equations: Theory, Applications, and Numerical Methods",6,Sydney,Mathematics
MATH3399,Advanced Mathematics Internship 3 (Co-Op),6,Sydney,Mathematics
MATH3411,"Information, Codes and Ciphers",6,Sydney,Mathematics
MATH3521,Algebraic Techniques in Number Theory,6,Sydney,Mathematics
MATH3531,Topology and Differential Geometry,6,Sydney,Mathematics
MATH3560,History of Mathematics,3,Sydney,Mathematics
MATH3570,Foundations of Calculus,3,Sydney,Mathematics
MATH3611,Higher Analysis,6,Sydney,Mathematics
MATH3701,Higher Topology and Differential Geometry,6,Sydney,Mathematics
MATH3711,Higher Algebra,6,Sydney,Mathematics
MATH3801,Probability and Stochastic Processes,6,Sydney,Mathematics
MATH3811,Statistical Inference,6,Sydney,Mathematics
MATH3821,Statistical Modelling and Computing,6,Sydney,Mathematics
MATH3831,Statistical Methods in Social and Market Research,6,Sydney,Mathematics
MATH3851,Experimental Design and Categorical Data,6,Sydney,Mathematics
MATH3871,Bayesian Inference and Computation,6,Sydney,Mathematics
MATH3901,Higher Probability and Stochastic Processes,6,Sydney,Mathematics
MATH3911,Higher Statistical Inference,6,Sydney,Mathematics
MATH4001,Mathematics and Statistics Honours Thesis,6,Sydney,Mathematics
MATH6781,Biomathematics,6,Sydney,Mathematics
MATH5025,AMSI B,6,Sydney,Mathematics
MATH5165,Optimization,6,Sydney,Mathematics
MATH5171,Linear and Discrete Optimization Modelling,6,Sydney,Mathematics
MATH5175,Special Topics in Applied Mathematics A,6,Sydney,Mathematics
MATH5185,Special Topics in Applied Mathematics B,6,Sydney,Mathematics
MATH5285,"Fluids, Oceans and Climate",6,Sydney,Mathematics
MATH5295,Special Topics in Applied Mathematics D,6,Sydney,Mathematics
MATH5305,Computational Mathematics for Science and Engineering,6,Sydney,Mathematics
MATH5335,Computational Methods for Finance,6,Sydney,Mathematics
MATH5361,"Stochastic Differential Equations: Theory, Applications, and Numerical Methods",6,Sydney,Mathematics
MATH5505,Combinatorics,6,Sydney,Mathematics
MATH5515,Special Topics in Pure Mathematics A,6,Sydney,Mathematics
MATH5535,Special Topics in Pure Mathematics C,6,Sydney,Mathematics
MATH5605,Functional Analysis,6,Sydney,Mathematics
MATH5700,Modern Differential Geometry and Topology,6,Sydney,Mathematics
MATH5705,Modern Analysis,6,Sydney,Mathematics
MATH5706,Modern Algebra,6,Sydney,Mathematics
MATH5725,Galois Theory,6,Sydney,Mathematics
MATH5735,Modules and Representation Theory,6,Sydney,Mathematics
MATH5806,Applied Regression Analysis,6,Sydney,Mathematics
MATH5816,Continuous Time Financial Modelling,6,Sydney,Mathematics
MATH5825,"Measure, Integration and Probability",6,Sydney,Mathematics
MATH5835,Stochastic Processes,6,Sydney,Mathematics
MATH5836,Data Mining and its Business Applications,6,Sydney,Mathematics
MATH5845,Time Series,6,Sydney,Mathematics
MATH5846,Introduction to Probability and Stochastic Processes,6,Sydney,Mathematics
MATH5855,Multivariate Analysis,6,Sydney,Mathematics
MATH5856,Introduction to Statistics and Statistical Computations,6,Sydney,Mathematics
MATH5885,Longitudinal Data Analysis,6,Sydney,Mathematics
MATH5895,Nonparametric Statistics,6,Sydney,Mathematics
MATH5905,Statistical Inference,6,Sydney,Mathematics
MATH5916,Survival Analysis,6,Sydney,Mathematics
MATH5925,Project,12,Sydney,Mathematics
MATH5945,Categorical Data Analysis,6,Sydney,Mathematics
MATH5960,Bayesian Inference and Computation,6,Sydney,Mathematics
MATH5965,Discrete Time Financial Modelling,6,Sydney,Mathematics
MATH5975,Introduction to Stochastic Analysis,6,Sydney,Mathematics
MATH6781,Biomathematics,6,Sydney,Mathematics
MATH5003,Mathematics Research Thesis Full-Time,12,Sydney,Mathematics
MATH5004,Mathematics Research Thesis Part-Time,6,Sydney,Mathematics
MATS1101,Engineering Materials and Chemistry,6,Sydney,Materials Science and Engineering
MATS1110,Introduction to Materials for Engineering Applications,6,Sydney,Materials Science and Engineering
MATS1192,Design and Application of Materials in Science and Engineering,6,Sydney,Materials Science and Engineering
MATS2001,Physical Properties of Materials,6,Sydney,Materials Science and Engineering
MATS2003,Materials Characterisation,6,Sydney,Materials Science and Engineering
MATS2004,Mechanical Behaviour of Materials,6,Sydney,Materials Science and Engineering
MATS2005,Introduction to Fluid Flow and Heat Transfer,6,Sydney,Materials Science and Engineering
MATS2006,Diffusion and Kinetics,6,Sydney,Materials Science and Engineering
MATS2007,Sustainable Materials Processing,6,Sydney,Materials Science and Engineering
MATS2008,Thermodynamics and Phase Equilibria,6,Sydney,Materials Science and Engineering
MATS3001,Micromechanisms of Mechanical Behaviour of Metals,6,Sydney,Materials Science and Engineering
MATS3002,Fundamentals of Ceramic Processing,6,Sydney,Materials Science and Engineering
MATS3003,Engineering in Process Metallurgy,6,Sydney,Materials Science and Engineering
MATS3004,Polymer Science and Engineering 1,6,Sydney,Materials Science and Engineering
MATS3005,Phase Transformations,6,Sydney,Materials Science and Engineering
MATS3006,Design and Application of Materials in Science and Engineering 3,6,Sydney,Materials Science and Engineering
MATS3007,Materials Industry Management,6,Sydney,Materials Science and Engineering
MATS4001,Secondary Processing of Metals,6,Sydney,Materials Science and Engineering
MATS4002,Design and Advanced Ceramics,6,Sydney,Materials Science and Engineering
MATS4004,Fracture Mechanics and Failure Analysis,6,Sydney,Materials Science and Engineering
MATS4005,Composites and Functional Materials,6,Sydney,Materials Science and Engineering
MATS4006,Polymer Science and Engineering 2,6,Sydney,Materials Science and Engineering
MATS4007,Engineered Surfaces to Resist Corrosion and Wear,6,Sydney,Materials Science and Engineering
MATS4008,Materials Engineering Project,6,Sydney,Materials Science and Engineering
MATS4100,Materials Engineering Project,6,Sydney,Materials Science and Engineering
MATS4503,Professional Skills,6,Sydney,Materials Science and Engineering
MATS4504,Research Training,6,Sydney,Materials Science and Engineering
MATS4505,Materials Science Honours Project,12,Sydney,Materials Science and Engineering
MATS5001,Thesis A,6,Sydney,Materials Science and Engineering
MATS5002,Thesis B,6,Sydney,Materials Science and Engineering
MATS5003,Advanced Thesis,6,Sydney,Materials Science and Engineering
MATS6001,Fundamentals of Materials Processing,6,Sydney,Materials Science and Engineering
MATS6002,Fundamentals of Materials Design,6,Sydney,Materials Science and Engineering
MATS6003,Presentation Skills for Materials Technology,6,Sydney,Materials Science and Engineering
MATS6004,Materials Industry Management,6,Sydney,Materials Science and Engineering
MATS6006,Recycling of Materials,6,Sydney,Materials Science and Engineering
MATS6007,Sustainable Materials Engineering,6,Sydney,Materials Science and Engineering
MATS6008,Advanced Functional Materials,6,Sydney,Materials Science and Engineering
MATS6101,Thermodynamics and Phase Equilibria,6,Sydney,Materials Science and Engineering
MATS6102,Kinetics and Phase Transformations,6,Sydney,Materials Science and Engineering
MATS6104,Physical Properties of Materials,6,Sydney,Materials Science and Engineering
MATS6105,Chemical Properties of Materials,6,Sydney,Materials Science and Engineering
MATS6106,Mechanical Properties of Materials,6,Sydney,Materials Science and Engineering
MATS6107,Thermal Properties of Ceramics,6,Sydney,Materials Science and Engineering
MATS6109,Polymer Materials Science,6,Sydney,Materials Science and Engineering
MATS6110,Computational Materials Science,6,Sydney,Materials Science and Engineering
MATS6111,Processes in Materials Engineering,6,Sydney,Materials Science and Engineering
MATS6112,Characterisation of Materials,6,Sydney,Materials Science and Engineering
MATS6113,Research Project,12,Sydney,Materials Science and Engineering
MATS6114,Research Project A,6,Sydney,Materials Science and Engineering
MATS0100,Research Thesis Materials Science and Engineering Full-Time,12,Sydney,Materials Science and Engineering
MATS0200,Research Thesis Materials Science and Engineering Part-Time,6,Sydney,Materials Science and Engineering
MBAX6271,Approaches to Change,6,Sydney,Management
MBAX6272,Change Skills,6,Sydney,Management
MBAX6274,Systems for Change,6,Sydney,Management
MBAX9101,Project Management,6,Sydney,Management
MBAX9114,Marketing Management,6,Sydney,Management
MBAX9120,Accounting and Financial Management,6,Sydney,Management
MBAX9122,Economics in Management Practice,6,Sydney,Management
MBAX9123,Corporate Finance,6,Sydney,Management
MBAX9125,Managing People & Organisations,6,Sydney,Management
MBAX9127,Supply Chain Management,6,Sydney,Management
MBAX9130,Enterprise Risk Management,6,Sydney,Management
MBAX9131,Leadership,6,Sydney,Management
MBAX9132,Intrapreneurship,6,Sydney,Management
MBAX9135,Business Analytics,6,Sydney,Management
MBAX9136,Silicon Valley Study Tour,6,Sydney,Management
MBAX9137,Advanced Finance,6,Sydney,Management
MBAX9138,Financial Analysis,6,Sydney,Management
MBAX9140,Global Finance,6,Sydney,Management
MBAX9141,Mergers and Acquisitions,6,Sydney,Management
MBAX9142,Financial Modelling,6,Sydney,Management
MBAX9143,Strategic Management,6,Sydney,Management
MBAX9150,Digital Innovation,6,Sydney,Management
MBAX9151,"Law, Regulation & Ethics",6,Sydney,Management
MBAX9152,Digital Strategy,6,Sydney,Management
MBAX9153,Implementing Strategy,6,Sydney,Management
MBAX9154,Managing with Digital Technology,6,Sydney,Management
MBAX9155,Strategic Consulting Project,6,Sydney,Management
MBAX9202,Individual Research Project,6,Sydney,Management
MDCN7007,BSc (Med) Hons,16,Sydney,Medicine
MDCN9001,Postgraduate Program Medicine Full-Time (Prince of Wales),12,Sydney,Medicine
MDCN9002,Postgraduate Program Medicine Part-Time (Prince of Wales),6,Sydney,Medicine
MDCN9003,Postgraduate Program Medicine Full-Time (Swsahs),12,Sydney,Medicine
MDCN9004,Postgraduate Program Medicine Part-Time (Swsahs),6,Sydney,Medicine
MDCN9005,Postgraduate Program Medicine Full-Time (St George),12,Sydney,Medicine
MDCN9006,Postgraduate Program Medicine Part-Time (St George),6,Sydney,Medicine
MDCN9007,Postgraduate Program Medicine Full-Time (St Vincents),12,Sydney,Medicine
MDCN9008,Postgraduate Program Medicine Part-Time (St Vincents),6,Sydney,Medicine
MDCN9009,Research Thesis (Rural) Full-time,12,Sydney,Medicine
MDCN9010,Research Thesis (Rural) Part-time,6,Sydney,Medicine
MDCN9011,Research Thesis (Kirby Institute) Full-Time,12,Sydney,Medicine
MDCN9012,Research Thesis (Kirby Institute) Part Time,6,Sydney,Medicine
MDCN9015,Research Thesis (The George Inst) Full-Time,12,Sydney,Medicine
MDCN9016,Research Thesis (The George Inst) Part-Time,6,Sydney,Medicine
MDIA1000,"Working with Time, Space and Experience",6,Sydney,Media
MDIA1002,Media and Communication Contexts,6,Sydney,Media
MDIA1003,Public Relations and Advertising Foundations,6,Sydney,Media
MDIA1004,News Fundamentals,6,Sydney,Media
MDIA1005,Creative Sound Technologies,6,Sydney,Media
MDIA1007,Media Entrepreneurship,6,Sydney,Media
MDIA2000,Animating Media,6,Sydney,Media
MDIA2002,Analysing Media Communication,6,Sydney,Media
MDIA2003,Media Content Creation,6,Sydney,Media
MDIA2005,Advertising: The Creative Dimensions,6,Sydney,Media
MDIA2006,Communication Strategies,6,Sydney,Media
MDIA2008,Broadcast Media Practices,6,Sydney,Media
MDIA2010,Serious Games,6,Sydney,Media
MDIA2011,Media Design for Change,6,Sydney,Media
MDIA2012,Promotional Cultures,6,Sydney,Media
MDIA2013,Making Virtual Reality Documentaries,6,Sydney,Media
MDIA3000,Discourse and Promotion,6,Sydney,Media
MDIA3002,Multiplatform Media,6,Sydney,Media
MDIA3003,Professional Portfolio,6,Sydney,Media
MDIA3004,Festivals and Exhibitions,6,Sydney,Media
MDIA3005,Social Innovation and Engagement,6,Sydney,Media
MDIA3006,Production Studio,6,Sydney,Media
MDIA3007,Media and Arts Internship,6,Sydney,Media
MDIA3008,Issues and Crisis Communication,6,Sydney,Media
MDIA3009,Brand Communications and Cultures,6,Sydney,Media
MDIA3010,"Professional Media Practices: Creating, Publishing and Publicising Digital Journalism",6,Sydney,Media
MDIA3011,"Communication Design: Multimodality, Meaning and Media",6,Sydney,Media
MDIA3012,Communication Project,6,Sydney,Media
MDIA4000,Media Honours,6,Sydney,Media
MDIA4001,Media Honours,12,Sydney,Media
MDIA4002,Media Honours,18,Sydney,Media
MDIA5000,Understanding Contemporary Media,6,Sydney,Media
MDIA5001,Writing for Media,6,Sydney,Media
MDIA5002,Broadcast Journalism,6,Sydney,Media
MDIA5003,Online and Mobile Media,6,Sydney,Media
MDIA5004,Media and Public Relations,6,Sydney,Media
MDIA5005,"Sports, Media and Culture",6,Sydney,Media
MDIA5006,Feature Writing,6,Sydney,Media
MDIA5007,Media Ethics and Law,6,Sydney,Media
MDIA5008,Media Research Project,12,Sydney,Media
MDIA5010,Literary and Narrative Journalism Practice,12,Sydney,Media
MDIA5011,"Professional Media Practices: Creating, Publishing and Publicising Digital Journalism",6,Sydney,Media
MDIA5021,Advertising and Creativity,6,Sydney,Media
MDIA5022,Corporate and Interpersonal Communication,6,Sydney,Media
MDIA5023,Public Relations Strategy,6,Sydney,Media
MDIA5024,Advertising Strategy,6,Sydney,Media
MDIA5027,Understanding Digital Cultures,6,Sydney,Media
MDIA5028,Critical Perspectives in Communication,6,Sydney,Media
MDIA5030,Brand Cultures,12,Sydney,Media
MDIA5100,Industry Internship,6,Sydney,Media
MECH3110,Mechanical Design 1,6,Sydney,Mechanical Engineering
MECH3610,Advanced Thermofluids,6,Sydney,Mechanical Engineering
MECH4100,Mechanical Design 2,6,Sydney,Mechanical Engineering
MECH4305,Fundamental and Advanced Vibration Analysis,6,Sydney,Mechanical Engineering
MECH4320,Engineering Mechanics 3,6,Sydney,Mechanical Engineering
MECH4620,Computational Fluid Dynamics,6,Sydney,Mechanical Engineering
MECH4880,Refrigeration and Air Conditioning 1,6,Sydney,Mechanical Engineering
MECH4900,Mechanics of Fracture and Fatigue,6,Sydney,Mechanical Engineering
MECH9325,Fundamentals of Acoustics and Noise,6,Sydney,Mechanical Engineering
MECH9420,Composite Materials and Mechanics,6,Sydney,Mechanical Engineering
MECH9650,Micro and Biofluidics,6,Sydney,Mechanical Engineering
MECH9660,Biofluid Dynamics and Systems,6,Sydney,Mechanical Engineering
MECH9720,Solar Thermal Energy Design,6,Sydney,Mechanical Engineering
MECH9761,Automobile Engine Technology,6,Sydney,Mechanical Engineering
MECH4100,Mechanical Design 2,6,Sydney,Mechanical Engineering
MECH4305,Fundamental and Advanced Vibration Analysis,6,Sydney,Mechanical Engineering
MECH4320,Engineering Mechanics 3,6,Sydney,Mechanical Engineering
MECH4620,Computational Fluid Dynamics,6,Sydney,Mechanical Engineering
MECH4880,Refrigeration and Air Conditioning 1,6,Sydney,Mechanical Engineering
MECH4900,Mechanics of Fracture and Fatigue,6,Sydney,Mechanical Engineering
MECH9325,Fundamentals of Acoustics and Noise,6,Sydney,Mechanical Engineering
MECH9420,Composite Materials and Mechanics,6,Sydney,Mechanical Engineering
MECH9650,Micro and Biofluidics,6,Sydney,Mechanical Engineering
MECH9660,Biofluid Dynamics and Systems,6,Sydney,Mechanical Engineering
MECH9720,Solar Thermal Energy Design,6,Sydney,Mechanical Engineering
MECH9761,Automobile Engine Technology,6,Sydney,Mechanical Engineering
MECH9000,Research Thesis Mechanical Engineering  (Full-Time),12,Sydney,Mechanical Engineering
MECH9001,Research Thesis Mechanical Engineering  (Part-Time),6,Sydney,Mechanical Engineering
MFAC1501,Foundations,12,Sydney,Medicine
MFAC1521,"Beginnings, Growth and Development A",12,Sydney,Medicine
MFAC1522,"Beginnings, Growth and Development B",12,Sydney,Medicine
MFAC1523,Health Maintenance A,12,Sydney,Medicine
MFAC1526,Ageing and Endings B,12,Sydney,Medicine
MFAC1527,Society and Health,12,Sydney,Medicine
MFAC1601,Introductory Clinical and Communication Skills,3,Sydney,Medicine
MFAC2505,Integrated Clinical Studies A,24,Sydney,Medicine
MFAC2506,Integrated Clinical Studies B,24,Sydney,Medicine
MFAC2507,Clinical Transition,6,Sydney,Medicine
MFAC2509,Clinical Skills Refresher,0,Sydney,Medicine
MFAC2510,Graduate Entry Bridging,12,Sydney,Medicine
MFAC2511,Phase 2 Portfolio Examination,0,Sydney,Medicine
MFAC2512,Phase 2 Integrated Clinical Assessment,0,Sydney,Medicine
MFAC2514,Integrated Clinical Studies 1,16,Sydney,Medicine
MFAC2515,Integrated Clinical Studies 2,16,Sydney,Medicine
MFAC2516,Integrated Clinical Studies 3,16,Sydney,Medicine
MFAC3501,Medicine,10,Sydney,Medicine
MFAC3502,Surgery,10,Sydney,Medicine
MFAC3503,Psychiatry,10,Sydney,Medicine
MFAC3504,Primary Care,10,Sydney,Medicine
MFAC3505,Obstetrics and Gynaecology,10,Sydney,Medicine
MFAC3506,Children's Health (Paediatrics),10,Sydney,Medicine
MFAC3507,Elective,10,Sydney,Medicine
MFAC3508,Emergency / Selective,10,Sydney,Medicine
MFAC3509,Selective,10,Sydney,Medicine
MFAC3510,Preparation for Internship (PRINT),10,Sydney,Medicine
MFAC3512,Phase 3 Biomedical Sciences Viva,0,Sydney,Medicine
MFAC3514,Elective,8,Sydney,Medicine
MFAC3515,Preparation for Internship (PRINT),8,Sydney,Medicine
MFAC3522,Phase 3 Portfolio Examination,0,Sydney,Medicine
MFAC3523,Phase 3 Integrated Clinical Examination,0,Sydney,Medicine
MFAC4521,Independent Learning Project 1,10,Sydney,Medicine
MFAC4522,Independent Learning Project 2,10,Sydney,Medicine
MFAC4523,Independent Learning Project 3,10,Sydney,Medicine
MFIN6201,Empirical Techniques and Applications in Finance,6,Sydney,Master of Finance Courses
MFIN6205,Financial Risk Management for Financial Institutions,6,Sydney,Master of Finance Courses
MFIN6210,Empirical Studies in Finance,6,Sydney,Master of Finance Courses
MFIN6214,Financial Theory and Policy,6,Sydney,Master of Finance Courses
MGMT1001,Managing Organisations and People,6,Sydney,Organisation and Management - Commerce & Economics
MGMT1002,Managing Organisational Behaviour,6,Sydney,Organisation and Management - Commerce & Economics
MGMT1101,Global Business Environment,6,Sydney,Organisation and Management - Commerce & Economics
MGMT2001,Managing Innovation and Organisational Change,6,Sydney,Organisation and Management - Commerce & Economics
MGMT2002,Managing Business Communication,6,Sydney,Organisation and Management - Commerce & Economics
MGMT2010,Innovation and Entrepreneurship,6,Sydney,Organisation and Management - Commerce & Economics
MGMT2101,International Business and Multinational Operations,6,Sydney,Organisation and Management - Commerce & Economics
MGMT2102,Managing Across Cultures,6,Sydney,Organisation and Management - Commerce & Economics
MGMT2105,East Asian Business Enterprise,6,Sydney,Organisation and Management - Commerce & Economics
MGMT2106,Comparative Management Systems,6,Sydney,Organisation and Management - Commerce & Economics
MGMT2705,Industrial Relations,6,Sydney,Organisation and Management - Commerce & Economics
MGMT2718,Human Resource Management,6,Sydney,Organisation and Management - Commerce & Economics
MGMT2721,Managing People,6,Sydney,Organisation and Management - Commerce & Economics
MGMT2725,Career Management,6,Sydney,Organisation and Management - Commerce & Economics
MGMT2726,Business Ethics and Sustainability,6,Sydney,Organisation and Management - Commerce & Economics
MGMT3001,Business and Corporate Strategy,6,Sydney,Organisation and Management - Commerce & Economics
MGMT3003,Global Entrepreneurship,6,Sydney,Organisation and Management - Commerce & Economics
MGMT3101,International Business Strategy,6,Sydney,Organisation and Management - Commerce & Economics
MGMT3102,Asia-Pacific Business,6,Sydney,Organisation and Management - Commerce & Economics
MGMT3110,Integrative Seminar in Global Business,6,Sydney,Organisation and Management - Commerce & Economics
MGMT3701,Legal Aspects of Employment,6,Sydney,Organisation and Management - Commerce & Economics
MGMT3702,International Human Resource Management,6,Sydney,Organisation and Management - Commerce & Economics
MGMT3721,Negotiation Skills,6,Sydney,Organisation and Management - Commerce & Economics
MGMT3724,Strategic Human Resource Management,6,Sydney,Organisation and Management - Commerce & Economics
MGMT3728,Managing Pay and Performance,6,Sydney,Organisation and Management - Commerce & Economics
MGMT3729,Managing Workplace Training,6,Sydney,Organisation and Management - Commerce & Economics
MGMT3730,Human Resource Analytics,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5050,Professional Skills and Ethics,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5601,Global Business and Multinational Enterprise,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5602,Cross-Cultural Management,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5603,Global Business Strategy and Management,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5604,Asia-Pacific Business and Management,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5610,Integrative Cases in International Business,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5611,Entrepreneurship and New Venture Management,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5701,Global Employment Relations,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5705,The Management of Training,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5710,Managing and Leading People,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5711,Employment and Industrial Law,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5800,"Technology, Management and Innovation",6,Sydney,Organisation and Management - Commerce & Economics
MGMT5904,Managing Organisational Change,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5906,Organisations and People in Context,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5907,Human Resource Management,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5908,Strategic Human Resource Management,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5912,Negotiating in Global Context,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5930,Human Resource Analytics,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5940,Career Management Skills,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5947,Remuneration and Performance Management,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5949,International Human Resource Management,6,Sydney,Organisation and Management - Commerce & Economics
MGMT6005,Managing Organisational Risk in Global Context,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5000,Full Time PhD Thesis Organisation and Management,12,Sydney,Organisation and Management - Commerce & Economics
MGMT5001,Part-Time PhD Thesis Organisation and Management,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5950,PT Masters thesis Org Behaviour,6,Sydney,Organisation and Management - Commerce & Economics
MGMT5951,Masters Thesis (Organisational Behaviour) Full-Time,12,Sydney,Organisation and Management - Commerce & Economics
MGMT5955,FT Masters Thesis International Business,12,Sydney,Organisation and Management - Commerce & Economics
MICR2011,Microbiology 1,6,Sydney,Microbiology
MICR3061,Viruses and Disease,6,Sydney,Microbiology
MICR3071,Environmental Microbiology,6,Sydney,Microbiology
MICR3621,Microbial Genetics (Advanced),6,Sydney,Microbiology
MICR9071,Marine Microbiology,6,Sydney,Microbiology
MICR8013,Research Thesis Microbiology Full-Time,12,Sydney,Microbiology
MICR8023,Research Thesis Microbiology Part-Time,6,Sydney,Microbiology
MINE1010,Mineral Resources Engineering,6,Sydney,Mining Engineering
MINE2010,Mining Project Development,6,Sydney,Mining Engineering
MINE2610,Mining Services,6,Sydney,Mining Engineering
MINE2810,Minerals and Processing,6,Sydney,Mining Engineering
MINE3220,Resource Estimation,6,Sydney,Mining Engineering
MINE3230,Mine Planning,6,Sydney,Mining Engineering
MINE3310,Mining Geomechanics,6,Sydney,Mining Engineering
MINE3430,Mining Systems,6,Sydney,Mining Engineering
MINE3440,Surface Mining Systems,6,Sydney,Mining Engineering
MINE3510,Mine Ventilation,6,Sydney,Mining Engineering
MINE3630,Rock Breakage,6,Sydney,Mining Engineering
MINE3910,Socio-Environmental Aspects of Mining,6,Sydney,Mining Engineering
MINE4250,Hardrock Mine Design and Feasibility Project,6,Sydney,Mining Engineering
MINE4260,Coal Mine Design and Feasibility Project,6,Sydney,Mining Engineering
MINE4310,Mine Geotechnical Engineering,6,Sydney,Mining Engineering
MINE4450,Mining Research Project II,6,Sydney,Mining Engineering
MINE4510,Advanced Mine Ventilation,6,Sydney,Mining Engineering
MINE4610,Mining Asset Management and Services,6,Sydney,Mining Engineering
MINE4710,Mine Management,6,Sydney,Mining Engineering
MINE4910,Mining in a Global Environment,6,Sydney,Mining Engineering
MINE4951,Research Thesis A,4,Sydney,Mining Engineering
MINE4952,Research Thesis B,4,Sydney,Mining Engineering
MINE4953,Research Thesis C,4,Sydney,Mining Engineering
MINE5010,Fundamentals of Rock Behaviour for Underground Mining,6,Sydney,Mining Engineering
MINE5020,Geotechnical Assessment for Underground Mining,6,Sydney,Mining Engineering
MINE5030,Mining Excavations in Rock,6,Sydney,Mining Engineering
MINE5040,"Coal Mining Methods, Mine Planning and Applied Geomechanics",6,Sydney,Mining Engineering
MINE5050,Ground Control Principles and Practice in Underground Coal Mining,6,Sydney,Mining Engineering
MINE5060,Operational geotechnical management (underground coal mining),6,Sydney,Mining Engineering
MINE8101,Fundamentals of Mining Engineering,6,Sydney,Mining Engineering
MINE8115,"Mine Processes, Systems and Analysis",6,Sydney,Mining Engineering
MINE8120,"Hazard Identification, Risk and Safety Management in Mining",6,Sydney,Mining Engineering
MINE8130,Technology Management in Mining,6,Sydney,Mining Engineering
MINE8140,Mining Geomechanics,6,Sydney,Mining Engineering
MINE8210,"Management Systems - Projects, Processes, Contracts, Contractors",6,Sydney,Mining Engineering
MINE8440,Mining Industry Research Project 1,6,Sydney,Mining Engineering
MINE8445,Mining Industry Research Project 2,6,Sydney,Mining Engineering
MINE8640,Geotechnical Hazards in Hard Rock Mines,6,Sydney,Mining Engineering
MINE8680,Geotechnical Data Collection and Analysis,6,Sydney,Mining Engineering
MINE8690,Mining Geotechnical Project,6,Sydney,Mining Engineering
MINE8710,Mine Slope Stability,6,Sydney,Mining Engineering
MINE8720,Numerical Methods in Mine Geomechanics,6,Sydney,Mining Engineering
MINE8760,Mine Geology and Geophysics for Mining Operations,6,Sydney,Mining Engineering
MINE8780,Environmental Management for the Mining Industry,6,Sydney,Mining Engineering
MINE8790,Advanced Mineral Economics and Project Evaluation,6,Sydney,Mining Engineering
MINE8820,Mineral Processing,6,Sydney,Mining Engineering
MINE8850,Mine Design and Feasibility,6,Sydney,Mining Engineering
MINE8860,"Drilling, Blasting and Machine Excavation",6,Sydney,Mining Engineering
