code,title
COMP3900,Computing Research III
COMP4000,Formal Methods
COMP4050,Software Engineering Practices
COMP4060,Advanced Software Engineering
COMP4092,Software Engineering Research Thesis A
COMP4093,Software Engineering Research Thesis B
COMP6010,Fundamentals of Computer Science
COMP6011,Algorithms and Data Structures
COMP6100,Systems Programming
COMP6102,Algorithm Theory and Design
COMP6105,Distributed Systems
COMP6110,Web Technology
COMP6120,Advanced Web Development
COMP6200,Data Science
COMP6210,Big Data
COMP6250,Data Communication
COMP6300,Applied Cryptography
COMP6320,Offensive Security
COMP6325,Cyber Security Management in Practice
COMP6350,Database Systems
COMP6750,"Applications, Modelling and Development"
COMP6760,Enterprise Systems Integration
COMP6770,Management of IT Systems and Projects
COMP7000,Advanced Algorithms
COMP7010,Advanced Topics in Theory and Practice of Software
COMP7030,Object-Oriented Technology
COMP7210,Big Data Technologies
COMP7220,Data Science and Machine Learning
COMP7250,Computer Networks
COMP7260,Network and Systems Security
COMP7750,Information Systems Design and Management
COMP7860,Computing Methods for Research
COMP7871,Research Topic in Computing 1
COMP7872,Research Topic in Computing 2
COMP7873,Research Topic in Computing 3
COMP7874,Research Topic in Computing 4
COMP7875,Research Topic in Computing 5
COMP7876,Research Topic in Computing 6
COMP7900,Research Frontiers in Computing 1
COMP8110,Distributed Systems
COMP8210,Big Data Technologies
COMP8220,Machine Learning
COMP8230,Mining Unstructured Data
COMP8240,Applications of Data Science
COMP8250,Advanced Topics in Computer Networks
COMP8260,Advanced System and Network Security
COMP8270,Network System Design
COMP8280,Mobile Data Networks
COMP8290,Multimedia Networks and Real Time Protocols
COMP8300,Security Management
COMP8310,Security Technologies and Forensic Analysis
COMP8320,Information and Data Security
COMP8325,Applications of Artificial Intelligence for Cyber Security
COMP8330,Security Operations
COMP8340,"Identity Management, Authentication, Authorisation and Access Management"
COMP8750,Information Systems Design and Management
COMP8755,Project and Risk Management
COMP8760,Enterprise Application Integration
COMP8770,Information Systems Project and Risk Management
COMP8780,Enterprise Management
COMP8790,Strategic Project Management
COMP8851,Industry Based Internship A
COMP8860,Industry Based Internship B
COMP8871,Internal Research Project
COMP8990,Master of Research - Computing
CROA1008,Croatian Culture and Civilisation
CROA1010,I Croatian Studies 1
CROA1020,I Croatian Studies 2
CROA1030,Croatian Bridging Course
CROA1045,Croatian Short Term Residential Program 1
CROA1210,C Croatian Studies 3
CROA1220,C Croatian Studies 4
CROA1310,A Croatian Studies 5
CROA1320,A Croatian Studies 6
CROA2010,I Croatian Studies 3
CROA2020,I Croatian Studies 4
CROA2040,Croatian Migrations and Transnational Identities
CROA2045,Croatian Short Term Residential Program 2
CROA2210,C Croatian Studies 5
CROA2220,C Croatian Studies 6
CROA2310,A Croatian Studies 7
CROA3010,I Croatian Studies 5
CROA3020,I Croatian Studies 6
CROA3045,Croatian Short Term Residential Program 3
CROA3210,C Croatian Studies 7
ECHE1130,Play Based Approaches to Early Childhood Learning and Development
ECHE1180,Infancy and Early Development
ECHE1200,History and Philosophy of Early Childhood
ECHE1300,Health and Wellbeing
ECHE1310,The Arts in Children's Lives
ECHE2100,Play-based Curriculum: Literacy and Numeracy
ECHE2130,Images of Childhood
ECHE2180,Child Development in the Preschool and Primary School Years
ECHE2200,Early Years Curriculum and Pedagogy in the Australian Context
ECHE2310,"Young Children's Language, Literature and Literacy"
ECHE2320,Mathematical and Scientific Thinking in the Early Years
ECHE2340,"Teaching and Learning Mathematics, Science and Technology 2"
ECHE3100,Play-based Curriculum: Discovery and Creativity in Outdoor Environments
ECHE3110,Infant and Toddler Curriculum and Pedagogy
ECHE3150,Leading and Managing as Early Childhood Teachers
ECHE3190,The Arts in Education
ECHE3260,"Working with Families, Communities and Other Professionals in Education Settings"
ECHE3330,Inclusive Education
ECHE3400,Curriculum Connections and Pedagogy 1
ECHE4000,Individual Educational Project
ECHE4200,The Educational Leader
ECHE4300,Teaching and Learning Science and Technology
ECHE4310,Teaching and Learning Mathematics
ECHE4330,Issues in Developmental Literacy
ECHE4350,Management and Leadership II: Building Learning Environments
ECHE4500,Curriculum Connections and Pedagogy 2
ECHE4510,Early Education for Young Children with Disabilities
ECHE4520,Child Development: Research and Practice
ECHE4540,Creativity and the Arts
ECHE6000,Early Childhood Philosophy and Pedagogy
ECHE6010,Health and Well-being in Early Childhood
ECHE6020,Early Childhood Development
ECHE6030,Early Childhood Professional Practice 1
ECHE7200,Families in Context
ECHE7240,Early Childhood Development Research and Practice
ECHE7310,Pedagogical Approaches to Early Childhood Curriculum
ECHE7320,Contemporary Approaches to Infant and Toddler Theory and Practice
ECHE7330,Child Development in Context
ECHE7450,Organisation of Early Childhood Education
ECHE7540,Minor Independent Investigation
ECHE8200,Families in Context
ECHE8220,Issues in Early Childhood Policy and Pedagogy
ECHE8230,Language and Literacy in Early Childhood
ECHE8240,Early Childhood Development Research and Practice
ECHE8250,Early Childhood Professional Practice 2
ECHE8260,Leading and Managing Early Childhood Settings
ECHE8270,"Learning Through Mathematics, Science and Technology in Early Childhood Settings"
ECHE8280,Creativity and the Arts: Contemporary Perspectives
ECHE8290,Early Childhood Postgraduate Internship
ECHE8310,Pedagogical Approaches to Early Childhood Curriculum
ECHE8320,Contemporary Approaches to Infant and Toddler Theory and Practice
ECHE8330,Child Development in Context
ECHE8340,Organisation of Early Childhood Education
ECHE8860,Multimodality and Early Childhood
ECHP1220,Professional Experience 1
ECHP2220,Professional Experience 2
ECHP3250,Professional Experience 5
ECHP3270,Professional Experience 4
ECHP3300,Program Planning in ATSI Contexts
ECHP4240,Professional Experience 7
ECHP4250,Professional Experience 6
ECHX6000,Early Childhood Philosophy and Pedagogy
ECHX6010,Health and Well-being in Early Childhood
ECHX6020,Early Childhood Development
ECHX6030,Early Childhood Professional Practice 1
ECHX8200,Families in Context
ECHX8220,Issues in Early Childhood Policy and Pedagogy
ECHX8230,Language and Literacy in Early Childhood
ECHX8240,Early Childhood Development Research and Practice
ECHX8250,Early Childhood Professional Practice 2
ECHX8260,Leading and Managing Early Childhood Settings
ECHX8270,"Learning Through Mathematics, Science and Technology in Early Childhood Settings"
ECHX8280,Creativity and the Arts: Contemporary Perspectives
ECHX8290,Early Childhood Postgraduate Internship
ECHX8310,Pedagogical Approaches to Early Childhood Curriculum
ECHX8320,Contemporary Approaches to Infant and Toddler Theory and Practice
ECHX8330,Child Development in Context
ECHX8860,"Multimodality, Literacy and Childhood"
ECNM8990,Master of Research - Economics
ECON1020,Principles of Economics 1
ECON1021,Principles of Economics 2
ECON1031,"Quantitative Methods in Economics, Business and Finance"
ECON2003,Microeconomic Analysis and Applications
ECON2004,Macroeconomic Analysis and Applications
ECON2014,Economic Policy
ECON2015,Behavioural Economics
ECON2032,Econometric Principles
ECON2035,The Economics of Financial Institutions
ECON2041,Introductory Econometrics
ECON2044,Labour Market Economics
ECON2050,Money and Finance
ECON3000,Public Economics
ECON3009,Industrial Organisation
ECON3011,Macroeconomic Policy
ECON3015,Research/Project
ECON3018,Health Economics
ECON3020,Asian Business Environment
ECON3033,Econometric Methods
ECON3034,Financial Econometrics
ECON3036,Economic Development
ECON3056,Evolution of Economic Ideas
ECON3059,Environmental Economics
ECON3060,International Finance
ECON3061,Economic and Business Forecasting
ECON3081,Current Issues in Economics
ECON3098,The Asian Economies
ECON6032,Intermediate Microeconomics
ECON6033,Intermediate Macroeconomics
ECON6034,Econometrics and Business Statistics
ECON6049,Economic Analysis
ECON7012,Applied Topics in Microeconomics
ECON7013,Applied Topics in Macroeconomics
ECON7014,Applied Macroeconomic Policy
ECON7015,Topics in Applied Econometrics
ECON7016,Health Economics and Policy
ECON7017,Ecological Economics
ECON7035,Econometric Techniques and Applications
ECON8001,Economics and Markets
ECON8010,Research in Economics
ECON8012,Applied Microeconomic Topics
ECON8013,Applied Macroeconomic Topics
ECON8014,Applied Macroeconomic Policy
ECON8015,Topics in Applied Econometrics
ECON8016,Health Economics and Policy
ECON8017,Ecological Economics
ECON8030,Applied Economics Project
ECON8040,Applied Econometrics
ECON8047,International Trade
ECON8053,Economics of Public Issues
ECON8057,Economic Development
ECON8091,Economics for Actuaries
ECON8097,Research Project A
ECON8098,Research Project B
EDIT6000,"Communication, Publishing and Editing"
EDIT7000,Editing for Researchers
EDIT8080,Tools for Editing
EDIT8081,"Language, Writing and Editing"
EDIT8082,Content Management for Print and Online Delivery
EDST1000,Exploring Australian Education: Social and Historical Contexts
EDST1010,Learning and Development: An Introduction for Educators
EDST2000,Practice of Teaching: Inclusive Education
EDST2010,Practice of Teaching: Introduction to the Early Childhood Context
EDST2100,Language and Literacies
EDST2110,"Principles of Maths, Science and Technology Education"
EDST2120,Language and Literacy Learning in Early Childhood
EDST2140,STEAM Integration in the Early Years
EDST3000,Practice of Teaching: Cultures in History and Geography
EDST3010,Practice of Teaching: Classroom Management and Assessment in the Secondary School
EDST3020,Practice of Teaching: Outdoor Learning Environments
EDST3100,Teaching English Language and Literacies in the Early Primary School Years
EDST3110,"Designing Mathematics, Science and Technology Learning"
EDST3140,Introduction to the Secondary Curriculum
EDST3160,Working as Early Childhood Centre Directors
EDST3170,Indigenous Education
EDST4010,Practice of Teaching: ICT in the Secondary School
EDST4020,Practice of Teaching: Culturally and Linguistically Diverse Secondary Classrooms
EDST4030,Practice of Teaching: The Emerging Professional K-6
EDST4040,Practice of Teaching: Transition to the Primary Teaching Profession
EDST4050,Practice of Teaching: Making Learning Visible with Infants and Toddlers
EDST4060,Practice of Teaching: Transition to the Early Childhood Profession
EDST4100,Teaching English Language and Literacies in the later Primary School Years
EDST4110,Principles of STEM Education
EDST4120,Adolescent Development and Classroom Practice
EDST4130,The Arts in Education
EDST4140,Health and Physical Education in the Primary School
EDST4150,Multiliteracies and Literature in the Primary English Curriculum
EDST4160,Design of STEM Education
EDST4180,Transitioning to the Secondary Teaching Profession
EDST4200,Using and Interpreting Educational Data
EDST8000,Educational Research
EDST8040,Scholarship in Educational Studies
EDST8060,Independent Education Project
EDST8110,Educational Psychology and Practice
EDST8120,Curriculum Studies
EDST8130,Advanced Pedagogy
EDST8140,Assessment Issues
EDST8150,Evaluation of Educational Programs
EDST8180,"Education, Society and Culture"
EDST8200,Introduction to Professional Practice and Research
EDST8201,Indigenous Education: Strategies and Research
EDST8203,"Teaching Mathematics, Science and Technology in the Primary School 1"
EDST8204,"Teaching Mathematics, Science and Technology in the Primary School 2"
EDST8205,"Teaching Mathematics, Science and Technology in the Primary School 3"
EDST8206,Professional Practice 1: Teaching English in the Primary School
EDST8207,Teaching English in the Primary School 2
EDST8208,Teaching English in the Primary School 3
EDST8209,Teaching The Arts in the Primary School
EDST8210,Teaching Quality Health and Physical Education in Primary Schools
EDST8211,Professional Practice 2: Teaching Human Society and its Environment in the Primary School
EDST8212,English Specialisation
EDST8213,"Science, Technology and Mathematics Specialisation"
EDST8220,Teaching Languages in the Secondary School 1
EDST8221,Teaching Languages in the Secondary School 2
EDST8222,Teaching English in the Secondary School 1
EDST8223,Teaching English in the Secondary School 2
EDST8224,Teaching History in the Secondary School 1
EDST8225,Teaching History in the Secondary School 2
EDST8226,Teaching Mathematics in the Secondary School 1
EDST8227,Teaching Mathematics in the Secondary School 2
EDST8228,Teaching Science in the Secondary School 1
EDST8229,Teaching Science in the Secondary School 2
EDST8230,Teaching Economics and Business Studies in the Secondary School 1
EDST8231,Teaching Economics and Business Studies in the Secondary School 2
EDST8232,Teaching Geography in the Secondary School 1
EDST8233,Teaching Geography in the Secondary School 2
EDST8234,Teaching Society and Culture in the Secondary School 1
EDST8235,Teaching Society and Culture in the Secondary School 2
EDST8236,Teaching English as a Second Language in Schools
EDST8237,Professional Practice 1: Curriculum and Pedagogy
EDST8238,Professional Practice 2: Literacy and Numeracy for Diverse Learners
EDST8240,Professional Practice 3 and Educational Research
EDST8300,Learner Development: Advances in Research and Practice
EDST8301,Inclusive and Special Education
EDST8302,Educational Assessment
EDST8303,"Enrichment, Thinking and Creativity in Curriculum"
EDST8304,Learning Technologies in School
EDST8310,Leading the Learning of New Teachers
EDST8311,Teaching and Learning in Interdisciplinary STEM through Serious Learning Game Design
EDST8312,Bilingual Education: Theory and Practice
EDST8313,Bilingual Education: Curriculum and Materials
EDST8314,Writing Across Subject Areas
EDST8315,Reading Across Subject Areas
EDST8316,An Introduction to STEM and STEM Education
EDST8410,Educational Institutions as Organisations
EDST8420,Leadership for Learning
EDST8430,"Quality Curriculum, Performance and Regulation in Higher Education"
EDST8440,Organisation of School Education
EDST8460,The Organisation of Education and Work
EDST8470,Human Resource Management in Education
EDST8510,Innovation and Change in Educational Organisations
EDST8610,Learning Technologies: Research and Issues
EDST8620,Contextualising Technology-Enhanced Learning Design
EDST8650,Design of Technology-Enhanced Learning
EDST8660,Leading and Managing Online Learning Environments
EDST8710,Reflexive Learning and Teaching in Higher Education
EDST8730,Reflective Practice in Education
EDST8990,Master of Research - Educational Studies
EDTE2480,Key Competencies in Inclusive Education
EDTE2510,Curriculum and Teaching in the Primary School 1
EDTE2520,Curriculum and Teaching in the Primary School 2
EDTE3010,Professional Experience in the Primary School 1
EDTE3020,Introduction to Professional Experience in the Secondary School
EDTE3530,Curriculum and Teaching in the Primary School 3
EDTE3540,Curriculum and Teaching in the Primary School 4
EDTE3870,Curriculum and Instruction in the Secondary School I
EDTE3880,Curriculum and Instruction in the Secondary School II
EDTE4010,Professional Experience in the Secondary School I
EDTE4020,Professional Experience in the Secondary School II
EDTE4030,Professional Experience in the Primary School 2
EDTE4040,Professional Experience in the Primary School 3
EDTE4050,Professional Experience for Specific Purposes
EDTE4100,Social Sciences in the Secondary School 1
EDTE4210,Economics and Business Studies in the Secondary School I
EDTE4220,Economics and Business Studies in the Secondary School II
EDTE4230,English in the Secondary School I
EDTE4240,English in the Secondary School II
EDTE4250,Geography in the Secondary School I
EDTE4260,Geography in the Secondary School II
EDTE4270,History in the Secondary School I
EDTE4280,History in the Secondary School II
EDTE4290,Mathematics in the Secondary School I
EDTE4300,Mathematics in the Secondary School II
EDTE4310,Languages in the Secondary School I
EDTE4320,Languages in the Secondary School II
EDTE4330,Science in the Secondary School I
EDTE4340,Science in the Secondary School II
EDTE4400,Society and Culture in the Secondary School I
EDTE4410,Legal Studies in the Secondary School I
EDTE4420,English as a Second Language in Schools I
EDTE4550,Curriculum and Teaching in the Primary School 5
EDTE4560,Curriculum and Teaching in the Primary School 6
EDUC1050,Education: The Psychological Context
EDUC1060,Education: The Social and Historical Context
EDUC1070,Introduction to Educational Studies
EDUC1090,Science: Today and Tomorrow
EDUC2190,Opening Real Science: Specialisation in Primary Science and Mathematics
EDUC2580,Mathematics in Schools
EDUC2600,"Language, Literacy and Learning"
EDUC2610,Information and Communication Technologies and Education
EDUC2620,Education: The Learner
EDUC2640,Education: The Policy Context
EDUC2700,Teaching the Gifted and Talented Student
EDUC2720,Neurodiversity in Education
EDUC2890,Human Society and its Environment
EDUC2920,Research Inquiry in Education
EDUC3590,"Frontiers in Science, Technology, Engineering and Mathematics (STEM) Education"
EDUC3620,Digital Creativity and Learning
EDUC3630,Education as Social Development
EDUC3650,Educational Assessment
EDUC3710,Reading Acquisition in the Primary Classroom
EDUC3730,Literacy in a Multicultural Society
EDUC3830,Education in a Global Society
EDUC3880,Aboriginal Education Issues and Approaches
EDUC3920,Research Inquiry in the Classroom
EDUC3990,"Professional Capability: Policy, Theory, Pedagogy"
EDUC7000,Foundations in Educational Research
EDUC7010,Learner Development: Advances in Research and Practice
EDUC7030, Curriculum Studies
EDUC7040,Assessment Issues
EDUC7050,Educational Institutions as Organisations
EDUC7060,Learning and Technology
EDUC8690,Higher Education Contexts and Futures
ELCT2005,Fundamentals of Energy Conversion and Storage
ELCT3005,Power Electronics
ELCT3006,Electrical Machines
ELCT4001,Advanced Electrical Systems
ELCT4004,Electrical Networks
ELCT4005,Advanced Power Electronics and Systems
ELCT4009,Power Quality and Protection Technology and Systems
ELCT4092,Electrical Engineering Research Thesis A
ELCT4093,Electrical Engineering Research Thesis B
ELEC2040,Signals and Systems
ELEC2042,Digital Circuits and Systems
ELEC2070,Linear Circuits and Devices
ELEC2075,Nonlinear Circuits and Devices
ELEC3024,Control Systems
ELEC3042,Embedded Systems
ELEC3043,Digital Systems Design
ELEC3044,Digital Signal Processing
ELEC3076,Electronic Devices and Systems
ELEC3250,Computer Architecture
ELEC4046,Advanced Computer Engineering
ELEC4076,Advanced Electronics Engineering
ELEC4092,Electronics Engineering Research Thesis A
ELEC4093,Electronics Engineering Research Thesis B
ELEC4150,Electronic Design Proficiency
ELEC4250,System on Chip Design
ELEC4276,Electronic Systems Design
ELEC8040,"VLSI, Algorithms, and Systems"
ELEC8046,Advanced Computer Engineering
ELEC8076,Advanced Electronics Engineering
ELEC8250,System on Chip Design
ELEC8276,Electronic Systems Design
ELEC8844,Signal Processing for Software Defined Radio
ELEC8860,Hardware Security
ELEC8870,High Performance IC Design
ELEC8875,Reconfigurable Antennas and Electronics
ENGG1000,Introduction to Engineering
ENGG1050,Engineering Design
ENGG2000,Engineering Practice
ENGG2050,Engineering Systems and Design Thinking
ENGG3000,Engineering Project Practice
ENGG4000,Systems Design and Engineering
ENGG4001,Professional Practice
ENGG4005,Engineering Project
ENGG4092,Engineering Research Thesis Extension A
ENGG4093,Engineering Research Thesis Extension B
ENGG4099,Industry Experience
ENGG4104,Engineering Contracts and Procurement
ENGG6000,Engineering Project Practice
ENGG8000,Professional Practice
ENGG8090,Engineering Project 1
ENGG8091,Engineering Project 2
ENGG8102,Engineering Project Management
ENGG8103,Engineering Management and Communication
ENGG8104,Engineering Project Implementation
ENGG8105,Quality and Reliability
ENGG8106,Engineering Entrepreneurship
ENGG8401,Safety and Risk Engineering
ENGG8405,Industrial Processes and Pollution Prevention
ENGG8990,Master of Research - Engineering
ENGL1001,Literature: Medieval to Modern
ENGL1002,Literature: Modern and Contemporary
ENGL1021,Creative Writing 1: An Introduction
ENGL2010,"The Human Story: Heart, Mind and Body in Early Literature"
ENGL2020,"Revolution, Evolution, Humanity: Literature and Change in the Long Nineteenth Century"
ENGL2030,Literature and the Visual
ENGL2031,Writing: From Manuscript to the Digital Age
ENGL2033,Creative Writing 2: Concept and Practice
ENGL2036,Writing Popular Genre Fiction
ENGL2037,Doing Digital Writing: Creative Writing in Online Technologies
ENGL2040,Historical Fiction and a Passion for the Past
ENGL3007,Creative Writing 3: Narrative Fiction
ENGL3010,Human to Posthuman: 20th-Century Literature
ENGL3020,Humanity and the World: Global Contemporary Literature
ENGL3030,Popular Literature
ENGL3032,"Writing the Natural World: Bodies and Landscapes, Art and Science"
ENGL3035,Novel Writing: an Introduction to Novel and Novella Writing
ENGL3040,Following Poetry from Epic to Instagram
ENGL3050,Critical Approaches to Literature
ENGL3060,Pursuing Research in Literary Studies
ENGL3090,Writing for Production and Publication
ENGL7000,Research in Literary Studies and Creative Writing
ENGL7001,"Textual Analysis, Literary Theory and Creative Practice Research"
ENGL8010,Creative Writing Seminar I
ENGL8011,Creative Writing Seminar II
ENGL8015,Writing Creative Non-Fiction - An Introduction
ENGL8017,Writing the Past
ENGL8022,"Short Form Writing - short story, novella, poetry cycle"
ENGL8026,"Manuscript Project (Half Year, Part A)"
ENGL8027,"Manuscript Project (Half Year, Part B)"
ENGL8030,Digital Creative Writing & Publishing Projects
ENGL8075,Literature and Writing in Professional Contexts
ENGL8090,Special Study Unit 1: Research Preparation
ENGL8091,Special Study Unit 2: Research Thesis
ENGL8990,Master of Research - English
ENGX1001,Literature: Medieval to Modern
ENGX1002,Literature: Modern and Contemporary
ENGX1021,Creative Writing 1: An Introduction
ENGX2010,"The Human Story: Heart, Mind and Body in Early Literature"
ENGX2020,"Revolution, Evolution, Humanity: Literature and Change in the Long Nineteenth Century"
ENGX2030,Literature and the Visual
ENGX2031,Writing: From Manuscript to the Digital Age
ENGX2033,Creative Writing 2: Concept and Practice
ENGX2036,Writing Popular Genre Fiction
ENGX2037,Doing Digital Writing: Creative Writing in Online Technologies
ENGX2040,Historical Fiction and a Passion for the Past
ENGX3007,Creative Writing 3: Narrative Fiction
ENGX3010,Human to Posthuman: 20th-Century Literature
ENGX3020,Humanity and the World: Global Contemporary Literature
ENGX3030,Popular Literature
ENGX3032,"Writing the Natural World: Bodies and Landscapes, Art and Science"
ENGX3035,Novel Writing: An Introduction to Novel and Novella Writing
ENGX3040,Following Poetry from Epic to Instagram
ENGX3050,Critical Approaches to Literature
ENGX3090,Writing for Production and Publication
ENGX8010,Creative Writing Seminar I
ENGX8011,Creative Writing Seminar II 
ENGX8015,Writing Creative Non-Fiction - An Introduction 
ENGX8017,"Writing the Past, Building New Worlds: Fiction and Non-Fiction"
ENGX8022,"Short Form Writing - Short Story, Novella, Poetry Cycle"
ENGX8026,"Manuscript Project (Half Year, Part A) "
ENGX8027,"Manuscript Project (Half Year, Part B)"
ENGX8030,Digital Voices and Publishing Tools 
ENGX8075,Literature and Writing in Professional Contexts 
ENGX8090,Special Study Unit 1: Research Preparation 
ENGX8091,Special Study Unit 2: Research Thesis 
ENVS1000,Environment Skills
ENVS1017,The Living Environment
ENVS1018,Environmental Management for a Changing World
ENVS2115,"Climate Change, Energy and our Future"
ENVS2116,The Atmospheric Environment
ENVS2237,"Natural Hazards, Disasters and their Management"
ENVS2266,Earth Surface Processes
ENVS2364,Introduction to Geographic Information Science
ENVS2467,Australian Environmental Futures
ENVS3101,"Marine Climate, Weather and Coastal Oceanography"
ENVS3102,Urban Climate and Air Quality
ENVS3238,Environmental Quality and Assessment
ENVS3240,Environmental Change
ENVS3241,Active Environments
ENVS3383,Environmental Analysis Using Remote Sensing and GIS
ENVS3390,Applied GIS
ENVS3439,Geomorphic Analysis of Rivers and Wetlands for Conservation and Management
ENVS3462,Environmental Management
ENVS3463,Environmental Management Project
ENVS6115,"Climate Change, Energy and our Future"
ENVS6116,The Atmospheric Environment
ENVS6202,The Living Environment
ENVS6237,"Natural Hazards, Disasters and their Management"
ENVS6266,Earth Surface Processes
ENVS6405,Australian Environmental Futures
ENVS7104,Climate Change and Adaptation
ENVS7205,Environmental Pollution
ENVS7308,Geographic Information Science
ENVS7353,Environmental Applications of GIS and Remote Sensing
ENVS7403,Science in Environmental Management
ENVS7407,Field Methods in Environmental Science 
ENVS7418,Environmental Planning
ENVS7498,Environmental Remediation
ENVS8034,Environmental Research Report
ENVS8104,Climate Change and Adaptation
ENVS8205,Environmental Pollution
ENVS8229,Sustainable Cities
ENVS8308,Introduction to Geographic Information Science for Postgraduates
ENVS8353,Environmental Applications of GIS and Remote Sensing
ENVS8403,Science in Environmental Management
ENVS8407,Field Methods in Environmental Science
ENVS8418,Environmental Planning
ENVS8498,Environmental Remediation
ENVS8519,Environmental Health
ENVS8525,Sustainable Development: Introductory Principles and Practices
ENVS8527,Engaging Society with Sustainable Development
ENVS8544,Sustainability Consultancy Work Practice
ENVS8990,Master of Research - Environmental Sciences
FOAR1000,Indigenous Cultural Exchange
FOAR1001,Indigenous Research Project
FOAR7000,Research Paradigms
FOAR7001,Research Communications
FOAR7002,Research Frontiers
FOAR7003,Digital Literacies for Researchers
FOAR7004,Arts Internship for Researchers
FOAR7005,Research Theme 1: Living in the Anthropocene
FOAR7006,"Research Theme 2: Feminism, Queer Theory and the Problem of Identity"
FOAR7007,Research Theme 3: Neoliberalism and Its Discontents
FOAR7008,Research Theme 4: Globalising Cultures
FOAR7009,Research Theme 5: Quantitative Methods
FOHS3000,Participation and Community Engagement in Human Sciences
FOHS3050,Critical Communication
FOHS7000,Research Frontiers in Human Sciences
FOHS7010,Research Communication in the Human Sciences
FOHS7100,Ethical Issues in Research
FOHS7200,Advanced Topics in Research in the Human Sciences 1
FOHS7210,Advanced Topics in Research in the Human Sciences 2
FOHS7220,Advanced Topics in Research in the Human Sciences 3
FOHS7230,Advanced Topics in Research in the Human Sciences 4
FOSE1005,Mathematical Concepts for Science
FOSE1015,Statistical Concepts for Science
FOSE1025,Scientific Computing
FOSE2005,Global Challenges and STEM
FOSE3000,Making Science Work for You and Society: Capstone
FOSE3005,Global Challenges Project
FOSE7000,Research Communications in Science and Engineering
FOSE8010,Leadership in Science Research and Innovation
FOSE8020,Entrepreneurship and Innovation in Science and Technology
FOSE8110,Science Innovation Internship
FOSX1015,Statistical Concepts for Science
FOSX1025,Scientific Computing
FREN1000,French for Travellers
FREN1010,I French Studies 1
FREN1020,I French Studies 2
FREN1045,French Short Term Residential Program 1
FREN1210,C French Studies 3
FREN1220,C French Studies 4
FREN1310,A French Studies 5
FREN1320,A French Studies 6
FREN2010,I French Studies 3
FREN2020,I French Studies 4
FREN2045,French Short Term Residential Program 2
FREN2050,Reading in French
FREN2210,C French Studies 5
FREN2220,C French Studies 6
FREN2310,A French Studies 7
FREN3010,I French Studies 5
FREN3020, I FRENCH Studies 6
FREN3045,French Short Term Residential Program 3
FREN3073,Topics in French Culture
FREN3210,C French Studies 7
GEND1000,Freedom Dreams: Foundations in Gender Studies
GEND2000,Gender and Power in Everyday Life
GEND2030,"Sex, Race, and Rock"
GEND3010,"Gender, Crime and Violence"
GEND3020,Modern Families
GEND3030,Decolonising Identity
GENX1000,Freedom Dreams: Foundations in Gender Studies
GENX3010,"Gender, Crime and Violence"
GENX3020,Modern Families
GEOP1010,Introducing Human Geography
GEOP1020,Introducing Environmental Humanities
GEOP1030,Sydney and the Great Australian Dream
GEOP1040,Planning Systems
GEOP1080,Urban Planet: Cities and Planning in the Anthropocene
GEOP2010,Theory and Methods in Human Geography
GEOP2020,"Geographies of Violence: Bodies, Spaces and Power"
GEOP2030,The Colonial Present
GEOP2040,Geographies of Development
GEOP2050,Environment and Society
GEOP2060,Geography and Planning Field School
GEOP2070,"Urban Dynamics: Population, Housing and Regeneration"
GEOP2080,Planning and Development
GEOP3000,Environmental Justice in the Anthropocene
GEOP3010,Tourism and Heritage
GEOP3040,Asia-Pacific Development
GEOP3060,Borderless Worlds
GEOP3070,Urban Economies
GEOP3080,Urban Strategic Planning
GEOP3090,Thinking Space
GEOP3800,Practicing Geography
GEOP4070,Social Impact Assessment
GEOP4080,Planning Experience
GEOP4090,Planning and Design
GEOP6050,Environment and Society
GEOP6070,"Urban Dynamics: Population, Housing and Regeneration"
GEOP6080,Theory and Methods in Human Geography
GEOP7000,Dialogues in Geography and Planning
GEOP7001,Approaches in Geography and Planning
GEOP8000,Research Project in Geography and Planning
GEOP8010,Social Impact Assessment
GEOP8050,Attitudes to the Environment
GEOP8060,Environmental Impact Assessment
GEOP8075,Local Government Approval Process
GEOP8080,Sustainable Urban Regions
GEOP8085,Environmental Decision Making
GEOP8090,Gateway to the Planning Profession
GEOP8990,Master of Research - Geography and Planning
GEOS1110,The Habitable Planet
GEOS1120,Dynamic Earth
GEOS1130,"Blue Planet: Oceans, Climate and Life"
GEOS1910,Advanced Earth and Environmental Sciences I
GEOS2042,"Life, the Universe and Everything"
GEOS2111,Field Geology: Mapping and Palaeoenvironments
GEOS2121,Volcanoes and Igneous Processes
GEOS2126,Crustal Deformation and Mountain Building
GEOS2130,Marine Sediments: Records of Past Earth
GEOS2311,Geophysical Methods for Earth and Environmental Sciences
GEOS2320,Planetary Physics
GEOS3080,PACE in Earth and Environmental Sciences
GEOS3090,Earth and Environmental Sciences Special Interest Seminar
GEOS3110,Active Earth Systems
GEOS3122,Geochemistry and Petrology of the Earth
GEOS3126,Structural and Metamorphic Geology
GEOS3130,Earth System History
GEOS3136,Applied Marine Science
GEOS3314,Environmental and Exploration Geophysics
GEOS3315,Global Tectonics and Cycles
GEOS3910,Advanced Earth and Environmental Sciences III
GEOS7710,Palaeoenvironments and Biogeochemistry
GEOS7711,Research Topics in Earth and Environmental Sciences 
GEOS7712,Advanced Geochemical Applications and Techniques 
GEOS7721,Scientific Visualisation and Scripting
GEOS7900,Research Frontiers: Advances in Earth and Environmental Sciences
