code,title
GEOS7901,Research Methods in Earth and Environmental Sciences
GEOS7922,Advanced Field and Laboratory Techniques
GEOS7923,Literature Project in Earth and Environmental Sciences
GEOS8800,Research Frontiers in Earth and Environmental Sciences
GEOS8801,Research Methods in Earth and Environmental Sciences
GEOS8810,Palaeoenvironments and Biogeochemistry
GEOS8811,Research Topics in Earth and Environmental Sciences
GEOS8812,Advanced Geochemical Applications and Techniques 
GEOS8821,Scientific Visualisation and Scripting
GEOS8822,Advanced Field and Laboratory Techniques
GEOS8823,Literature Project in Earth and Environmental Sciences
GEOS8990,Master of Research - Earth and Planetary Science
GEOX8010,Social Impact Assessment
GMBA8001,Know Your People
GMBA8002,Know Your Organisation
GMBA8003,Adapt Your Leadership Style
GMBA8004,Become a Meaning Maker
GMBA8011,Be Competitive
GMBA8012,Be Global
GMBA8013,Be Disruptive
GMBA8014,Be Sustainable
GMBA8021,Know Your Numbers 1
GMBA8022,Know Your Numbers 2
GMBA8023,Generate Insights
GMBA8024,Know Your Customers
GMBA8031,Communicate with Impact
GMBA8032,Manage Change
GMBA8033,Negotiate and Resolve Conflict
GMBA8034,Engage the Board
GMBA8101,"Your Career, Your Life"
GMBA8102,Build Personal Resilience
GMBA8103,"Improve Yourself, Always"
GMBA8104,Become a Global Citizen
GMBA8121,Advise
GMBA8122,Be Curious
GMBA8123,Applied Immersion 1
GMBA8124,Applied Immersion 2
GRMN1010,I German Studies 1
GRMN1020,I German Studies 2
GRMN1030,German Bridging Course
GRMN1045,German Short Term Residential Program 1
GRMN1210,C German Studies 3
GRMN1220,C German Studies 4
GRMN1310,A German Studies 5
GRMN1320,A German Studies 6
GRMN2010,I German Studies 3
GRMN2020,I German Studies 4
GRMN2045,German Short Term Residential Program 2
GRMN2061,Berlin - A Window to German Culture and History
GRMN2095,Reading for Special Purposes 1
GRMN2210,C German Studies 5
GRMN2220,C German Studies 6
GRMN2310,A German Studies 7
GRMN3010,I German Studies 5
GRMN3020,I German Studies 6
GRMN3045,German Short Term Residential Program 3
GRMN3210,C German Studies 7
HLTH2000,Contemporary Health Issues
HLTH2110,Clinical Epidemiology and Biostatistics for Health Sciences
HLTH2301,Principles in Health and Disease 1
HLTH3050,Health Placement
HLTH3100,Health Promotion
HLTH3140,"Radiographic Physics, Practice and Protection"
HLTH3302,Principles in Health and Disease 2
HLTH3303,Principles in Health and Disease 3
HLTH3500,"Legal, Ethical and Policy Directions in Human Sciences"
HLTH7900,Research Frontiers in Anatomy and Chiropractic
HLTH7901,Introduction to Clinical Research
HLTH7902,Introduction to Knowledge Translation in Clinical Practice
HSYP8003,Applied Research Methodologies in Health
HSYP8004,Public Health Informatics
HSYP8005,Infectious Disease Epidemiology
HSYP8006,Inclusive Health
HSYP8007,Program Planning and Evaluation in Health Promotion
HSYP8008,Global Nutrition and Food Security
HSYP8100,Foundations of Public Health
HSYP8101,Introduction to Epidemiology and Biostatistics
HSYP8102,Determinants of Health
HSYP8103,Health Law and Economics
HSYP8104,Disease Prevention and Health Promotion
HSYP8105,Systems Science in Healthcare
HSYP8106,"Innovation in Leadership, Teamwork and Advocacy"
HSYP8107,Public Health Capstone
HSYP8210,Professional Practice Capstone
HSYP8211,Professional Practice
HSYP8990,Master of Research - Health Systems and Populations
INDG7000,Research Theme 6
INDG7001,Research Ethics in Indigenous Australian Contexts
INED8001,History of Indigenous Education
INED8002,Sociology of Education
INED8010,Indigenous Languages and Teaching
INED8020,Research Methods in Indigenous Education
INED8022,Indigenous Education Capstone Research Project
INED8030,"Politics, Power and Indigenous Education"
INED8040,Global Indigenous Education
INED8050,Trauma Informed Education
INTS1000,Language and Communication: Cultural Contexts
INTS1010,Asia in the Global Context
INTS1015,Intercultural Language Project 1
INTS1020,China in World History
INTS1030,International Studies Beginners In-Country Cultural Studies
INTS1040,European Cultures and Identities
INTS2001,Language in Use
INTS2010,Modern Chinese History
INTS2015,Intercultural Language Project 2
INTS2020,"Citizenship, Borders and Transnationalism"
INTS2030,"Language, History, Power"
INTS2050,Screening Asia
INTS2060,Screening Europe: Cinema and Identity
INTS2090,International Studies Intermediate In-Country Cultural Studies
INTS3000,International Studies In-Country Program
INTS3010,International Studies Research Option
INTS3013,International Studies Advanced In-Country Study 2
INTS3015,Intercultural Language Project 3
INTS3016,International Studies Advanced In-Country Study 1
INTS3020,"Language, Literature, Translation: Intercultural Perspectives"
INTS3030,Visualising Cultures
INTS3040,Global Issues
INTS3050,International Studies Internship
INTS3070,Global Circulation of Asian Popular Culture
INTS3080,International Studies Advanced In-Country Study 3
INTS3090,International Studies Advanced In-Country Study 4
INTS6000,Reading Academic Texts in German I
INTS7000,"Critique in Language, Literature and Culture Studies"
INTS7001,Special Topics in International Studies: Languages and Cultures
INTS8990,Master of Research - International Studies
ITAL1010,I Italian Studies 1
ITAL1020,I Italian Studies 2
ITAL1030,Introductory Italian III
ITAL1045,Italian Short Term Residential Program 1
ITAL1210,C Italian Studies 3
ITAL1220,C Italian Studies 4
ITAL1310,A Italian Studies 5
ITAL1320,A Italian Studies 6
ITAL2010,I Italian Studies 3
ITAL2020,I Italian Studies 4
ITAL2040,Facets of Italy
ITAL2045,Italian Short Term Residential Program 2
ITAL2210,C Italian Studies 5
ITAL2220,C Italian Studies 6
ITAL2310,A Italian Studies 7
ITAL3010,I Italian Studies 5
ITAL3020,I Italian Studies 6
ITAL3045,Italian Short Term Residential Program 3
ITAL3080,The Italian Renaissance
ITAL3210,C Italian Studies 7
JPNS1010,I Japanese Studies 1
JPNS1020,I Japanese Studies 2
JPNS1021,Japan - Past and Present
JPNS1024,Japanese Contemporary Culture
JPNS1045,Japanese Short Term Residential Program 1
JPNS1210,C Japanese Studies 3
JPNS1220,C Japanese Studies 4
JPNS1310,A Japanese Studies 5
JPNS1320,A Japanese Studies 6
JPNS2010,I Japanese Studies 3
JPNS2020,I Japanese Studies 4
JPNS2021,Social Issues in Contemporary Japan
JPNS2022,Exploring Japanese Literature
JPNS2045,Japanese Short Term Residential Program 2
JPNS2210,C Japanese Studies 5
JPNS2220,C Japanese Studies 6
JPNS2310,A Japanese Studies 7
JPNS2320,A Japanese Studies 8
JPNS3010,I Japanese Studies 5
JPNS3016,Intercultural Perspectives: Japanese and English
JPNS3020,I Japanese Studies 6
JPNS3045,Japanese Short Term Residential Program 3
JPNS3050,Japanese Studies in Action
JPNS3210,C Japanese Studies 7
JPNS3220,C Japanese Studies 8
JPNX1010,Introductory Japanese I
JPNX1020,Introductory Japanese II
LAWS1000,Foundations of Law
LAWS1010,Introduction to Law and Social Justice
LAWS1100,"Law, Lawyers and Society"
LAWS1200,Contracts
LAWS1300,Criminal Justice
LAWS2000,International Law
LAWS2050,"Crime, Policy and Governance"
LAWS2060,The Politics of Human Rights Law
LAWS2100,Jurisprudence
LAWS2200,Property Law
LAWS2300,Business Organisations
LAWS2400,Torts
LAWS2500,Equity and Trusts
LAWS3000,Constitutional Law
LAWS3200,Civil and Criminal Procedure
LAWS3300,Administrative Law
LAWS3400,Evidence
LAWS4052,International Participation and Community Engagement
LAWS4099,Professional and Community Engagement (PACE) On-Campus Consultancy
LAWS5000,"Remedies, Reparations and Resolution in Law"
LAWS5003,Law and Literature
LAWS5005,Child/Elder Law
LAWS5007,Labour Law
LAWS5011,Discrimination and the Law
LAWS5012,Advanced Topics in Criminal Justice
LAWS5016,European Law
LAWS5018,Indigenous Peoples and the Law
LAWS5019,International Human Rights Law
LAWS5020,Family Law
LAWS5023,Intellectual Property Law
LAWS5028,Competition and Consumer Law
LAWS5029,Information Technology Law
LAWS5030,Jessup International Law Moot
LAWS5032,Law and Religion
LAWS5033,Law Journals
LAWS5036,Modern Corporate Governance
LAWS5038,Access to Justice Placement Program
LAWS5040,Environmental Planning Law
LAWS5043,Climate Change Law
LAWS5048,Animal Law
LAWS5053,Taxation
LAWS5056,Succession
LAWS5057,Conflict of Laws
LAWS5060,Environmental Law
LAWS5065,Dispute Management and Resolution
LAWS5069,International Environmental Law
LAWS5070,Pleasure and Danger: Sex and the Law
LAWS5071,Health Law and Ethics
LAWS5077,Social Justice Advocacy
LAWS5078,Macquarie University Social Justice Clinic
LAWS5079,Refugees and Migration
LAWS5080,Human Rights and Moral Dilemmas
LAWS5082,Insolvency Law
LAWS5084,Media Law
LAWS5086,Law of the Sea
LAWS5087,War Law
LAWS5088,International Dispute Settlement
LAWS5301,International Law Exchange 1
LAWS5302,International Law Exchange 2
LAWS5303,International Law Exchange 3
LAWS5304,International Law Exchange 4
LAWS5930,Legal Research Project Part B
LAWS5940,Applied Legal Research
LAWS8000,JD Mooting
LAWS8001,Foundations of Law
LAWS8002,Criminal Justice and Public Policy
LAWS8005,Theories of Law and Justice
LAWS8006,Applied Legal Ethics
LAWS8009,Property Law
LAWS8010,Equity and Trusts
LAWS8011,Company Law
LAWS8013,Civil and Criminal Procedure
LAWS8014,Evidence
LAWS8015,International Law
LAWS8018,Research Methodologies in Law
LAWS8019,Dispute Resolution Processes and Law
LAWS8020,Competition Law
LAWS8021,Public and Global Health Law
LAWS8022,Family Law
LAWS8023,Commercial Law
LAWS8024,Intellectual Property Law
LAWS8025,Taxation Law
LAWS8026,Anti-Discrimination Law
LAWS8027,Law of Obligations III - Remedies
LAWS8029,Succession
LAWS8030,The Law of Obligations I - Contracts
LAWS8036,Insolvency Law
LAWS8037,Refugees and Migration Law
LAWS8040,Law of Obligations II - Torts
LAWS8050,Sustainable Corporate Governance and Financing
LAWS8051,Climate Change Law
LAWS8052,Trade and Environment Law
LAWS8053,"Law, Globalisation and International Development"
LAWS8055,Environmental Law and Sustainable Development
LAWS8060,International Environmental Law
LAWS8061,Environmental Planning Law
LAWS8066,Indigenous Peoples and the Law
LAWS8068,Technology and E-Commerce Law
LAWS8070,Constitutional Law
LAWS8079,Environmental Law and Policy Clinic
LAWS8080,Administrative Law
LAWS8087,International Human Rights Law
LAWS8088,International Dispute Settlement
LAWS8089,International Trade and Finance
LAWS8092,Law of the Sea
LAWS8094,Human Rights and Moral Dilemmas
LAWS8095,Legal Research Dissertation
LAWS8097,Media Law and Culture
LAWS8098,International Commercial Law
LAWS8099,Professional and Community Engagement
LAWS8100,Professional Skills and Practice
LAWS8990,Master of Research - Law
LING1109,"Language, Culture and Communication"
LING1111,Language: Its Structure and Use
LING1120,Exploring English
LING1121,Language Myths and Realities
LING2213,Australia's Indigenous Languages
LING2214,Introduction to Psycholinguistics
LING2217,Introductory Phonetics and Phonology
LING2218,Grammar and Meaning
LING2219,Introduction to Sociolinguistics
LING2220,Syntax
LING2248,Social Networking and Online Language
LING2289,"Communication in Institutions, Organisations and Professions"
LING2290,"Language, Globalisation and World Englishes"
LING2291,Writing in English
LING2292,Editing and Publishing in a Multi-modal World
LING3300,Linguistic Theory and Practice
LING3382,Culture and Language
LING3383,Morphosyntax: The Meaningful Components of Words
LING3384,Child Language Acquisition: Morphology and Syntax
LING3385,Second Language Teaching and Learning
LING3386,Multilingualism
LING3387,Language of Science and Technology
LING3388,Accessible and Inclusive Communication
LING3390,Phonological Analysis
LING3391,Forensic Linguistics
LING3392,Discourse Analysis
LING3393,Communication Practices and Strategies Project
LING7385,Advanced Topics in Second Language Teaching and Learning
LING7700,"Advanced Topics in Grammar, Meaning and Discourse"
LING7701,Modern Theories of Linguistics in the History of Human Sciences
LING7702,Corpus Linguistics
LING7780,Advanced Topics in Language in Interaction
LING7784,Syntax and Semantics in Child Language
LING7793,Advanced Topics in Australia's Indigenous Languages
LING8800,Accessible Communication
LING8810,Accessible Communication Research Project
LING8820,Professional Practice in Accessible Communication
LING8990,Master of Research - Linguistics
LINX1300,Placenames in the Modern World
LINX2217,Introduction to Phonetics and Phonology
MATH1000,Introduction to Mathematical Modelling
MATH1007,Discrete Mathematics I
MATH1010,Mathematical Modelling IA
MATH1015,Mathematical Modelling IA (Advanced)
MATH1020,Mathematical Modelling IB
MATH1025,Mathematical Modelling IB (Advanced)
MATH1378,Modelling and Communication in Mathematics
MATH1908,Advanced Topics in Mathematics I
MATH1916,A View of Mathematics
MATH2010,Mathematical Modelling IIA
MATH2020,Mathematical Modelling IIB
MATH2055,Engineering Mathematics II
MATH2110,Applied Mathematics II
MATH2210,Pure Mathematics II
MATH2907,Discrete Mathematics II
MATH2908,Advanced Topics in Mathematics II
MATH3599,Professional Practice for Mathematical Sciences
MATH3900,Geometry and Topology
MATH3901,Waves
MATH3902,Nonlinear Dynamics and Chaos
MATH3905,Mathematical Methods
MATH3906,Partial Differential Equations
MATH3907,Algebra IIIA
MATH3908,Algebra IIIB
MATH3909,Real and Functional Analysis
MATH3918,Mathematics III Advanced
MATH3919,Participation and Community Engagement in Mathematics
MATH6904,Mathematical Modelling
MATH7900,Research Frontiers in Mathematics
MATH7901,Analysis
MATH7902,Algebra
MATH7903,Topology
MATH7904,Research Topics in Mathematics 1
MATH7905,Research Topics in Mathematics 2
MATH7906,Research Topics in Mathematics 3
MATH7907,Advanced Methods in Mathematics 1
MATH7908,Advanced Methods in Mathematics 2
MATH8000,Mathematics Research Project
MATH8001,Mathematics Research Skills
MATH8990,Master of Research - Mathematics
MECH1001,Introduction to Mechanical Engineering
MECH2001,Engineering Dynamics
MECH2002,Fluid Mechanics
MECH2003,Mechanical Design 1
MECH2004,Mechanics of Solids
MECH2005,Engineering Materials
MECH3001,Thermodynamics
MECH3002,Heat and Mass Transfer
MECH3003,Mechanical Design 2
MECH3004,Applied Numerical Engineering
MECH3005,Manufacturing Engineering
MECH4001,Product Design Engineering
MECH4002,Energy Sustainable Design
MECH4092,Mechanical Engineering Research Thesis A
MECH4093,Mechanical Engineering Research Thesis B
MEDI1400,"Foundations of Learning,  Communication and Teamwork"
MEDI2004,Pharmacology Fundamentals
MEDI2005,Human Health and Disease Processes
MEDI2100,Musculoskeletal System
MEDI2101,Cardiovascular and Respiratory System
MEDI2102,"Renal, Reproductive and Endocrine Systems"
MEDI2103,"Alimentary System, Nutrition and Metabolism"
MEDI2200,Human Cell and Molecular Biology
MEDI2201,Clinical Bioinformatics
MEDI2300,Nervous System
MEDI2301,Cellular and Molecular Neuroscience
MEDI2400,Foundations in Ethics and Society
MEDI2401,Medical Admissions Preparation
MEDI2402,Perspectives on Health and Care in Australia
MEDI2403,Conversations in Healthcare
MEDI2404,Science and Medical Communication
MEDI2900,Introduction to Medical Research
MEDI3100,Clinical Anatomy and Medical Imaging
MEDI3200,Translational Biology and Genomics
MEDI3201,Clinical Applications of Precision Medicine
MEDI3300,Neuroscience
MEDI3301,Clinical Neuroscience
MEDI3400,Contextualising Professionalism in Health Care Systems
MEDI3401,Professional Learning in the Clinical Sciences
MEDI3403,Advanced Conversations in Healthcare
MEDI3900,Research Experience and Training
MEDI3901,Further Research Experience
MEDI6100,Fundamentals of Clinical Anatomy
MEDI6101,Fundamentals in Visceral Anatomy
MEDI7000,Research Communications
MEDI7001,"Medical Research Foundations - Ethics, Integrity and Practice"
MEDI7004,Decoding the Brain
MEDI7007,Unlocking the Mechanisms of Human Disease
MEDI7010,Unmasking Health Services Research
MEDI7011,Research Frontiers in Medical Science 1
MEDI7012,Pitching Your Research For Funding
MEDI7041,Research Rotation 1
MEDI7042,Research Rotation 2
MEDI7047,Research Project Management
MEDI7051,The Artificial Human
MEDI7101,Epidemiology and Biostatistics for Research
MEDI7903,Foundations in Medical Science
MEDI7910,Applied and Experimental Medical Research 1
MEDI7911,Applied and Experimental Medical Research 2
MEDI8000,Medical Research Project
MEDI8001,Anatomy 1
MEDI8002,Anatomy 2
MEDI8003,Anatomy 3
MEDI8100,Applied Medical Science 1
MEDI8101,Clinical Practice 1
MEDI8102,Evidence-Based Healthcare
MEDI8103,Applied Medical Science 2
MEDI8104,Clinical Practice 2
MEDI8105,Interprofessional Healthcare
MEDI8200,"Primary Care, Wellbeing and Cancer"
MEDI8201,"Musculoskeletal, Neurosciences and Ageing"
MEDI8202,"Cardiovascular, Respiratory, Gastroenterology, Surgery and Metabolism"
MEDI8203,"Critical Care, Patient Safety and Quality, and Research"
MEDI8204,Reflective Medical Practice 1
MEDI8300,Research Project A
MEDI8301,Core Clinical Placements A
MEDI8302,Core Clinical Placements B
MEDI8303,Research Project B
MEDI8400,Research Project and Presentation
MEDI8401,Advanced Clinical Placements A
MEDI8402,Advanced Clinical Placements B
MEDI8403,Reflective Medical Practice 2
MEDI8490,MQ Health Elective Placement I
MEDI8491,MQ Health Elective Placement II
MEDI8600,Medical Research Project
MEDI8601,"Clinical Anatomy of Limbs, Back, Head and Neck"
MEDI8603,Anatomy by Whole Body Dissection
MGMT1002,Principles of Management
MGMT1005,Introduction to Global Business
MGMT1007,Introduction to Human Resource Management
MGMT1011,Organisational Behaviour
MGMT1020,Entrepreneurship and New Venture Management
MGMT2002,International Business Operations
MGMT2010,Leadership in Management
MGMT2016,Business Demographics
MGMT2018,Management Communication
MGMT2022,Foundations in Human Resources Law
MGMT2025,Social Entrepreneurship
MGMT2030,Cross Cultural Management
MGMT2031,Sustainability in International Business
MGMT2040,Workplace Relations
MGMT2050,Staffing Organisations
MGMT2080,Application of Business Models
MGMT2901,Leading Self
MGMT2902,Leading Others: Managing Teams and Relationships
MGMT3000,The Art of Negotiation
MGMT3001,Global Business Strategy
MGMT3002,HRM Project
MGMT3003,International Business Project
MGMT3007,International Human Resource Management
MGMT3011,Entrepreneurship Project
MGMT3015,Managing Performance and Rewards
MGMT3017,Managing Change in Organisations
MGMT3020,Management Project
MGMT3028,Strategic Human Resource Management
MGMT3050,Strategic Management
MGMT3051,Management Ethics and Social Responsibility
MGMT3052,Operations Management
MGMT3055,Global Population Challenges
MGMT3060,Business Project
MGMT3115,Research/Project
MGMT3130,International Study Tour - India
MGMT3140,International Study Tour - China
MGMT3901,Applied Leadership Project
MGMT3902,Communication for Effective Leadership
MGMT3903,Business Leadership: Ethics and Social Responsibility
MGMT3904,Creativity and Innovation
MGMT3905,Problem Solving: Critical and Strategic Thinking
MGMT3906,Leadership and Influence in Action
MGMT6006,People and Organisations
MGMT6008,Managing People
MGMT6051,"Work, Organisation and Management"
MGMT7015,Behaviour in Organisations
MGMT7027,Entrepreneurship in Business
MGMT7032,Leadership and Management
MGMT7045,Strategic Management
MGMT7050,Management of People at Work
MGMT7054,Managing Cultural Diversity
MGMT8000,Electronic Commerce Strategy
MGMT8003,Globalisation and Value Chain Management
MGMT8004,International Business Strategy
MGMT8005,Managing Technology
MGMT8006,Management Consulting Project
MGMT8007,Management Internship
MGMT8008,Management Research Report
MGMT8009,Managing Globally
MGMT8010,Professional Practice
MGMT8011,Learning to be a Leader
MGMT8012,Managing Strategically
MGMT8015,Behaviour in Organisations
MGMT8020,International Study Tour
MGMT8021,Project Management
MGMT8022,International Study Tour
MGMT8025,Negotiation and Conflict Resolution
MGMT8026,Leadership Development
MGMT8027,Entrepreneurship in Business
MGMT8028,Managing Supply Chains
MGMT8029,Human Resources Planning
MGMT8031,International Business Strategy
MGMT8032,e-Business Strategy
MGMT8033,Leadership and Management
MGMT8040,Business Project Management
MGMT8045,Strategic Management
MGMT8050,Management of People at Work
MGMT8051,Comparative Human Resource Management
MGMT8054,Managing Cultural Diversity
MGMT8055,International Business Project
MGMT8066,Change Management
MGMT8077,Learning to be Persuasive
MGMT8080,Business Internship
MGMT8090,Research Project A
MGMT8091,Research Project B
MGMT8990,Master of Research - Management
MGRK1010,I Modern Greek Studies 1
MGRK1020,I Modern Greek Studies 2
MGRK1021,Modern Greek History and Culture
MGRK1045,Modern Greek Short Term Residential Program 1
MGRK1210,C Modern Greek Studies 3
MGRK1220,C Modern Greek Studies 4
MGRK1310,A Modern Greek Studies 5
MGRK1320,A Modern Greek Studies 6
MGRK2010,I Modern Greek Studies 3
MGRK2020,I Modern Greek Studies 4
MGRK2031,Transferable Knowledge of Greek
MGRK2045,Modern Greek Short Term Residential Program 2
MGRK2210,C Modern Greek Studies 5
MGRK2220,C Modern Greek Studies 6
MGRK2310,A Modern Greek Studies 7
MGRK3010,I Modern Greek Studies 5
MGRK3020,I Modern Greek Studies 6
MGRK3045,Modern Greek Short Term Residential Program 3
MGRK3210,C Modern Greek Studies 7
MHIS1001,"Religion, Trade, and Empire in the Pre-Modern World, 1215-1788"
MHIS1002,"Revolutions, Nationalism and Exploitation in the Modern World 1789-2001"
MHIS1015,A Big History of the Universe to the Present
MHIS2000,A History of Terrorism
MHIS2001,A History of Human Rights
MHIS2003,A Global History of Sport
MHIS2004,Capitalism: From the Silk Roads to Amazon
MHIS2007,From Charlemagne to Game of Thrones: The Middle Ages Then and Now
MHIS2011,Making War Modern: From Revolutionary Soldier to Peacekeeper
MHIS2017,Empire of Liberty? Britain and the Globalization of the World
MHIS2020,Twentieth-Century Europe
MHIS2021,The Age of Revolution: Europe from the Reign of Terror to the First World War
MHIS2040,"Land, Life and Liberty: Australia from Pre-Contact to Nationhood"
MHIS2050,ANZAC: Australians at War
MHIS3000,Making History
MHIS3010,Global Indigenous History: An Australian Perspective
MHIS3020,The United States Since 1945
MHIS3022,Culture and Power in Renaissance Europe
MHIS3025,"History of Russia, the Soviet Union and the post-Soviet World"
MHIS3027,Resisting the Nazis: Fascism and its Opponents
MHIS3030,Screening the Past: History on Film and Television
MHIS3040,Australia in the 20th Century
MHIS3065,From the Beats to the Bachelorette: Popular Culture Since the 1950s
MHIS3075,Shock and Awe: A History of the Postmodern World
MHIS7000,Introduction to Modern Historiography
MHIS7001,Archives: Sources and Silences
MHIX1001,"Religion, Trade, and Empire in the Pre-Modern World, 1215-1788"
MHIX1002,"Revolutions, Nationalism and Exploitation in the Modern World 1789-2001"
MHIX1015,A Big History of the Universe to the Present
MHIX2000,A History of Terrorism
MHIX2007,From Charlemagne to Game of Thrones: The Middle Ages Then and Now
MHIX2011,Making War Modern: From Revolutionary Soldier to Peacekeeper
MHIX2017,Empire of Liberty? Britain and the Globalisation of the World
MHIX2020,Twentieth Century Europe
MHIX2021,The Age of Revolution: Europe from the Reign of Terror to the First World War
MHIX2040,"Land, Life and Liberty. Australia From Pre-Contact to Nationhood"
MHIX2050,ANZAC: Australians at War
MHIX3000,Making History
MHIX3010,Global Indigenous History: An Australian Perspective
MHIX3027,Resisting the Nazis: Fascism and its Opponents
MHIX3030,Screening the Past: History on Film and Television
MHIX3040,Australia in the 20th Century
MHIX3065,From the Beats to the Bachelorette: Popular Culture Since the 1950s
MHIX3075,Shock and Awe: A History of the Postmodern World
MHPG8990,Master of Research - Modern History
MKTG1001,Marketing Fundamentals
MKTG1003,Consumer Behaviour
MKTG2002,Marketing Research
MKTG2004,Integrated Marketing Communications
MKTG2006,Marketing Technologies
MKTG2008,Marketing Management
MKTG2010,Marketing Internship
MKTG2017,Qualitative Insights
MKTG3001,Business to Business Marketing
MKTG3002,Services Marketing
MKTG3003,Marketing Strategy
MKTG3004,Marketing Project
MKTG3006,Digital Marketing
MKTG3007,Sales and Personal Selling
MKTG3008,Marketing and Customer Insights
MKTG3009,Social Change Marketing
MKTG3010,Marketing Metrics
MKTG3011,Brand Management
MKTG3012,New Venture Marketing
MKTG3013,Marketing Media Insights
MKTG3014,Applied Quantitative Research
MKTG3015,Global Marketing
MKTG6007,Marketing and Customer Value
MKTG6009,Managing Customers
MKTG6096,Introduction to Marketing Management
MKTG7002,Marketing Communications
MKTG7006,Applied Marketing Strategy
MKTG7011,Strategic Branding
MKTG7014,Managing Customer Relationships
MKTG7015,Advanced Consumer Behaviour
MKTG8001,Principles of International Marketing
MKTG8002,Marketing Communications
MKTG8004,Digital Marketing Strategy
MKTG8005,Applied Marketing Research
MKTG8006,Applied Marketing Strategy
MKTG8007,Business-to-Business Marketing Strategy
MKTG8008,Professional and Business Services Marketing
MKTG8009,Marketing Supply Chain Strategy
MKTG8011,Strategic Branding
MKTG8014,Managing Customer Relationships
MKTG8015,Advanced Consumer Behaviour
MKTG8020,Marketing Theory
MKTG8031,Design Thinking for Innovation
MKTG8033,Social Media Marketing
MKTG8051,New Product and Service Commercialisation
MKTG8054,Strategic Sales Management
MKTG8080,Strategic Marketing Management
MKTG8220,Managing Customer Experience
MKTG8221,Creativity in Market Opportunity Recognition
MKTG8222,Competing Through Marketing Insights
MKTG8223,Designing Competitive Marketing Strategies
MKTG8225,Marketing Innovations
MKTG8226,Co-creation Strategies: Innovating with Partners
MKTG8229,Building Brand Relevance
MKTG8232,Marketing Strategy Practice
MKTG8990,Master of Research - Marketing
MMBA8000,Strategic Human Resource Management
MMBA8002,International Human Resource Management
MMBA8006,Developing Yourself for Leadership
MMBA8015,International Marketing
MMBA8016,Marketing Research
MMBA8017,Strategic Marketing
MMBA8018,Advertising and Promotions Management
MMBA8019,Design Thinking
MMBA8020,Marketing Management
MMBA8022,Services Marketing
MMBA8023,CRM and Customer Experience
MMBA8024,Doing Business in/with China
MMBA8026,Sales Management
MMBA8035,Financial Management
MMBA8036,Investment Management
MMBA8040,Accounting for Management
MMBA8042,Business Performance Measurement and Management
MMBA8045,Economic Context of Management
MMBA8046,Competitive Intelligence
MMBA8047,Entrepreneurial Finance
MMBA8048,Strategic Finance
MMBA8049,Raising Capital in Global Markets
MMBA8050,Strategic Frameworks
MMBA8057,Competition and Strategy in Asia/Pacific
MMBA8058,Corporate Acquisitions
MMBA8059,New Enterprise Management
MMBA8060,Strategic Management
MMBA8066,Leading Change
MMBA8067,Executive Coaching
MMBA8068,Strategic Corporate Social Responsibility
MMBA8069,Social Entrepreneurship
MMBA8070,Organisational Behaviour
MMBA8071,Managerial Psychology
MMBA8076,Leadership and Motivation
MMBA8077,Rhetoric and Persuasion in Management
MMBA8079,Managing with a Global Mindset
MMBA8080,Foundations of Management Thought
MMBA8081,Entrepreneurship and Existentialism
MMBA8084,Negotiation: Theory and Practice
MMBA8086,European Study Tour: Leading Sustainable Organisations
MMBA8087,Leadership Transformed
MMBA8088,Applied Business Techniques
MMBA8090,Operations Management
MMBA8091,Operations and Logistics Strategy
MMBA8092,Management of Service Operations
MMBA8093,Supply Chain Management
MMBA8097,Management of Innovation
MMBA8106,Project Based Management
MMBA8113,Big Data and Managerial Decisions
MMBA8144,Integrated Financial Analysis
MMBA8145,Industry Analysis
MMBA8146,Risk Management and Analysis
MMBA8150,Report 1
MMBA8151,Report 2
MMBA8152,Research Project
MMBA8153,Management Consulting: The Living Case Study
MMBA8155,Management Internship
MMBA8160,Information and Decision Analysis
MMBA8170,International Study Tour
MMBA8181,Special Topics in Management II
MMBA8182,Special Topics in Management Extended
MMBA8185,Behavioural Economics
MMBA8186,Leadership and Innovation in Healthcare
MMBA8187,Law and Management
MMBA8189,Study Tour: International Perspectives in Management
MMCC1000,Visual Media and Communications
MMCC1002,Living Culture
MMCC1010,"International Communications: Smart, Global, Resilient"
MMCC1011,Introduction to Video Games
MMCC1012,Music Literacies
MMCC1014,Movement & Dance in the 21st Century
MMCC1015,Media Practice and Production
MMCC1020,"Passion, Rebellion and Identity in Popular Music"
MMCC1025,Screenwriting
MMCC1030,Music in a Global Context
MMCC1032,Performing Lives
MMCC1040,Introduction to Media and Mass Communications
MMCC1045,The Creative Musician
MMCC1050,Multimodal Storytelling
MMCC1110,Media Technologies
MMCC1120,Curating Artistic Creativity
MMCC2000,Musical Authorship and Songwriting
MMCC2005,Musical Theatre
MMCC2010,International Television
MMCC2011,Music and Arts Journalism
MMCC2012,Screen Production: Filmmaking Across Genres
MMCC2013,Screen Production: Fiction Filmmaking
MMCC2014,"Creative Freedoms: Authorship, Technology, Law"
MMCC2015,Media Theory in Practice
MMCC2016,"Sex, Death and Politics: Media Representations"
MMCC2017,Circus and Performance
MMCC2018,Music and Sound Studies
MMCC2020,Music Production: The Virtual Studio
MMCC2021,Australian Film and Television
MMCC2023,"Visual Countercultures: Graffiti, Kitsch and Conceptual Art"
MMCC2025,Dancing to Performance
MMCC2030,Media and Advertising
